pathway,k,meanNES,nUp,Zc_up,p_stouffer_up,p_fisher,size,collection,FDR_stouffer_up,FDR_fisher,direction_consistent
REACTOME_RHOC_GTPASE_CYCLE,4,-0.0414257091177302,2,-0.284269537574627,0.611898085468873,0.562002055326736,70,Reactome,1,0.62479399376314,FALSE
GOBP_EPITHELIAL_CELL_APOPTOTIC_PROCESS,4,-0.0398224993797161,2,-0.284739926153582,0.612078300202407,0.166463991695186,52,GO:BP,1,0.236214874857634,FALSE
GOBP_RESPIRATORY_GASEOUS_EXCHANGE_BY_RESPIRATORY_SYSTEM,4,-0.424178531464623,1,-0.285041883180842,0.612193972915319,0.0201733604061395,65,GO:BP,1,0.0398334805744695,FALSE
GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS,4,-0.0388007236198397,2,-0.286504817567041,0.612754247913975,0.235889010938542,97,GO:BP,1,0.313110624780998,FALSE
GOBP_FOREBRAIN_NEURON_DEVELOPMENT,4,-0.424754306485598,1,-0.287078871411888,0.612974035128463,0.0457830192996841,30,GO:BP,1,0.0799445681101154,FALSE
GOBP_ENTRAINMENT_OF_CIRCADIAN_CLOCK_BY_PHOTOPERIOD,4,-0.0613686694987102,2,-0.28718723665664,0.613015520720545,0.214338653080133,21,GO:BP,1,0.289990175219368,FALSE
GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI,4,0.349726403036347,3,-0.287503065102064,0.613136422323621,0.0779426894924742,100,GO:BP,1,0.126088259583583,FALSE
GOBP_REGULATION_OF_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL,4,-0.0593511814242977,2,-0.288507195281364,0.613520738236158,0.387133440178208,29,GO:BP,1,0.465025365050189,FALSE
GOBP_MEMBRANE_REPOLARIZATION_DURING_ACTION_POTENTIAL,4,-0.0628269130865061,2,-0.292031515696278,0.614868736158341,0.107999787763617,26,GO:BP,1,0.165307331757907,FALSE
GOBP_TOXIN_METABOLIC_PROCESS,4,-0.389043700333799,1,-0.292951418291108,0.61522035705415,0.556627062060146,14,GO:BP,1,0.619863053411679,FALSE
GOBP_POSITIVE_REGULATION_OF_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY,2,-0.103498865196895,1,-0.293923970703656,0.615591999624205,0.604800656906967,10,GO:BP,1,0.661677977677341,FALSE
GOBP_REGULATION_OF_SYNAPTIC_VESICLE_PRIMING,3,-0.669789385156063,0,-0.29716281076714,0.61682889360199,0.988718042379865,11,GO:BP,1,0.990143736826835,TRUE
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS,4,-0.0322686066143865,2,-0.299033124824341,0.617542614349258,0.13071156825119,105,Reactome,1,0.194142446280822,FALSE
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS,4,-0.394661281216899,1,-0.300458160901295,0.618086147160016,0.929102400912164,16,Reactome,1,0.939066728790799,FALSE
GOBP_ERBB3_SIGNALING_PATHWAY,3,-0.291180763937381,1,-0.300659095062498,0.61816276814687,0.487560854081875,10,GO:BP,1,0.558455805134347,FALSE
GOBP_COBALAMIN_METABOLIC_PROCESS,4,-0.0753892114070376,2,-0.300666108583745,0.618165442486171,0.673966285173763,10,GO:BP,1,0.724483556019442,FALSE
REACTOME_SIGNALING_BY_FGFR,4,-0.04671490959795,2,-0.301367910125078,0.618433019248614,0.585016734908258,79,Reactome,1,0.644196051161763,FALSE
GOBP_PROTEIN_K48_LINKED_DEUBIQUITINATION,4,0.262836247654407,3,-0.304021329539954,0.61944417940096,0.734431088130212,24,GO:BP,1,0.775827364034429,FALSE
GOBP_INTERLEUKIN_1_ALPHA_PRODUCTION,4,-0.0820335659254141,2,-0.308566716803178,0.621174428875096,0.904635724974249,10,GO:BP,1,0.917994443571008,FALSE
GOBP_LAMELLIPODIUM_ORGANIZATION,4,-0.0414486115235023,2,-0.309085765673177,0.621371856620941,0.174362227980822,87,GO:BP,1,0.24520733702611,FALSE
GOBP_NEGATIVE_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS,4,-0.0651900204448585,2,-0.310183005582582,0.621789103393435,0.282908603059658,12,GO:BP,1,0.362468062611101,FALSE
GOBP_REGULATION_OF_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,4,-0.0830993996946633,2,-0.310464558146905,0.621896146348012,0.158138478965341,22,GO:BP,1,0.226768311536041,FALSE
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING,4,-0.0723881920179432,2,-0.311734768515185,0.622378948871441,0.474488153752882,20,GO:BP,1,0.546855057705758,FALSE
GOBP_BENZENE_CONTAINING_COMPOUND_METABOLIC_PROCESS,4,-0.428293328858242,1,-0.312570325134298,0.622696436847449,0.0249356684783435,22,GO:BP,1,0.047681334768589,FALSE
GOBP_REGULATION_OF_VACUOLE_ORGANIZATION,4,0.277734406168854,3,-0.312678944516941,0.622737703067719,0.62200006798928,57,GO:BP,1,0.677565133508137,FALSE
GOBP_HYDROGEN_PEROXIDE_CATABOLIC_PROCESS,4,-0.0685557631552622,2,-0.312785254259641,0.622778090462156,0.674597698098637,21,GO:BP,1,0.724689955114266,FALSE
GOBP_RESPONSE_TO_ESTRADIOL,4,-0.0289050535995938,2,-0.313368650432617,0.622999700524716,0.00433063247078414,95,GO:BP,1,0.0104802576704927,FALSE
GOBP_SODIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE,4,-0.0716029057542821,2,-0.315867642164554,0.623948513369081,0.0497370079030758,17,GO:BP,1,0.0857817101010695,FALSE
GOBP_POSITIVE_REGULATION_OF_VASOCONSTRICTION,4,-0.398420000198581,1,-0.317475237490791,0.624558486997901,0.710991167915919,21,GO:BP,1,0.757128125059131,FALSE
GOBP_VITAMIN_TRANSMEMBRANE_TRANSPORT,4,-0.074116845470334,2,-0.318020045362806,0.624765134174461,0.057702382560724,16,GO:BP,1,0.0971325893730789,FALSE
GOBP_LEUKOTRIENE_BIOSYNTHETIC_PROCESS,4,0.281847632188168,3,-0.31855521691607,0.624968091411893,0.059519632718734,17,GO:BP,1,0.0995060864281521,FALSE
GOBP_RESPONSE_TO_CARBOHYDRATE,4,0.384838270099803,3,-0.319267686850324,0.62523823318437,0.0286138971167285,188,GO:BP,1,0.053520237958338,FALSE
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR,4,-0.663451169757422,0,-0.319825602936451,0.625449731068391,0.997328138388101,16,Reactome,1,0.997781881854156,TRUE
GOBP_POSITIVE_REGULATION_OF_LYASE_ACTIVITY,4,0.215690900419408,3,-0.32254727620161,0.626480935724318,0.753165589449167,19,GO:BP,1,0.790383155484785,FALSE
GOBP_POSITIVE_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS,3,-0.305563489220383,1,-0.323217914703767,0.62673489276249,0.428275633294504,10,GO:BP,1,0.504163874526025,FALSE
GOBP_RESPONSE_TO_ANGIOTENSIN,4,-0.42246452773507,1,-0.324171575643976,0.627095929777791,0.991347671859816,39,GO:BP,1,0.992250127637568,FALSE
GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS,4,-0.0478939555835239,2,-0.324288942804636,0.627140354938085,0.795358201904058,53,GO:BP,1,0.826368150608662,FALSE
REACTOME_MTOR_SIGNALLING,4,-0.0514959907303927,2,-0.324921851958485,0.627379891009029,0.314697943038687,41,Reactome,1,0.393294147721934,FALSE
GOBP_STEROL_TRANSPORT,4,0.335010050640377,3,-0.326024702023013,0.627797167091179,0.169243087657666,103,GO:BP,1,0.239283465340254,FALSE
GOBP_NEUROFILAMENT_CYTOSKELETON_ORGANIZATION,4,-0.0809465636003592,2,-0.326844466392207,0.628107237258238,0.502249599489247,10,GO:BP,1,0.572351115534732,FALSE
GOBP_POSITIVE_REGULATION_OF_ADIPOSE_TISSUE_DEVELOPMENT,4,-0.0846514746950214,2,-0.331230374345792,0.629764760729176,0.551295069271153,12,GO:BP,1,0.614973667181997,FALSE
GOBP_REGULATION_OF_DENDRITE_EXTENSION,4,-0.0808656938213442,2,-0.331605845576692,0.629906547502474,0.836241072755796,18,GO:BP,1,0.86198161827656,FALSE
GOBP_HEPATOCYTE_DIFFERENTIATION,4,-0.0785187741744326,2,-0.332982133138832,0.630426114999851,0.415687692221404,13,GO:BP,1,0.492420848551733,FALSE
GOBP_DETOXIFICATION_OF_COPPER_ION,2,-0.720640706110972,0,-0.336974135182439,0.631931800945931,0.929412796199289,11,GO:BP,1,0.939186038310426,TRUE
GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS,4,0.318405553916366,3,-0.33750338003901,0.632131267716375,0.571914313950043,70,GO:BP,1,0.633465199652189,FALSE
GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION,4,-0.0346682888398725,2,-0.33786780528572,0.632268595016432,0.0373751039817458,171,GO:BP,1,0.0674580221098913,FALSE
GOBP_REGULATION_OF_GTPASE_ACTIVITY,4,-0.045248794197894,2,-0.340197114109344,0.633145954335799,0.110968350784428,112,GO:BP,1,0.169066561229763,FALSE
GOBP_POSITIVE_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE,4,-0.0699589099557819,2,-0.342549425989416,0.634031272697143,0.579859640578777,43,GO:BP,1,0.640009042813818,FALSE
GOBP_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION,4,-0.0443624692666071,2,-0.343305185363778,0.634315559874446,0.00488553900692959,34,GO:BP,1,0.0116479583768394,FALSE
GOBP_GLYCEROL_METABOLIC_PROCESS,4,-0.0682568746225983,2,-0.344233116546254,0.634664510484531,0.125897414317491,17,GO:BP,1,0.188025045884658,FALSE
REACTOME_REGULATION_OF_LOCALIZATION_OF_FOXO_TRANSCRIPTION_FACTORS,4,-0.0717075647319172,2,-0.3448108078481,0.634881696328202,0.237052356979764,12,Reactome,1,0.314275401727392,FALSE
GOBP_EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS,4,-0.0324011726151561,2,-0.345915892013886,0.635297037498429,4.02049312196959e-05,85,GO:BP,1,0.000158821515722356,FALSE
GOBP_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS,4,-0.369036087078524,1,-0.346970993511917,0.635693444769246,0.012636023325125,31,GO:BP,1,0.0266666173627158,FALSE
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS,4,-0.379285040942472,1,-0.34698542013911,0.635698863925542,0.927444056247877,26,Reactome,1,0.937534238287963,FALSE
GOBP_POSITIVE_REGULATION_OF_PEPTIDE_SECRETION,4,-0.0473753473162233,2,-0.349169585342199,0.636519000839524,0.395066696486358,84,GO:BP,1,0.472404385847472,FALSE
GOBP_DENSE_CORE_GRANULE_EXOCYTOSIS,2,-0.726674079019641,0,-0.349704934697602,0.636719925053388,0.925334424918881,11,GO:BP,1,0.935688412199549,TRUE
GOBP_REGULATION_OF_CELL_FATE_SPECIFICATION,4,-0.410288711882428,1,-0.353130446447241,0.638004675787294,0.764765764750623,23,GO:BP,1,0.800564860371288,FALSE
GOBP_RESPONSE_TO_NITROSATIVE_STRESS,4,-0.0914088335915986,2,-0.353347359048216,0.638085977502681,0.437500010164951,10,GO:BP,1,0.512735400081397,FALSE
GOBP_ACTIN_FILAMENT_POLYMERIZATION,4,-0.0426309453176165,2,-0.354618746135833,0.638562384814551,0.0604228615295268,143,GO:BP,1,0.100862757467178,FALSE
GOBP_FLUID_TRANSPORT,4,-0.0769907775249774,2,-0.35497573124781,0.63869611376581,0.390767401583516,26,GO:BP,1,0.468452216653907,FALSE
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CONTRACTION,4,-0.0798511960344781,2,-0.361341291434303,0.641077835095383,0.829135207511865,26,GO:BP,1,0.855860579558093,FALSE
GOBP_PEPTIDE_TRANSPORT,4,-0.0354585512931385,2,-0.363538537929738,0.641898684947553,0.00536001443241084,225,GO:BP,1,0.0126285768609337,FALSE
GOBP_AUTOPHAGOSOME_ORGANIZATION,4,-0.0121865694243119,2,-0.365088491624893,0.642477324382969,5.36951711343501e-05,121,GO:BP,1,0.000207392882888353,FALSE
GOBP_REGULATION_OF_SYNAPSE_PRUNING,1,-0.793043950261192,0,-0.365279461930675,0.642548596112311,0.714902807775378,10,GO:BP,1,0.760362633595221,TRUE
GOBP_NEGATIVE_REGULATION_OF_NUCLEOTIDE_CATABOLIC_PROCESS,4,-0.0763420072118356,2,-0.366687776929538,0.643074037486882,0.0248096882585324,19,GO:BP,1,0.0474679563345528,FALSE
GOBP_POSITIVE_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION,4,-0.081553234557897,2,-0.367942209754284,0.643541837122325,0.479070152261507,16,GO:BP,1,0.550884747162134,FALSE
GOBP_DEFINITIVE_HEMOPOIESIS,4,-0.0724225297298742,2,-0.368147648949708,0.643618428387179,0.0361089570893025,21,GO:BP,1,0.0654425247027826,FALSE
GOBP_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_2_SIGNALING_PATHWAY,4,-0.0696212589537094,2,-0.368946528368129,0.643916209288105,0.0271242640855701,17,GO:BP,1,0.0511692222397786,FALSE
GOBP_COLLAGEN_FIBRIL_ORGANIZATION,4,-0.0351828117075029,2,-0.371227907303765,0.644766105586962,3.22604773745572e-06,75,GO:BP,1,1.62335903310415e-05,FALSE
REACTOME_ALPHA_PROTEIN_KINASE_1_SIGNALING_PATHWAY,4,-0.396287236604179,1,-0.374424239057839,0.645955643930533,0.839769387475679,11,Reactome,1,0.865212970354062,FALSE
GOBP_SYNAPSE_PRUNING,4,-0.396961013857261,1,-0.374956083029889,0.646153435789211,0.371912736189445,18,GO:BP,1,0.450350279119268,FALSE
GOBP_POSITIVE_REGULATION_OF_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM,4,-0.409530829062443,1,-0.376220812054877,0.646623627843462,0.666252854307312,19,GO:BP,1,0.717477975818697,FALSE
GOBP_PARAXIAL_MESODERM_MORPHOGENESIS,3,-0.316237750710276,1,-0.376250536751924,0.646634675994378,0.364268851058942,11,GO:BP,1,0.442964352154072,FALSE
REACTOME_CELLULAR_RESPONSES_TO_MECHANICAL_STIMULI,4,-0.438109690526375,1,-0.379397614557897,0.647803689152838,0.898412882266238,98,Reactome,1,0.913365662553609,FALSE
GOBP_PSEUDOPODIUM_ORGANIZATION,4,-0.3915627991975,1,-0.380815860644653,0.648330055299087,0.575831559057177,16,GO:BP,1,0.636841709153428,FALSE
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY,4,-0.0937959752773004,2,-0.381590404846021,0.648617398769231,0.716476441469118,12,GO:BP,1,0.761616997159486,FALSE
GOBP_MRNA_TRANSCRIPTION,4,-0.068996376495839,2,-0.38322062709739,0.649221907442608,0.480618585172425,51,GO:BP,1,0.552376447104963,FALSE
GOBP_LACTATION,4,-0.0595216015087898,2,-0.385084740383507,0.649912683350757,0.215316345356093,37,GO:BP,1,0.290717211581546,FALSE
GOBP_REGULATION_OF_EXOSOMAL_SECRETION,4,0.296736598889317,3,-0.387258645486814,0.65071763114789,0.027400575707021,17,GO:BP,1,0.0515430846704356,FALSE
GOBP_SECRETION_BY_TISSUE,4,-0.0674392317466498,2,-0.387614004292736,0.650849148133228,0.0303879788441622,36,GO:BP,1,0.056359149967652,FALSE
GOBP_REELIN_MEDIATED_SIGNALING_PATHWAY,4,-0.0874512755432372,2,-0.388462533502233,0.651163112375464,0.57697804691376,12,GO:BP,1,0.637682053189826,FALSE
REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION,4,-0.422043556009641,1,-0.388503083592878,0.651178113723054,0.184859948161644,23,Reactome,1,0.257609015213851,FALSE
GOBP_COMPLEMENT_ACTIVATION_LECTIN_PATHWAY,3,-0.715138443675566,0,-0.3889014072492,0.651325459437567,0.974989655881287,11,GO:BP,1,0.978251978684236,TRUE
GOBP_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS,4,0.302691239864915,3,-0.395832862484691,0.653885834024218,0.0764159194474843,43,GO:BP,1,0.123770149912854,FALSE
GOBP_ANIMAL_ORGAN_MATURATION,4,-0.436113682181375,1,-0.396688832425359,0.654201531806549,0.21889513908879,28,GO:BP,1,0.294403921012996,FALSE
REACTOME_INTERLEUKIN_7_SIGNALING,4,-0.0654486308546874,2,-0.397763629174146,0.654597785219718,0.0271781485357991,23,Reactome,1,0.0512268519802761,FALSE
GOBP_DRINKING_BEHAVIOR,2,-0.74775649394477,0,-0.398161951351393,0.654744594662525,0.90936065259986,11,GO:BP,1,0.92151339864843,TRUE
GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT,4,-0.0128911362569423,2,-0.398226660413328,0.654768442257355,6.74867693981989e-06,280,GO:BP,1,3.20525714701165e-05,FALSE
GOBP_REGULATION_OF_NEURON_PROJECTION_ARBORIZATION,4,-0.098593033896864,2,-0.398798252741594,0.654979067697492,0.184274148424763,15,GO:BP,1,0.257009842950986,FALSE
GOBP_POSITIVE_REGULATION_OF_HEART_RATE,4,-0.406698036188427,1,-0.407032884834314,0.658008082166576,0.216061161622942,25,GO:BP,1,0.291543359219993,FALSE
GOBP_CELLULAR_RESPONSE_TO_VITAMIN_D,4,-0.0827782389023576,2,-0.413032334835555,0.660208538244921,0.283323399920201,21,GO:BP,1,0.362788134563968,FALSE
GOBP_POSITIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION,4,-0.0732171948598067,2,-0.415214299203957,0.661007484020467,0.0400922426930638,30,GO:BP,1,0.0716576876310328,FALSE
REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING,4,-0.104019577263668,2,-0.415448717907145,0.661093275541588,0.840167160863813,23,Reactome,1,0.865487626517578,FALSE
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS,4,-0.0985822410684011,2,-0.416273257539994,0.661394970511217,0.0701882531191183,19,Reactome,1,0.114839262357843,FALSE
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,4,-0.0201461160399873,2,-0.417387513530035,0.661802506737084,0.000784196567187853,500,Reactome,1,0.00232823796297852,FALSE
GOBP_EXTRACELLULAR_MATRIX_CONSTITUENT_SECRETION,4,-0.130192462852349,2,-0.422841081463853,0.663794393867338,0.915162322984735,11,GO:BP,1,0.927107777139174,FALSE
GOBP_CELLULAR_RESPONSE_TO_FOLLICLE_STIMULATING_HORMONE_STIMULUS,1,-0.844211048525591,0,-0.423807423865474,0.66414686825054,0.67170626349892,10,GO:BP,1,0.722525064454977,TRUE
GOBP_BONE_TRABECULA_FORMATION,4,-0.409848593626666,1,-0.426163142949039,0.665005513911387,0.357491080724105,10,GO:BP,1,0.436492441150642,FALSE
GOBP_AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS,4,-0.0760465772081798,2,-0.427252569346835,0.665402312264608,0.729349030591897,71,GO:BP,1,0.771447098735729,FALSE
GOBP_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,4,-0.442945727374743,1,-0.429633493273388,0.666268865421704,0.622638876987073,92,GO:BP,1,0.677925180967771,FALSE
GOBP_REGULATION_OF_CILIUM_BEAT_FREQUENCY,4,-0.411235624184815,1,-0.429930122741259,0.666376763713368,0.526386263711265,15,GO:BP,1,0.593906307799421,FALSE
GOBP_SIGNAL_TRANSDUCTION_INVOLVED_IN_REGULATION_OF_GENE_EXPRESSION,4,-0.42257865648893,1,-0.430536682687197,0.666597355665965,0.520206682996992,13,GO:BP,1,0.587721080151615,FALSE
GOBP_CATECHOL_CONTAINING_COMPOUND_METABOLIC_PROCESS,4,-0.43089207898532,1,-0.434398774433634,0.668000556214203,0.0189070710512992,43,GO:BP,1,0.0377397723828807,FALSE
GOBP_REGULATION_OF_ACTIN_FILAMENT_LENGTH,4,-0.048643099899322,2,-0.435215472997202,0.668296983782154,0.0621562746721249,139,GO:BP,1,0.103233873114806,FALSE
GOBP_REGULATION_OF_TISSUE_REMODELING,4,-0.463796358240053,1,-0.43584278481223,0.668524600322414,0.0587181599759632,64,GO:BP,1,0.0984724356941141,FALSE
GOBP_MICROTUBULE_POLYMERIZATION,4,-0.0575513086602317,2,-0.437756475704857,0.669218587473246,0.12700559462542,101,GO:BP,1,0.189388767573214,FALSE
GOBP_GENOMIC_IMPRINTING,4,-0.430025324439435,1,-0.438105668886561,0.669345157401626,0.819792296278762,19,GO:BP,1,0.848616567802494,FALSE
GOBP_POSITIVE_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS,4,-0.101554265297158,2,-0.439901029720707,0.669995604968626,0.701083036497574,18,GO:BP,1,0.747542394015596,FALSE
GOBP_POSITIVE_REGULATION_OF_ORGANIC_ACID_TRANSPORT,4,-0.0950701892705538,2,-0.442645544389754,0.670988931745145,0.400184288473145,32,GO:BP,1,0.477140023686488,FALSE
GOBP_EMBRYONIC_PLACENTA_MORPHOGENESIS,4,-0.0813799354000646,2,-0.443949261034861,0.671460365945485,0.307956112069971,25,GO:BP,1,0.386306611775166,FALSE
GOBP_REGULATION_OF_DEPHOSPHORYLATION,4,-0.728469972376512,0,-0.44468173532317,0.671725114773282,0.990547389645835,21,GO:BP,1,0.991599564414806,TRUE
KEGG_BUTANOATE_METABOLISM,4,0.280903449838935,3,-0.448813338943255,0.67321684225765,0.0453526473151472,29,KEGG,1,0.0793190387958711,FALSE
GOBP_NEGATIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE,4,-0.0538815085170507,2,-0.449050386038673,0.673302345166122,0.0354260630310624,68,GO:BP,1,0.0643817459547985,FALSE
GOBP_NEGATIVE_REGULATION_OF_EXOCYTOSIS,4,0.237713948506118,3,-0.452452189934567,0.674528371809601,0.47191505673798,34,GO:BP,1,0.54436503397455,FALSE
REACTOME_SMOOTH_MUSCLE_CONTRACTION,4,0.282988768389092,3,-0.453247452110528,0.674814716646236,0.132356216267373,37,Reactome,1,0.196214372745138,FALSE
REACTOME_SERINE_METABOLISM,4,-0.705927257172969,0,-0.453506290634123,0.674907892683438,0.990104329331045,11,Reactome,1,0.991306459340856,TRUE
REACTOME_MATURATION_OF_SARS_COV_2_SPIKE_PROTEIN,4,-0.0848554591948877,2,-0.455535741858333,0.675638069965005,0.611897756496785,40,Reactome,1,0.66788376896249,FALSE
GOBP_NEGATIVE_REGULATION_OF_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY,4,-0.118749418267718,2,-0.455933835123792,0.675781221059313,0.443175148593413,15,GO:BP,1,0.518281591077955,FALSE
GOBP_PHOSPHATIDYLINOSITOL_METABOLIC_PROCESS,4,-0.0607869425644204,2,-0.456206133297365,0.67587912230185,0.354243852274142,141,GO:BP,1,0.433329629789081,FALSE
GOBP_SEROTONIN_UPTAKE,1,-0.867516125025808,0,-0.457851931012495,0.676470588235294,0.647058823529412,10,GO:BP,1,0.700237378415933,TRUE
GOBP_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,4,-0.0851484587231645,2,-0.458556279037384,0.676723580404647,0.831099716268635,72,GO:BP,1,0.857485897438878,FALSE
GOBP_MACROPHAGE_CHEMOTAXIS,4,-0.442896749556336,1,-0.459931726794565,0.677217386774339,0.119657837136765,41,GO:BP,1,0.180224372509416,FALSE
GOBP_TISSUE_REGENERATION,4,-0.0765268806242695,2,-0.461340721896069,0.677722913330414,0.258240568717013,62,GO:BP,1,0.337001690959473,FALSE
GOBP_GROWTH_PLATE_CARTILAGE_DEVELOPMENT,4,-0.429598993607532,1,-0.46169942278081,0.677851557462348,0.647987580484655,21,GO:BP,1,0.701056700745768,FALSE
REACTOME_GERM_LAYER_FORMATION_AT_GASTRULATION,4,-0.427206920308987,1,-0.463308273491672,0.678428291855172,0.346457001442135,13,Reactome,1,0.425192353285081,FALSE
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS,3,-0.337374565845752,1,-0.464501759924597,0.678855850545469,0.00474278591767606,498,GO:BP,1,0.0113527426338567,FALSE
GOBP_L_AMINO_ACID_TRANSPORT,4,-0.0783746565188167,2,-0.464816626066975,0.678968609792028,0.289020389612571,77,GO:BP,1,0.368723169652704,FALSE
REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION,4,-0.0858579818710092,2,-0.46547475669763,0.679204244941982,0.00813386509946538,23,Reactome,1,0.0181648977864499,FALSE
REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS,4,-0.374428938037914,1,-0.46553059794486,0.679224234856842,0.853827208255754,13,Reactome,1,0.876548100352196,FALSE
REACTOME_KERATAN_SULFATE_DEGRADATION,4,-0.431209251950684,1,-0.465535318259611,0.679225924599901,0.322771705119949,14,Reactome,1,0.401229496641474,FALSE
REACTOME_HATS_ACETYLATE_HISTONES,4,-0.455105275286957,1,-0.466033931539507,0.679404393544347,0.382022378176849,79,Reactome,1,0.459723026054847,FALSE
REACTOME_REGULATION_OF_CDH1_GENE_TRANSCRIPTION,4,-0.0921378073939226,2,-0.466163862433086,0.679450892976308,0.392055681489106,43,Reactome,1,0.469569958384827,FALSE
GOBP_REGULATION_OF_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY,4,-0.420729249550501,1,-0.469016069085602,0.680470924949058,0.783732360800243,30,GO:BP,1,0.816661251650482,FALSE
GOBP_POSITIVE_REGULATION_OF_MYOTUBE_DIFFERENTIATION,2,-0.786785619901543,0,-0.469195999986582,0.680535227809984,0.876753199233323,10,GO:BP,1,0.894931278870839,TRUE
REACTOME_TIE2_SIGNALING,4,0.222256731813925,3,-0.471595962663305,0.681392395486896,0.516378236018913,18,Reactome,1,0.584213209229424,FALSE
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM,4,-0.0671864406581897,2,-0.472283778361823,0.681637876290906,0.464037708004588,69,KEGG,1,0.53743974011697,FALSE
GOBP_INTRACELLULAR_SODIUM_ION_HOMEOSTASIS,4,-0.0743360500606751,2,-0.473337390670478,0.682013754936156,0.0172886704685819,28,GO:BP,1,0.0348041986820978,FALSE
GOBP_IMMATURE_B_CELL_DIFFERENTIATION,4,-0.439090129543279,1,-0.474331923361042,0.682368384854741,0.380342815823042,16,GO:BP,1,0.458203352079,FALSE
GOBP_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS,4,-0.0910896121546323,2,-0.474987426751774,0.682602032461277,0.00264237858869395,89,GO:BP,1,0.00679601230004445,FALSE
GOBP_NEGATIVE_REGULATION_OF_AUTOPHAGY,4,-0.0486851349707439,2,-0.475417958223703,0.682755451514607,0.0149782850069115,93,GO:BP,1,0.0307728888790392,FALSE
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,4,-0.0747339351928073,2,-0.476078411791902,0.68299074182345,0.298328398212558,70,GO:BP,1,0.37724217807327,FALSE
GOBP_RESPONSE_TO_EPIDERMAL_GROWTH_FACTOR,4,-0.0884744932016925,2,-0.478770349996659,0.683948993974763,0.282442340074573,48,GO:BP,1,0.361949702347436,FALSE
GOBP_REGULATION_OF_NUCLEOTIDE_EXCISION_REPAIR,4,-0.427387479269511,1,-0.479360168927833,0.684158787805,0.523515351883854,28,GO:BP,1,0.591035561375268,FALSE
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,4,-0.0546522766498017,2,-0.479945277995355,0.684366847775595,0.0249489980396603,124,Reactome,1,0.0476874846408498,FALSE
