rank,gene,gene_types,logFC,direction,SE,P,FDR,FDR_lncRNA,I2,I2_flag,k,k_flag,confidence
228,RP11-230F18.5,sense_intronic,-0.417997384040552,down_in_PP,0.082947010407403,4.6716360771788e-07,3.72393585770532e-06,4.25561459072688e-06,0,low,4,all4,A_high
229,RP11-259O2.1,lincRNA,-0.417910334778809,down_in_PP,0.0890115038921327,2.66587324829801e-06,1.83448971303802e-05,2.07468229233552e-05,0,low,3,k3,A_high
230,LINC00571,lincRNA,-0.416679993181484,down_in_PP,0.152605222728138,0.00632491048913104,0.0170247533220278,0.0185670879826798,28.5797235584593,low,3,k3,A_high
231,CTD-2544N14.3,antisense,0.415722667577942,up_in_PP,0.0595756290361237,2.99271209464559e-12,5.2085660080561e-11,5.70461023503589e-11,18.5450182613274,low,4,all4,A_high
232,RP11-967K21.1,antisense,-0.415424467221404,down_in_PP,0.074094983563119,2.06282977340284e-08,2.10585090757727e-07,2.38659476724976e-07,26.761551779422,low,4,all4,A_high
233,RP11-93B14.6,antisense,-0.413340377860644,down_in_PP,0.089151992956878,3.546050212338e-06,2.37877704554644e-05,2.67312879247152e-05,0,low,3,k3,A_high
234,RP11-839G9.1,antisense,0.412230957164034,up_in_PP,0.0662331080084736,4.84819428530132e-10,6.34162031201574e-09,7.06334568097603e-09,40.5061268255996,low,4,all4,A_high
235,RP11-1277A3.1,antisense,-0.410781738575438,down_in_PP,0.0562997080247115,2.95703960628525e-13,5.79885184763075e-12,6.5615950648186e-12,0,low,4,all4,A_high
236,CH17-189H20.1,lincRNA,-0.409248526614965,down_in_PP,0.0735849963876013,2.67349687631044e-08,2.68119962841506e-07,3.05230105113332e-07,30.3231033847607,low,4,all4,A_high
237,RP11-45P15.4,antisense,-0.406083577194284,down_in_PP,0.090912652677353,7.94189428169772e-06,4.92063669933024e-05,5.48954897075176e-05,0,low,3,k3,A_high
238,RP11-188P20.3,antisense,-0.405564106516125,down_in_PP,0.05632250543948,5.98836148176175e-13,1.13182741671126e-11,1.2701784378227e-11,24.1194535647871,low,4,all4,A_high
239,RP11-473O4.5,antisense,0.404511397279092,up_in_PP,0.0640663043546775,2.72003088852585e-10,3.6848331961208e-09,4.10089674378096e-09,0.528365181614364,low,4,all4,A_high
240,RP11-304L19.2,antisense,-0.404165374738767,down_in_PP,0.12637448979612,0.00138309278848373,0.00466277528450085,0.00512383775322697,48.1848014534246,low,4,all4,A_high
241,CFAP58-AS1,antisense,0.400906960015127,up_in_PP,0.136953015837014,0.00341883596114142,0.010151998442906,0.0111060834863806,34.2069857442133,low,3,k3,A_high
242,RP11-166O4.6,lincRNA,-0.400705485413479,down_in_PP,0.118273313524222,0.000704140330424517,0.00262208027047308,0.0029072664215142,0,low,3,k3,A_high
243,RP11-190A12.8,antisense,-0.400200076653945,down_in_PP,0.150660593971219,0.00790027675289762,0.0204986785361963,0.0222265913587698,31.390655771175,low,3,k3,A_high
244,RP11-1105G2.3,antisense,-0.39988915424443,down_in_PP,0.11340704502117,0.000421663489800761,0.00168088601580828,0.00185798158896934,3.50978149466816,low,3,k3,A_high
245,GCC2-AS1,antisense,-0.399121253517577,down_in_PP,0.068355350365291,5.25410677079267e-09,5.89957096279597e-08,6.55173486951582e-08,0,low,4,all4,A_high
246,ZNF561-AS1,processed_transcript,-0.398355549890614,down_in_PP,0.0403099813554235,4.96766173155512e-23,2.32709417413522e-21,2.75577850159474e-21,0,low,4,all4,A_high
247,RP11-767N6.7,sense_intronic,-0.396495507624605,down_in_PP,0.0588759303756973,1.64580040859737e-11,2.61388148544153e-10,2.85999131245013e-10,0,low,4,all4,A_high
248,STAM-AS1,antisense,0.395890999912815,up_in_PP,0.136028323496524,0.00361015989178533,0.0106406647584234,0.0116342768690527,0,low,3,k3,A_high
249,RP11-585P4.5,antisense,0.394696012746234,up_in_PP,0.0902337866656812,1.21907189075065e-05,7.20574993537566e-05,7.99230919890616e-05,0,low,4,all4,A_high
250,LA16c-390E6.4,antisense,0.392592062044794,up_in_PP,0.140000179218,0.00504376271845596,0.0140264959220976,0.0153692685089852,17.4130399499397,low,4,all4,A_high
251,EP300-AS1,antisense,0.392441977432773,up_in_PP,0.0869291253131514,6.34648023790427e-06,4.02061394647009e-05,4.53904462634905e-05,0,low,3,k3,A_high
252,RP11-350N15.5,lincRNA,0.388318986724982,up_in_PP,0.0950589159786856,4.40701973333918e-05,0.000229227549429196,0.00025357944662445,15.6670012904142,low,4,all4,A_high
253,RP11-206L10.9,lincRNA,-0.38598404894594,down_in_PP,0.0808325947995902,1.79614382085821e-06,1.27919739807753e-05,1.43924339126916e-05,0,low,4,all4,A_high
254,RP11-385F5.5,antisense,-0.385251674877418,down_in_PP,0.0932975359207645,3.63900581014626e-05,0.000193385843116806,0.000213649635556348,0,low,3,k3,A_high
255,CTD-2619J13.19,lincRNA,-0.38312315148022,down_in_PP,0.0968579203309448,7.63693136568587e-05,0.000372367264371244,0.000408467268471233,0,low,4,all4,A_high
256,AC022154.7,antisense,0.381370156395232,up_in_PP,0.0792838308209817,1.50788166881289e-06,1.0912656766904e-05,1.24515343147965e-05,0,low,4,all4,A_high
257,AC099668.5,processed_transcript,-0.381351043684868,down_in_PP,0.109384302709029,0.000489675300508682,0.00191186203167917,0.00210618789791359,0,low,4,all4,A_high
258,SNRK-AS1,antisense,-0.381189630097587,down_in_PP,0.0541742205620449,1.97318581614264e-12,3.50226507961522e-11,3.84593469659874e-11,27.7952368343276,low,4,all4,A_high
259,GSN-AS1,antisense,-0.381026361393719,down_in_PP,0.0617203031671467,6.68214701307647e-10,8.5573821380543e-09,9.5110691202572e-09,17.1159343931402,low,4,all4,A_high
260,RP11-890B15.3,lincRNA,-0.378326080465267,down_in_PP,0.044746089467755,2.79199945331856e-17,8.10812170325258e-16,9.22212338512169e-16,0,low,4,all4,A_high
261,CTD-2026K11.2,antisense,0.37831125576135,up_in_PP,0.0440717689099254,9.16445944750506e-18,2.7772633938739e-16,3.14719174836146e-16,0,low,4,all4,A_high
262,RP11-1260E13.4,processed_transcript,0.375528883529299,up_in_PP,0.114826457656282,0.00107394062737467,0.00375856723966818,0.00414535334045513,17.824808444034,low,3,k3,A_high
263,RP11-138I18.1,antisense,0.374799024947399,up_in_PP,0.0953386522160447,8.45092186236784e-05,0.000406676274413715,0.000446485212435478,7.37684782317712,low,3,k3,A_high
264,LINC01719,lincRNA,-0.374578363654003,down_in_PP,0.106604488706965,0.000441877711546236,0.00175129154764497,0.00192692934575156,31.0175388935552,low,4,all4,A_high
265,HELLPAR,macro_lncRNA,-0.373634165136552,down_in_PP,0.117952557465935,0.00153668583449809,0.00510571660933198,0.00559229571562089,39.5996829207154,low,4,all4,A_high
266,RP11-461A8.4,sense_overlapping,0.37262923826368,up_in_PP,0.110167243729675,0.000718564948006948,0.00266834712208477,0.0029583544529268,0,low,4,all4,A_high
267,CTD-3065B20.3,antisense,-0.37170501422926,down_in_PP,0.0694803126194599,8.8056822974466e-08,8.08084986227047e-07,9.21766446910551e-07,0,low,4,all4,A_high
268,RP11-473I1.5,antisense,0.369094984126932,up_in_PP,0.0416313119465602,7.59550938669495e-19,2.53811541665798e-17,3.01520817580083e-17,0,low,4,all4,A_high
269,RP11-667K14.3,lincRNA,-0.365557413021672,down_in_PP,0.070661670480268,2.29936161328643e-07,1.942251457775e-06,2.20118090723239e-06,0,low,3,k3,A_high
270,RP11-253E3.3,lincRNA,0.365385880579629,up_in_PP,0.0552746347087753,3.8335625885824e-11,5.80875124516639e-10,6.42938965922327e-10,0,low,4,all4,A_high
271,AC016738.4,antisense,-0.365025417657399,down_in_PP,0.0588777260451191,5.65636880338633e-10,7.34507331349576e-09,8.15836927075089e-09,0,low,4,all4,A_high
272,AC137932.5,antisense,-0.363864500539524,down_in_PP,0.12223920703376,0.00291407429065997,0.00885672203159352,0.00966963148442154,0,low,3,k3,A_high
273,PART1,lincRNA,0.363344151579047,up_in_PP,0.110377977038407,0.000995422003436969,0.0035286090877139,0.00388035226024483,46.5077209747467,low,4,all4,A_high
274,RP11-737O24.2,antisense,0.362691321513388,up_in_PP,0.0934655386355571,0.000104249746615666,0.000490472878254801,0.000539579729193764,47.8726787156487,low,4,all4,A_high
275,MIR130B,miRNA;processed_transcript,0.36095421668588,up_in_PP,0.0906441616980342,6.83087075541667e-05,0.000337264150654556,0.000368543363574663,39.6497676809627,low,4,all4,A_high
276,TMLHE-AS1,antisense,-0.359260719822456,down_in_PP,0.102445725701418,0.000453462531438514,0.00178994401033309,0.0019719923352105,0,low,3,k3,A_high
277,RP11-73K9.2,antisense,0.356574240186154,up_in_PP,0.0806670087939237,9.8553447760618e-06,5.9674957907142e-05,6.61148478232859e-05,16.4933733556548,low,3,k3,A_high
