lncRNA,logFC,direction,FDR,I2,k,confidence,STAT3_r,STAT3_fdr,STAT3_k,IL1_inflammasome_topr,IL36_topr,STAT3_JAK_STAT_topr,Th17_output_topr,IL1_inflammasome_nsig,IL36_nsig,STAT3_JAK_STAT_nsig,Th17_output_nsig,STAT3_linked
RP11-1143G9.4,1.61551672289325,up_in_PP,8.44308460142291e-05,89.185474896397,3,C_significant_but_flagged,0.0633257921624055,0.420973455357043,3.0,0.367,0.163,0.503,-0.182,9.0,1.0,7.0,1.0,False
C21orf62-AS1,-1.61025010142663,down_in_PP,0.0002129386675987,92.287879085017,3,C_significant_but_flagged,-0.270173733151278,4.28063781349763e-05,3.0,-0.348,-0.295,-0.27,-0.322,6.0,4.0,5.0,5.0,False
FAM41C,-1.60572728966182,down_in_PP,0.0002596238114906,86.5137577447543,3,C_significant_but_flagged,-0.172092112326435,0.0137690647126725,3.0,-0.407,-0.295,0.269,-0.264,4.0,4.0,5.0,5.0,False
RP11-356C4.5,1.60314139479224,up_in_PP,0.0007026804688087,87.1616163867648,3,C_significant_but_flagged,0.221844693193235,0.0010597102493893,3.0,-0.267,0.22,0.458,0.209,6.0,1.0,7.0,3.0,False
PLA2G4E-AS1,1.60037010806446,up_in_PP,8.96511731426161e-09,86.1965328226448,4,C_significant_but_flagged,0.333001495364545,1.50787363673312e-07,4.0,0.376,0.472,0.472,-0.314,3.0,4.0,7.0,7.0,False
FAM201A,-1.59193547883955,down_in_PP,0.0131855973834642,95.4831768375303,4,C_significant_but_flagged,-0.242480981037846,0.0002554408853604,4.0,-0.271,-0.278,-0.288,0.232,6.0,2.0,2.0,5.0,False
PRKAG2-AS1,-1.58581637096032,down_in_PP,0.0005944277543629,88.3270116130923,2,C_significant_but_flagged,,,,,,,,,,,,False
RRS1-AS1,-1.58451535967771,down_in_PP,0.0100602233762792,84.2570172238046,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-391L3.1,-1.57958987988507,down_in_PP,1.47973169627235e-08,90.1400213956549,4,C_significant_but_flagged,-0.235151138233245,0.0004132408644078,4.0,-0.394,-0.442,0.38,0.433,9.0,3.0,7.0,7.0,False
RP11-834C11.15,-1.57770586017359,down_in_PP,0.0308351095169053,92.6377660797996,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-85O21.5,-1.57734399985583,down_in_PP,2.18822593542202e-14,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
CTB-51J22.1,-1.57583565049022,down_in_PP,2.72512512044202e-05,74.7461978383076,2,C_significant_but_flagged,,,,,,,,,,,,False
MIR3142HG,1.57578054293545,up_in_PP,7.7746423967444e-07,81.7992296425543,4,C_significant_but_flagged,-0.0138243281127463,0.877799557836343,4.0,0.354,0.144,0.238,-0.252,4.0,1.0,5.0,2.0,False
C9orf106,-1.57403896247584,down_in_PP,8.7555724240272e-10,37.8755171763722,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-367J11.3,-1.5679755583016,down_in_PP,1.4091587530933901e-09,64.6459749300465,2,C_significant_but_flagged,,,,,,,,,,,,False
UG0898H09,-1.55495004135324,down_in_PP,0.0001415673907852,86.219885506671,3,C_significant_but_flagged,-0.26219307198528,7.65980439898313e-05,3.0,-0.383,-0.38,0.36,-0.3,7.0,4.0,5.0,5.0,False
SLC7A11-AS1,1.5536538885188,up_in_PP,0.006824328029716,95.3753061804947,4,C_significant_but_flagged,0.125688208813451,0.0798402803643812,4.0,0.45,0.356,0.372,-0.409,8.0,5.0,7.0,2.0,False
RP11-327F22.6,1.53842101150047,up_in_PP,7.43768710012863e-10,80.4032112235916,3,C_significant_but_flagged,0.126278274292411,0.0813091860813503,3.0,0.233,0.248,0.287,0.243,3.0,3.0,3.0,5.0,False
RP11-286B14.1,-1.53840640888433,down_in_PP,8.01922361098049e-22,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-250B2.5,-1.53448781579336,down_in_PP,0.0263187214941644,77.1904419658109,2,C_significant_but_flagged,,,,,,,,,,,,False
AC006548.28,-1.52285048736534,down_in_PP,0.0018669604202801,37.7634295058565,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-444D3.1,-1.51645814586089,down_in_PP,0.0146629217924383,96.3246180225893,3,C_significant_but_flagged,-0.165350233165133,0.0185330865748222,3.0,-0.358,-0.271,0.253,-0.273,7.0,3.0,5.0,6.0,False
AC092162.1,-1.50674185863234,down_in_PP,0.0196365019813494,79.7314728813025,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-392O17.2,-1.50401763898313,down_in_PP,0.0499310649808529,85.612823234805,2,C_significant_but_flagged,,,,,,,,,,,,False
FSIP2-AS1,-1.50348073077713,down_in_PP,0.0325872491295444,88.1366683791499,2,C_significant_but_flagged,,,,,,,,,,,,False
ADAMTS9-AS1,-1.50252375613,down_in_PP,0.0395492225200718,94.1828511164824,3,C_significant_but_flagged,-0.093562727380117,0.212960767793201,3.0,-0.458,-0.148,0.396,-0.18,6.0,2.0,2.0,1.0,False
CTD-2527I21.4,-1.47778100502389,down_in_PP,1.14403233300114e-05,88.0303414900457,3,C_significant_but_flagged,-0.0912707152627097,0.225901764529094,3.0,0.467,-0.309,-0.343,0.35,8.0,4.0,5.0,4.0,False
RP11-519G16.3,1.47619928503558,up_in_PP,0.0001096271905968,60.2055950776199,2,C_significant_but_flagged,,,,,,,,,,,,False
RP6-65G23.3,1.47563409835451,up_in_PP,2.86165622225871e-07,90.9875059065278,4,C_significant_but_flagged,0.311352562778003,1.18657892194009e-06,4.0,0.574,0.718,0.311,0.465,11.0,5.0,3.0,7.0,False
CTD-2196E14.5,1.47100062004199,up_in_PP,0.0017379100536623,79.7213322144118,3,C_significant_but_flagged,0.231680887814111,0.0011391758549757,3.0,0.415,0.278,-0.42,0.374,6.0,1.0,7.0,4.0,False
RP11-848P1.3,1.46889998441085,up_in_PP,1.5961784471292399e-12,77.4601342355965,3,C_significant_but_flagged,-0.065434975283772,0.40383712978922,3.0,0.231,0.146,,-0.365,5.0,1.0,,3.0,False
WNT5A-AS1,1.46771902861124,up_in_PP,0.0107479310449978,93.652781470324,3,C_significant_but_flagged,0.199971537958329,0.0058230868346829,3.0,0.242,,0.2,,3.0,,2.0,,False
AC144831.3,-1.46009511915034,down_in_PP,1.09424932208129e-07,82.166875757487,2,C_significant_but_flagged,,,,,,,,,,,,False
AC007563.5,-1.45531755983674,down_in_PP,0.0236954153220313,95.8893615478844,3,C_significant_but_flagged,0.0809454684343061,0.289074477832044,3.0,-0.441,-0.269,0.226,-0.22,8.0,5.0,6.0,3.0,False
CTC-526N19.1,1.4475781384055,up_in_PP,8.02280363029574e-09,91.4079628031013,4,C_significant_but_flagged,0.274463099854858,2.58931786636016e-05,4.0,0.603,0.556,-0.386,0.445,5.0,5.0,5.0,7.0,False
RP11-66D17.5,1.43069859732009,up_in_PP,6.11253486008743e-10,31.2168605479863,2,C_significant_but_flagged,,,,,,,,,,,,False
IL21R-AS1,1.42806086888976,up_in_PP,0.0001091290224744,73.3190219620712,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-646E18.4,1.42532676022822,up_in_PP,3.36691531046771e-13,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-20I20.4,-1.42095301580092,down_in_PP,0.0309591719342071,88.4369709121418,2,C_significant_but_flagged,,,,,,,,,,,,False
CHL1-AS2,-1.41676941253529,down_in_PP,1.18129122359405e-32,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
CADM3-AS1,-1.41295906142535,down_in_PP,0.0068420927846994,94.1673699241921,4,C_significant_but_flagged,-0.0866852741401652,0.248176834476442,4.0,-0.352,-0.276,-0.229,0.275,10.0,4.0,6.0,6.0,False
CTD-2245F17.6,-1.4127819650609,down_in_PP,8.96519009341197e-07,81.2343726722995,3,C_significant_but_flagged,-0.114985114254937,0.137743366380553,3.0,-0.475,-0.187,0.457,-0.235,5.0,1.0,6.0,3.0,False
DANT2,-1.41145631670732,down_in_PP,2.19490891994419e-05,61.4560690010114,2,C_significant_but_flagged,,,,,,,,,,,,False
UBE2R2-AS1,1.40654619277749,up_in_PP,1.01347799481814e-08,88.3770038139812,4,C_significant_but_flagged,0.259039121874064,8.15274509722531e-05,4.0,0.54,0.452,-0.492,0.415,5.0,5.0,6.0,5.0,False
RP11-1090M7.1,-1.40640473474278,down_in_PP,0.0078914268397596,80.9974194078685,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-96C23.14,1.40291647135784,up_in_PP,8.95001516212224e-07,89.1141107145493,4,C_significant_but_flagged,0.0617448432183796,0.429298657156606,4.0,0.511,0.507,-0.391,0.339,6.0,5.0,3.0,5.0,False
ARNTL2-AS1,1.39960691381471,up_in_PP,0.0002303307199061,96.2586914577187,4,C_significant_but_flagged,0.248303523506263,0.0001729014293374,4.0,0.455,0.5,0.406,0.404,8.0,5.0,7.0,5.0,False
RP3-453C12.14,-1.38923774661777,down_in_PP,1.51595164776238e-11,37.0460236893219,2,C_significant_but_flagged,,,,,,,,,,,,False
LINC01305,-1.38256125110056,down_in_PP,6.8224268170832e-19,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
CTD-2515H24.4,-1.37696561200624,down_in_PP,1.57368577940332e-05,89.8195697047228,3,C_significant_but_flagged,-0.118017081550728,0.106112653390509,3.0,-0.482,-0.4,0.339,-0.292,12.0,5.0,4.0,7.0,False
LINC00632,-1.3739607298279,down_in_PP,0.0064735521289383,88.356855951792,3,C_significant_but_flagged,-0.14985715011084,0.034908624473761,3.0,-0.326,-0.266,0.202,-0.256,5.0,2.0,4.0,5.0,False
RP11-498M15.1,1.37144650704502,up_in_PP,4.86937696951812e-11,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
LINC01805,-1.37005544535882,down_in_PP,0.0303822401525616,97.8611196227144,3,C_significant_but_flagged,-0.111597501660238,0.12870074110308,3.0,0.304,0.268,0.233,-0.252,7.0,4.0,3.0,3.0,False
CTA-414D7.1,-1.37003797755227,down_in_PP,0.0031510572100461,73.3727223214794,2,C_significant_but_flagged,,,,,,,,,,,,False
CTD-3035K23.7,-1.3687395435006,down_in_PP,2.23234872388119e-06,80.0786326092848,3,C_significant_but_flagged,-0.347752139168408,4.52506788460449e-08,3.0,-0.373,-0.348,-0.401,-0.246,9.0,4.0,6.0,7.0,False
RP11-996F15.2,-1.3640523938233,down_in_PP,0.0069212415552219,90.9243520474133,4,C_significant_but_flagged,-0.181432717465738,0.0082844250496911,4.0,-0.291,-0.314,-0.197,0.201,4.0,5.0,4.0,4.0,False
RP11-74C13.4,-1.3617401129701,down_in_PP,8.414296089666251e-09,78.63911452071,4,C_significant_but_flagged,-0.126516448958984,0.0776444372430844,4.0,-0.329,-0.315,-0.264,0.41,6.0,4.0,3.0,3.0,False
CTA-109P11.4,-1.34386346562862,down_in_PP,0.0010830087637394,89.0040767709436,3,C_significant_but_flagged,-0.135917251787368,0.0585007896676039,3.0,-0.424,-0.302,0.499,-0.283,7.0,4.0,5.0,5.0,False
RP11-701H24.7,-1.34224824948565,down_in_PP,0.021335897949559,92.7627352421169,2,C_significant_but_flagged,,,,,,,,,,,,False
LINC01801,-1.34189046240275,down_in_PP,0.01090878722706,86.3793256330651,2,C_significant_but_flagged,,,,,,,,,,,,False
GATA3-AS1,-1.33385944793998,down_in_PP,0.0001102260052114,81.7315075103618,4,C_significant_but_flagged,-0.288170047693428,8.75762220802219e-06,4.0,-0.295,-0.341,-0.288,-0.266,4.0,4.0,5.0,7.0,False
RP11-132A1.4,1.33088733859659,up_in_PP,0.0013156698927,83.4896098757726,4,C_significant_but_flagged,0.213572727432831,0.0015232581720767,4.0,0.283,0.394,0.294,-0.38,7.0,3.0,5.0,7.0,False
SOX9-AS1,-1.33053859670401,down_in_PP,0.0061325230965327,91.8225538508871,4,C_significant_but_flagged,-0.22853632324206,0.0006277148963666,4.0,-0.416,-0.399,-0.229,0.184,6.0,5.0,4.0,1.0,False
RP11-256L11.3,1.32885844382806,up_in_PP,0.0038285997593134,86.7491621548781,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-701P16.2,-1.32458939764006,down_in_PP,0.0247486870085087,88.08990186576,2,C_significant_but_flagged,,,,,,,,,,,,False
CTD-3214H19.6,-1.32453942733762,down_in_PP,4.938797007473511e-15,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
LINC01012,-1.32397337707775,down_in_PP,0.0193443022822721,57.178384384364,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-999E24.3,-1.32171123414881,down_in_PP,1.4666996268712e-06,77.2418097940062,3,C_significant_but_flagged,-0.33626403007431,1.44681725922475e-07,3.0,-0.341,-0.309,-0.336,-0.318,6.0,3.0,7.0,4.0,False
LINC01336,1.32011877225874,up_in_PP,0.0406289063497351,96.6956043458122,4,C_significant_but_flagged,0.287719715898046,9.07755034869001e-06,4.0,-0.194,0.347,0.288,0.324,3.0,4.0,3.0,7.0,False
ZBTB20-AS1,-1.31609997789827,down_in_PP,0.001475902718653,86.5213179500343,2,C_significant_but_flagged,,,,,,,,,,,,False
RP6-74O6.2,-1.30539304134941,down_in_PP,0.0093409930096085,92.4717282437515,4,C_significant_but_flagged,-0.179255304830447,0.0091837545257207,4.0,-0.277,-0.313,-0.217,-0.225,4.0,4.0,5.0,5.0,False
AP000473.8,-1.30287518890881,down_in_PP,0.0013216249612261,85.2143764663887,3,C_significant_but_flagged,-0.25726237688462,0.0001088330507223,3.0,-0.389,-0.343,-0.291,-0.312,5.0,3.0,4.0,5.0,False
RP11-679B19.1,-1.30136934336964,down_in_PP,0.0477693929163129,96.5350382610028,3,C_significant_but_flagged,-0.162359846087547,0.0210491085494426,3.0,-0.439,-0.386,0.4,-0.256,9.0,5.0,6.0,7.0,False
RP11-435D7.3,1.29481219302874,up_in_PP,1.26527229807783e-06,76.0375902732754,4,C_significant_but_flagged,0.06236732663057,0.424237353718102,4.0,0.213,0.207,0.328,-0.329,5.0,2.0,3.0,4.0,False
PTGES2-AS1,1.28988278736856,up_in_PP,0.0027956072790198,67.88076983654,2,C_significant_but_flagged,,,,,,,,,,,,False
RP4-669H2.1,-1.2887985605521,down_in_PP,0.0001701511252767,38.0318221304832,2,C_significant_but_flagged,,,,,,,,,,,,False
CTC-455F18.1,-1.28526192927273,down_in_PP,2.05996808917225e-20,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
RP1-80N2.2,-1.28410550989156,down_in_PP,0.0001789985962512,72.4960557420974,2,C_significant_but_flagged,,,,,,,,,,,,False
RGMB-AS1,-1.28381312654895,down_in_PP,0.0023125360929888,93.664368683972,4,C_significant_but_flagged,-0.286655329942632,9.92313150548783e-06,4.0,-0.272,-0.306,-0.333,0.295,8.0,3.0,6.0,7.0,False
RP11-1069G10.1,-1.27887448132096,down_in_PP,7.59944080997405e-07,82.0874093070238,4,C_significant_but_flagged,-0.203367534727003,0.002699222303652,4.0,-0.422,-0.384,0.295,-0.279,6.0,5.0,4.0,6.0,False
RP11-12C17.2,-1.27841600409471,down_in_PP,1.5263774135489698e-11,52.1192339426467,2,C_significant_but_flagged,,,,,,,,,,,,False
LINC01579,-1.27459507984096,down_in_PP,0.0005647372862203,70.0952384690058,2,C_significant_but_flagged,,,,,,,,,,,,False
PWAR6,-1.27348962727348,down_in_PP,0.0074668717856776,95.9677346768511,4,C_significant_but_flagged,-0.272279641445766,3.05823407338129e-05,4.0,-0.64,-0.363,0.522,-0.349,6.0,5.0,7.0,5.0,False
LINC01764,1.26572599362765,up_in_PP,0.0159813305661108,34.5881710536657,2,C_significant_but_flagged,,,,,,,,,,,,False
CTC-348L5.1,1.26242075120554,up_in_PP,7.95726456199128e-08,25.815377274505,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-116G8.5,1.26042008953194,up_in_PP,0.0150355256156321,94.7589760808468,4,C_significant_but_flagged,0.255584145424398,0.0001042757865524,4.0,0.693,0.289,-0.496,0.481,7.0,2.0,7.0,5.0,False
CTD-2269F5.1,-1.25418195508377,down_in_PP,7.4455841116045e-05,92.003548139957,3,C_significant_but_flagged,-0.313418076676794,1.25511765256197e-06,3.0,-0.231,-0.358,-0.334,0.323,5.0,4.0,6.0,7.0,False
KRT7-AS,-1.25409910033678,down_in_PP,0.0058139839065204,79.9911715264129,4,C_significant_but_flagged,0.0138097294295796,0.877932759134782,4.0,-0.429,-0.282,-0.333,0.229,7.0,4.0,4.0,2.0,False
RP11-375I20.6,-1.25163380962139,down_in_PP,3.19446734672368e-07,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-276H7.2,1.25143258131191,up_in_PP,0.0005786928713362,87.5670172722666,4,C_significant_but_flagged,0.368139353862107,3.4733516128683403e-09,4.0,0.288,0.419,0.368,0.46,5.0,3.0,7.0,5.0,False
CTD-2154I11.2,-1.2511191387443,down_in_PP,0.0005845970961156,92.2349796308676,3,C_significant_but_flagged,-0.0213251007189415,0.809010904560691,3.0,-0.294,-0.236,0.233,0.28,5.0,3.0,3.0,4.0,False
RP11-15A1.3,-1.24967415371055,down_in_PP,0.0001115342601078,85.6348808475992,4,C_significant_but_flagged,-0.358375627968457,1.046356500019e-08,4.0,-0.379,-0.333,-0.358,-0.355,3.0,3.0,5.0,5.0,False
RP11-147L13.8,-1.24270408338794,down_in_PP,0.0109118502890719,91.1166472786776,3,C_significant_but_flagged,-0.156423716399662,0.0268919983470563,3.0,-0.464,-0.22,0.431,-0.169,5.0,3.0,7.0,2.0,False
PDZRN3-AS1,-1.24090836959168,down_in_PP,2.11650381289996e-23,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
CYP1B1-AS1,-1.23670539411106,down_in_PP,5.35916007865995e-05,78.9009454249574,4,C_significant_but_flagged,0.046706284282669,0.564333948597789,4.0,-0.409,-0.155,-0.217,-0.214,7.0,1.0,3.0,3.0,False
RP5-1057J7.7,-1.23365803801666,down_in_PP,7.27686137288432e-13,32.0609436030732,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-475I24.8,-1.23173882026107,down_in_PP,0.0200339148533642,77.4689183604631,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-834C11.11,-1.22982043210643,down_in_PP,0.0197624756038507,87.5578825066934,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-390F4.3,-1.22410882748723,down_in_PP,0.0012431670731886,83.8356181795657,3,C_significant_but_flagged,-0.177342189007258,0.0108558000262575,3.0,0.15,-0.16,-0.252,,3.0,1.0,2.0,,False
CTD-2523D13.2,1.22028921430108,up_in_PP,3.6944299900880504e-23,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
LINC01354,-1.21253445175803,down_in_PP,0.0134983151339867,78.0618966132158,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-334A14.5,-1.20873886087753,down_in_PP,0.0099768920927328,92.4829536536392,3,C_significant_but_flagged,-0.0349240452695825,0.679277414330877,3.0,0.369,-0.29,0.274,0.287,7.0,5.0,4.0,3.0,False
RP11-650L12.2,1.20831011078761,up_in_PP,0.0182428036507794,94.8003848802576,4,C_significant_but_flagged,0.17849740445078,0.0095272989689145,4.0,0.303,0.276,0.325,0.28,5.0,3.0,4.0,6.0,False
SYNE1-AS1,-1.20823085681082,down_in_PP,0.0323488563396912,97.3021888792675,3,C_significant_but_flagged,-0.025843744103307,0.765787913454483,3.0,-0.284,,0.264,,7.0,,3.0,,False
RP11-946P6.6,1.2063604646313,up_in_PP,1.62635898066911e-10,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-403B2.7,-1.20287451054104,down_in_PP,2.03297925747919e-05,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-774O3.3,-1.19330511870034,down_in_PP,0.0004084006583153,89.8501108924995,4,C_significant_but_flagged,-0.244453663802069,0.0002240813957068,4.0,-0.305,-0.288,-0.244,-0.169,4.0,3.0,6.0,2.0,False
RP11-69I8.3,-1.19230162040975,down_in_PP,0.0237445687006929,80.2092438707964,3,C_significant_but_flagged,0.131457758479619,0.111074033888667,3.0,-0.395,,0.333,,5.0,,4.0,,False
AC007381.3,-1.1876813304312,down_in_PP,1.28225295024865e-15,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-244O19.1,-1.18637584043421,down_in_PP,0.011315580269498,91.62700989425,4,C_significant_but_flagged,-0.215455466942859,0.0013685720987916,4.0,-0.35,-0.183,0.307,-0.226,5.0,3.0,5.0,4.0,False
RP11-507K2.3,-1.1842778260859,down_in_PP,0.0005129739341866,88.3603641023331,2,C_significant_but_flagged,,,,,,,,,,,,False
RP4-565E6.1,-1.18188789315856,down_in_PP,0.0008966812139705,77.6201277488099,3,C_significant_but_flagged,-0.101887866267146,0.170267125003526,3.0,-0.365,-0.202,0.223,,4.0,2.0,2.0,,False
RP11-327F22.1,1.17232257126148,up_in_PP,2.75203284069191e-06,93.7801470630358,4,C_significant_but_flagged,0.32672921133484,2.78417731666852e-07,4.0,0.36,0.444,0.327,0.399,5.0,5.0,6.0,7.0,False
RP11-214O1.2,1.16933481007612,up_in_PP,0.0001789985962512,85.6222648300137,4,C_significant_but_flagged,0.276352393000791,2.2397870906636e-05,4.0,0.306,0.283,0.276,0.238,2.0,2.0,4.0,6.0,False
AL773572.7,-1.16906906130133,down_in_PP,3.80261974482348e-08,20.886500918107,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-277P12.20,1.16805233761593,up_in_PP,0.0055101831826632,95.0492872170216,4,C_significant_but_flagged,0.292065690651044,6.36626945173362e-06,4.0,0.301,0.371,0.292,0.387,6.0,3.0,4.0,7.0,False
RP11-368L12.1,-1.16678293160492,down_in_PP,0.0491565529739749,92.3709138840561,3,C_significant_but_flagged,-0.12092479098749,0.0968285558192288,3.0,-0.264,-0.223,-0.214,0.241,7.0,4.0,1.0,7.0,False
RP11-380F14.2,1.16392624166558,up_in_PP,5.20902967833475e-10,75.5603667653469,3,C_significant_but_flagged,0.225333961161018,0.0008621028648515,3.0,0.319,0.408,0.291,0.27,6.0,5.0,3.0,7.0,False
RP11-732A19.6,-1.16245213418122,down_in_PP,1.9346904113734e-05,72.7973845705063,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-593F23.1,-1.16201019399618,down_in_PP,0.002544167115892,80.4101909708332,2,C_significant_but_flagged,,,,,,,,,,,,False
AC005618.6,-1.16172006412272,down_in_PP,4.65713005779697e-05,79.9408808667074,3,C_significant_but_flagged,-0.291527518141735,8.18183379332105e-06,3.0,-0.345,-0.282,-0.292,-0.286,3.0,3.0,6.0,6.0,False
RP11-903H12.3,-1.15855565680481,down_in_PP,2.89671815433243e-07,86.0610802022979,4,C_significant_but_flagged,-0.174926497773908,0.0112770568981642,4.0,-0.457,-0.322,-0.337,0.58,8.0,4.0,4.0,4.0,False
RP11-108L7.4,-1.15827037878013,down_in_PP,1.64434165824624e-05,79.8324898130258,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-797H7.5,-1.15683739926823,down_in_PP,0.0034940676855937,88.2650236511749,4,C_significant_but_flagged,-0.317142198607803,6.92837050641019e-07,4.0,-0.371,-0.321,0.484,-0.272,11.0,3.0,6.0,7.0,False
RP11-618K13.2,-1.15312072976279,down_in_PP,1.26103551418173e-32,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-259N19.1,1.14899116481704,up_in_PP,0.0055045015748578,95.1290934917012,4,C_significant_but_flagged,0.194671419580559,0.0042762976637017,4.0,0.311,0.324,0.272,0.361,6.0,3.0,4.0,7.0,False
RP11-61I13.3,-1.1483272786667,down_in_PP,0.0003779181267095,89.8649549132456,3,C_significant_but_flagged,-0.152524520672766,0.031402451038939,3.0,-0.458,-0.397,0.246,-0.197,7.0,5.0,3.0,6.0,False
LINC01359,-1.14805448957566,down_in_PP,0.0172841675952188,91.0957713688066,3,C_significant_but_flagged,-0.251291473715479,0.0001640019368964,3.0,-0.383,-0.29,-0.251,-0.206,6.0,5.0,4.0,4.0,False
LINC01214,1.14481512683092,up_in_PP,0.0057428269810599,92.5216813241392,3,C_significant_but_flagged,0.0866711305758861,0.252984732778311,3.0,0.245,0.396,-0.185,0.24,9.0,5.0,1.0,5.0,False
CTD-2619J13.23,-1.14343048453053,down_in_PP,4.09393325132187e-20,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-410E4.1,-1.13990353710092,down_in_PP,0.0354494130700421,86.5216752565469,2,C_significant_but_flagged,,,,,,,,,,,,False
LIFR-AS1,-1.13916435502578,down_in_PP,0.0367128241468237,97.0543981271687,3,C_significant_but_flagged,-0.108447732820494,0.14135075568802,3.0,-0.366,-0.336,-0.224,0.312,8.0,4.0,4.0,6.0,False
RP11-108K14.12,1.13539383466496,up_in_PP,0.0028338792265573,87.6121074400547,3,C_significant_but_flagged,0.27373334694024,3.28330791453943e-05,3.0,0.31,0.315,0.274,0.199,2.0,4.0,2.0,3.0,False
LINC02095,-1.13516705044301,down_in_PP,5.38472465089681e-08,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-1000B6.7,-1.13314588295817,down_in_PP,1.4744484845074798e-12,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
