lncRNA,logFC,direction,FDR,I2,k,confidence,STAT3_r,STAT3_fdr,STAT3_k,IL1_inflammasome_topr,IL36_topr,STAT3_JAK_STAT_topr,Th17_output_topr,IL1_inflammasome_nsig,IL36_nsig,STAT3_JAK_STAT_nsig,Th17_output_nsig,STAT3_linked
RP11-269F19.2,0.29045993167026,up_in_PP,0.0272066431754876,67.6929159184971,4,B_moderate,0.270525847454822,3.4936057869347e-05,4.0,0.635,0.261,-0.391,0.287,5.0,2.0,5.0,4.0,False
RP5-890E16.4,-0.287276188175027,down_in_PP,0.0003400171235486,56.6902958142,4,B_moderate,0.135327577393112,0.0572004150992779,4.0,0.54,,-0.53,0.188,10.0,,8.0,2.0,False
RP11-134L10.1,0.287144393380751,up_in_PP,0.0006691900935645,72.5519094451175,4,B_moderate,0.196710830192331,0.0038549487637512,4.0,0.259,,0.216,,3.0,,3.0,,False
RP5-864K19.4,0.283485894513015,up_in_PP,0.0374650943414179,70.1946453173839,4,B_moderate,0.115565785415597,0.110888951570841,4.0,0.473,0.299,-0.427,0.262,5.0,4.0,3.0,3.0,False
CTD-2574D22.7,-0.280181306302523,down_in_PP,0.005194473083208,51.160965193825,4,B_moderate,0.192136784328475,0.0048722785892322,4.0,0.628,,-0.426,0.211,8.0,,6.0,3.0,False
KMT2E-AS1,-0.280061691046206,down_in_PP,0.0252154094114802,59.7226137600953,4,B_moderate,0.106674384616968,0.144745262924822,4.0,0.532,-0.155,0.502,0.23,8.0,1.0,7.0,2.0,False
MDC1-AS1,-0.279974673176784,down_in_PP,0.0082672923059507,59.735402133715,4,B_moderate,0.0686571030242616,0.373036971353639,4.0,-0.334,-0.189,0.313,,6.0,2.0,1.0,,False
RP11-629B11.5,0.278921074872033,up_in_PP,0.0274831488437499,51.5342936401484,4,B_moderate,0.209572329608013,0.0019136697400755,4.0,0.476,0.265,-0.307,0.321,6.0,3.0,7.0,5.0,False
AC068831.6,0.276594514009731,up_in_PP,0.0144817570967736,73.9310505997692,4,B_moderate,0.11305745260449,0.119712344745634,4.0,0.659,0.195,-0.623,0.254,6.0,1.0,7.0,3.0,False
RP1-40E16.11,-0.276253597734406,down_in_PP,0.005521968546111,68.2337945470508,4,B_moderate,-0.212697266561847,0.0016011674699844,4.0,0.319,-0.158,-0.248,0.147,5.0,1.0,5.0,2.0,False
RP1-59M18.2,-0.270666770292115,down_in_PP,0.0079997446776285,72.7792253688988,4,B_moderate,-0.0129208456176902,0.885702173076142,4.0,0.234,,-0.201,0.192,4.0,,2.0,1.0,False
HCP5,0.267186202397504,up_in_PP,0.0242087634634457,58.2348185845706,4,B_moderate,-0.0880945279285171,0.239678106070983,4.0,0.176,0.14,0.228,,2.0,1.0,1.0,,False
RP11-843P14.2,-0.266520481866394,down_in_PP,0.0041919749486626,69.7281377850168,4,B_moderate,0.194578553527298,0.0042975767001752,4.0,0.218,,0.195,0.19,2.0,,1.0,2.0,False
RP11-124D2.3,-0.263949235411318,down_in_PP,0.0193799710871425,67.1251780990808,4,B_moderate,-0.279440074201005,1.76637266314636e-05,4.0,0.381,-0.197,-0.279,-0.158,5.0,1.0,5.0,1.0,False
ASMTL-AS1,-0.258668363316825,down_in_PP,0.0457351551066176,74.6479839315694,4,B_moderate,-0.0647424974397584,0.404557566857695,4.0,-0.596,-0.22,0.622,0.343,8.0,2.0,7.0,2.0,False
RP11-98D18.15,0.257748488895317,up_in_PP,0.0007115325762328,60.5514196804995,4,B_moderate,-0.103457271660935,0.158656600474279,4.0,0.439,0.159,-0.264,,7.0,1.0,2.0,,False
RP11-69L16.4,0.25390498032847,up_in_PP,0.0069590524757889,74.815468487439,4,B_moderate,0.127172106900879,0.075954766022692,4.0,0.452,0.193,0.513,-0.292,9.0,1.0,6.0,2.0,False
RP11-835E18.5,-0.251911033614678,down_in_PP,0.030242312200495,65.6150965306632,4,B_moderate,0.180826137070553,0.0085242002399946,4.0,0.389,,-0.243,0.241,8.0,,7.0,1.0,False
RP11-252E2.1,-0.248830485871417,down_in_PP,0.0381489871574469,64.7217548707901,4,B_moderate,0.0473035117462106,0.558713934621412,4.0,-0.318,-0.221,-0.324,0.348,8.0,2.0,5.0,2.0,False
RP11-398K22.12,-0.248383790366021,down_in_PP,0.0205931982163332,65.4659440415894,4,B_moderate,-0.199593167214756,0.0033098033476737,4.0,-0.329,-0.245,-0.239,-0.227,7.0,3.0,6.0,5.0,False
RP11-773H22.4,0.248177435528646,up_in_PP,0.0170637432922563,52.1557137266873,4,B_moderate,0.121841355625721,0.0906851545065928,4.0,0.311,0.241,-0.321,0.234,5.0,4.0,3.0,4.0,False
ZSCAN16-AS1,-0.243271614328523,down_in_PP,0.0352258464476302,65.9932068402201,4,B_moderate,-0.180464172189174,0.008671916118864,4.0,-0.44,-0.158,-0.376,0.362,7.0,3.0,7.0,1.0,False
ODF2-AS1,0.242735119710286,up_in_PP,0.0070761583148112,57.3166592908443,4,B_moderate,0.0522589041863835,0.513008680328761,4.0,-0.228,,-0.265,-0.166,5.0,,3.0,1.0,False
RP11-973D8.4,0.242420570626209,up_in_PP,0.0453991246692427,60.1642358803086,4,B_moderate,0.0791292069056734,0.29644583735071,4.0,0.389,,0.274,,5.0,,4.0,,False
GTF3C2-AS1,0.2414375587376,up_in_PP,1.12656907111368e-05,53.9551928017006,4,B_moderate,0.399743656919017,7.23930338991477e-11,4.0,0.468,0.272,0.4,0.24,6.0,3.0,6.0,2.0,False
RP11-178C3.2,-0.240666299065044,down_in_PP,0.0298115557018829,67.3762762929611,4,B_moderate,-0.179144313672819,0.0092320568476939,4.0,-0.252,-0.204,0.336,-0.215,6.0,2.0,7.0,3.0,False
AC005306.3,-0.236666040261155,down_in_PP,0.0250285540523196,64.6093800870162,4,B_moderate,0.143459517718042,0.0423997120300235,4.0,0.567,,0.603,0.334,9.0,,9.0,2.0,False
AP4B1-AS1,0.236492940462573,up_in_PP,0.0032433057396265,53.794158141882,4,B_moderate,-0.125840013519316,0.079421841456347,4.0,-0.304,,-0.229,-0.141,6.0,,4.0,1.0,False
DYX1C1-CCPG1,-0.23303248862259,down_in_PP,0.0146745210216279,66.0078979304157,4,B_moderate,-0.240193107596629,0.0002977983103989,4.0,-0.603,-0.268,0.817,-0.318,8.0,3.0,8.0,4.0,False
NORAD,-0.232016608262552,down_in_PP,0.0050748649292448,73.7800240115121,4,B_moderate,-0.0399443499002446,0.627788658040563,4.0,0.589,,0.753,-0.236,7.0,,8.0,2.0,False
CTD-2006C1.2,-0.230242661286394,down_in_PP,0.013626575043711,58.2649213516799,4,B_moderate,-0.268970444888792,3.92421120110489e-05,4.0,-0.45,-0.409,-0.269,-0.214,4.0,4.0,5.0,4.0,False
RP11-536K7.3,-0.230041484792058,down_in_PP,3.56066462319748e-05,55.002394427033,4,B_moderate,-0.0932538031009237,0.209950613301591,4.0,0.501,-0.163,-0.587,0.222,6.0,2.0,9.0,1.0,False
RP11-506H20.1,0.224572313646435,up_in_PP,0.022089378001058,51.0897013129999,4,B_moderate,0.225687824873265,0.0007481632760343,4.0,0.388,0.384,0.406,0.326,8.0,4.0,6.0,6.0,False
RP11-361L15.4,0.219764517669904,up_in_PP,0.0060193863388871,61.1016716843062,4,B_moderate,0.207720395565279,0.0021192471244274,4.0,0.411,0.196,0.208,0.216,3.0,3.0,2.0,5.0,False
RP11-158I13.2,-0.217789841683371,down_in_PP,5.40796511389697e-05,52.350036041084,4,B_moderate,-0.10304811016619,0.16057070624741,4.0,-0.301,-0.162,0.395,-0.171,5.0,1.0,5.0,2.0,False
RP11-792A8.4,-0.21542751361464,down_in_PP,0.0341433266015069,55.0595987971137,4,B_moderate,-0.140476051342853,0.0474228634916943,4.0,-0.338,-0.209,-0.405,0.25,6.0,1.0,7.0,1.0,False
CTC-428G20.6,0.214287154571434,up_in_PP,0.046595972693735,62.5863602666461,4,B_moderate,0.368860264827473,3.1968586499039904e-09,4.0,0.418,0.265,0.369,0.222,5.0,3.0,4.0,4.0,False
AC017101.10,-0.209786179799827,down_in_PP,0.0188956132968082,62.1645446797089,4,B_moderate,0.108883559487158,0.135466331124459,4.0,0.412,-0.17,0.602,-0.245,5.0,1.0,5.0,5.0,False
AC007566.10,-0.204254141987211,down_in_PP,0.0127970776254705,51.9623087400524,4,B_moderate,-0.283872795713317,1.24293797569354e-05,4.0,-0.571,,0.39,-0.195,7.0,,4.0,3.0,False
ARMCX5-GPRASP2,-0.20187265724054,down_in_PP,0.0026825881203407,67.5468422284605,4,B_moderate,-0.086560428534356,0.248974488311366,4.0,0.321,,-0.263,,4.0,,8.0,,False
AC046143.3,0.19990265361577,up_in_PP,0.0105627054420453,55.6388600008708,4,B_moderate,0.197550585043301,0.0036879756327806,4.0,0.27,0.258,0.25,0.173,4.0,3.0,7.0,3.0,False
LA16c-358B7.3,0.19609093421202,up_in_PP,0.0009431727542087,59.4992098938672,4,B_moderate,0.16512842500608,0.0175357192002245,4.0,0.221,0.146,0.182,-0.174,4.0,1.0,2.0,4.0,False
RP3-523E19.2,0.19499848976005,up_in_PP,0.0134212432787846,59.9454234425156,4,B_moderate,0.129777938262753,0.0694239140127214,4.0,0.257,,-0.389,0.237,1.0,,2.0,4.0,False
AC009506.1,-0.193311286632244,down_in_PP,0.038118470975051,65.9973284125593,4,B_moderate,-0.156657593636384,0.0251456863737687,4.0,-0.323,-0.252,0.253,-0.148,2.0,4.0,3.0,1.0,False
DNAJC9-AS1,0.183389021943595,up_in_PP,0.0328774958355302,72.1490744736711,4,B_moderate,0.0508030375350847,0.526412348514924,4.0,0.299,,-0.22,0.16,5.0,,3.0,1.0,False
RP11-69E11.8,0.181077031446478,up_in_PP,0.0143918001714851,59.0081736708547,4,B_moderate,0.185713695484886,0.0067281272780199,4.0,0.242,0.223,0.291,0.173,3.0,2.0,3.0,2.0,False
RP11-770J1.5,0.151210521807148,up_in_PP,0.0287203346008342,74.6423150556176,4,B_moderate,0.246741704124441,0.0001923396715961,4.0,0.381,0.294,0.247,0.317,9.0,4.0,4.0,3.0,False
PAXIP1-AS2,-0.143618279058868,down_in_PP,0.0184168127322925,54.2587656232066,4,B_moderate,-0.157323858676899,0.024456181910802,4.0,-0.332,-0.189,0.253,-0.207,3.0,4.0,4.0,5.0,False
SVIL-AS1,-0.143133888486189,down_in_PP,0.0211330738271964,72.8950055891691,4,B_moderate,0.131561541998819,0.0652519268401945,4.0,-0.279,0.155,0.297,,3.0,2.0,4.0,,False
RP4-529N6.2,4.83666580075472,up_in_PP,2.72950000633904e-32,76.8709558031482,3,C_significant_but_flagged,0.291406025036682,8.26648564563609e-06,3.0,0.368,0.611,0.297,0.41,8.0,5.0,4.0,7.0,False
RP11-350F16.1,-4.51874383488479,down_in_PP,7.158472217776219e-33,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-1008C21.1,-4.34076908650274,down_in_PP,4.9430949392793904e-14,82.4463714108481,2,C_significant_but_flagged,,,,,,,,,,,,False
LINC01206,4.0132131383485,up_in_PP,0.0105443929032013,97.6662821387125,3,C_significant_but_flagged,0.37156361813374,3.34210916490185e-09,3.0,0.419,0.45,0.372,-0.479,7.0,4.0,4.0,7.0,False
AP000439.3,-3.86547929507923,down_in_PP,2.32533772587512e-140,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
CTD-2626G11.2,-3.83396810615132,down_in_PP,2.9705463729474803e-09,92.2991460092742,3,C_significant_but_flagged,-0.383425855814203,8.30756652928232e-10,3.0,-0.408,-0.358,-0.383,-0.346,6.0,5.0,6.0,6.0,False
CTA-398F10.2,-3.60309964811482,down_in_PP,1.2121643505919199e-128,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
AC067959.1,-3.53908076259403,down_in_PP,1.2296560461412599e-11,86.4361227600744,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-680F20.9,-3.41233344179597,down_in_PP,1.77841388312749e-39,40.3045598907276,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-641A6.3,-3.40411658499952,down_in_PP,0.0001505330075916,97.3078838575288,3,C_significant_but_flagged,-0.234674728694649,0.000486985403754,3.0,-0.309,-0.446,-0.357,-0.404,5.0,3.0,3.0,7.0,False
CTA-384D8.34,3.35481232490002,up_in_PP,0.0132895846227892,98.2784494717863,3,C_significant_but_flagged,0.278262699029192,2.32869310667775e-05,3.0,0.326,0.419,0.457,0.52,9.0,3.0,8.0,7.0,False
RP11-363E6.3,3.07899145379765,up_in_PP,9.48105175697043e-18,88.0919932847883,4,C_significant_but_flagged,0.146755596866844,0.0373364309845028,4.0,0.628,0.514,-0.403,0.5,4.0,5.0,7.0,6.0,False
RP11-288L9.4,3.04367832501672,up_in_PP,5.544211287037919e-22,31.8158702468448,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-557H15.3,2.99350786320987,up_in_PP,0.0015144907811499,97.9795102219208,3,C_significant_but_flagged,0.112317420582863,0.126138638179664,3.0,0.349,0.228,-0.223,0.37,4.0,3.0,3.0,7.0,False
RP11-392E22.10,-2.92075663964107,down_in_PP,2.0699599297281998e-63,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-414J4.2,2.89513083325285,up_in_PP,0.0001974795304196,92.9192826133031,3,C_significant_but_flagged,0.137718937052149,0.0549041243507848,3.0,0.194,0.325,-0.358,0.379,4.0,3.0,5.0,5.0,False
CTD-2547L24.4,2.88068896410176,up_in_PP,3.1961192042013803e-09,86.5261411449168,3,C_significant_but_flagged,0.350042955056121,3.55215942222903e-08,3.0,0.374,0.465,0.35,-0.334,7.0,4.0,6.0,7.0,False
AC006994.2,-2.8407323286935,down_in_PP,1.46708547271098e-87,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-1263C18.1,-2.82474022278202,down_in_PP,3.61160747463112e-92,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
LINC01266,-2.78355888170977,down_in_PP,9.80081984242903e-10,61.9585224061046,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-392E22.11,-2.71664960904178,down_in_PP,4.97450979162181e-19,50.5277482885088,2,C_significant_but_flagged,,,,,,,,,,,,False
RP1-34M23.5,-2.71396477704954,down_in_PP,8.35650673630908e-06,93.9308500967473,4,C_significant_but_flagged,-0.259843987909805,7.68941367053948e-05,4.0,-0.431,-0.517,-0.403,0.645,11.0,3.0,7.0,7.0,False
AC008440.10,-2.70213027280938,down_in_PP,0.0003328507664868,89.7355161608091,2,C_significant_but_flagged,,,,,,,,,,,,False
CTA-384D8.35,2.68155500352276,up_in_PP,0.0256518645217076,97.0781397770714,4,C_significant_but_flagged,0.304339937234498,2.22013715195624e-06,4.0,0.363,0.523,0.524,0.568,9.0,4.0,7.0,7.0,False
AC005281.2,-2.61607429535365,down_in_PP,3.30188474292716e-33,41.2768142500506,2,C_significant_but_flagged,,,,,,,,,,,,False
RP1-56K13.5,-2.61587697336851,down_in_PP,1.7676295610949197e-11,52.9144464315209,2,C_significant_but_flagged,,,,,,,,,,,,False
LINC01224,-2.59845526821741,down_in_PP,4.63391908299943e-13,61.8712943472459,2,C_significant_but_flagged,,,,,,,,,,,,False
CH507-42P11.7,-2.57441568313776,down_in_PP,1.85640472796383e-62,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
UPK1A-AS1,-2.57192680562729,down_in_PP,3.21479059432067e-19,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-627G18.1,-2.52429435312861,down_in_PP,0.0051471876271702,95.5484773086762,2,C_significant_but_flagged,,,,,,,,,,,,False
RP5-1142J19.1,2.50979213205002,up_in_PP,1.44109910950975e-49,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
CDR1-AS,-2.45046276016089,down_in_PP,0.0057585081536134,96.0381739994285,3,C_significant_but_flagged,-0.181066037263107,0.0091002900614164,3.0,-0.598,-0.288,0.431,-0.309,5.0,3.0,7.0,4.0,False
LINC01698,-2.44288363537907,down_in_PP,0.0031219264345631,75.0449429602906,2,C_significant_but_flagged,,,,,,,,,,,,False
APCDD1L-AS1,-2.42506202029057,down_in_PP,4.5774095039116e-06,89.0030436008836,4,C_significant_but_flagged,-0.254174759364145,0.0001154806714713,4.0,-0.231,-0.225,-0.254,-0.245,4.0,3.0,2.0,7.0,False
RP11-247A12.1,-2.385914375791,down_in_PP,8.53882458333733e-13,41.7780910894289,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-252C15.1,-2.35100607511542,down_in_PP,1.87969100415208e-26,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
LINC01254,-2.34960787778459,down_in_PP,2.32822852578692e-64,38.6505771479633,2,C_significant_but_flagged,,,,,,,,,,,,False
LINC00622,-2.33757430874241,down_in_PP,6.01721375941996e-22,28.2311846619056,2,C_significant_but_flagged,,,,,,,,,,,,False
AC069363.1,2.31425359726622,up_in_PP,0.0430571887015079,96.836362762549,3,C_significant_but_flagged,0.34968008368893,3.69313083048107e-08,3.0,0.41,0.38,0.42,0.348,9.0,3.0,5.0,6.0,False
RP11-186F10.2,-2.3037343756144,down_in_PP,0.0150218178725258,94.2366320355274,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-527N22.2,2.29327095192744,up_in_PP,0.0022968188265766,95.929633695209,4,C_significant_but_flagged,0.0396245928133316,0.631067828052546,4.0,0.205,0.279,0.235,-0.402,3.0,3.0,3.0,6.0,False
AC005162.5,2.28446067934842,up_in_PP,0.0338071224487676,96.9650603685394,3,C_significant_but_flagged,0.196612890406541,0.0042367440607714,3.0,0.323,0.25,0.244,0.397,6.0,3.0,7.0,7.0,False
RP11-53O19.1,-2.25734010239434,down_in_PP,1.22795888309003e-05,95.8674286560018,3,C_significant_but_flagged,-0.389793852650419,3.84883115352796e-10,3.0,-0.343,-0.421,-0.39,-0.425,7.0,3.0,8.0,6.0,False
CTD-2561J22.5,-2.25048338587371,down_in_PP,0.0002264653348913,88.2933425820514,3,C_significant_but_flagged,-0.238485839309382,0.0003818155366604,3.0,-0.448,-0.32,-0.238,-0.215,4.0,4.0,3.0,4.0,False
LINC01605,2.23342286805185,up_in_PP,0.0078816151895564,97.8719184060847,4,C_significant_but_flagged,0.29813362618055,3.80406466019852e-06,4.0,0.329,0.503,0.298,0.503,6.0,3.0,8.0,7.0,False
CPB2-AS1,-2.23311548063511,down_in_PP,1.20416307872375e-05,82.7754966120495,3,C_significant_but_flagged,-0.270739333856451,4.1067473443153e-05,3.0,-0.317,-0.377,-0.271,-0.306,4.0,4.0,4.0,3.0,False
AC006145.4,-2.19772489073486,down_in_PP,0.0266417025494916,93.3423743923026,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-272L14.2,-2.19465001798476,down_in_PP,0.0007422906154535,88.216535639566,2,C_significant_but_flagged,,,,,,,,,,,,False
LINC02159,2.16881235809952,up_in_PP,0.0423619745723598,96.0758058593905,4,C_significant_but_flagged,0.137286668934761,0.053349868160347,4.0,0.406,0.277,-0.287,0.421,4.0,3.0,3.0,6.0,False
RP11-344B5.2,-2.14379244886829,down_in_PP,0.0304501497672617,95.6746157250322,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-276H7.3,2.13802122108038,up_in_PP,9.65109958414899e-25,50.0185071401779,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-145E17.2,-2.11677554672571,down_in_PP,2.8876597655023203e-15,74.3102345770334,2,C_significant_but_flagged,,,,,,,,,,,,False
RP6-24A23.7,-2.11327575281166,down_in_PP,5.05934375169702e-08,73.1818550245074,2,C_significant_but_flagged,,,,,,,,,,,,False
FAM95C,-2.11003356702671,down_in_PP,0.010665173672187,94.4243553567116,3,C_significant_but_flagged,-0.347227937163648,2.34055927240939e-07,3.0,-0.259,-0.279,-0.475,-0.291,8.0,2.0,6.0,5.0,False
RP11-554D20.2,-2.10742294052675,down_in_PP,0.049580103695021,94.4116342459049,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-73G16.2,-2.0943553217151,down_in_PP,2.3792147672542e-45,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
AC099684.1,-2.0937632953402,down_in_PP,0.0267621532532433,91.926988535769,2,C_significant_but_flagged,,,,,,,,,,,,False
RP1-71H24.1,2.06699796792914,up_in_PP,1.47595635920652e-08,82.2280528612889,4,C_significant_but_flagged,0.308219530879668,1.57875601678084e-06,4.0,0.343,0.431,0.61,0.436,6.0,4.0,4.0,7.0,False
RP11-150O12.6,2.03656756713338,up_in_PP,0.0161821682654842,93.6081905959469,2,C_significant_but_flagged,,,,,,,,,,,,False
AP000438.2,-2.03487535711405,down_in_PP,4.13935448946592e-05,87.4411764178896,2,C_significant_but_flagged,,,,,,,,,,,,False
PRKCQ-AS1,2.02637737623108,up_in_PP,0.00629097460626,96.1353690512001,4,C_significant_but_flagged,0.109266311144675,0.133920126034411,4.0,0.296,0.257,0.303,0.305,9.0,3.0,4.0,7.0,False
AC005754.8,-2.01692821291703,down_in_PP,1.63990111650404e-19,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
LINC01527,1.99395338922413,up_in_PP,0.0001123526768837,87.7317244437263,4,C_significant_but_flagged,0.297601275775942,3.98401739595374e-06,4.0,0.318,0.432,0.298,0.329,7.0,5.0,4.0,7.0,False
RP11-482G13.1,1.9676570998143,up_in_PP,2.05531993997199e-05,86.1474007406843,3,C_significant_but_flagged,0.321643343957877,5.8715542542712e-07,3.0,0.296,0.326,0.399,0.249,5.0,3.0,7.0,7.0,False
RP11-502N13.2,1.95711473636425,up_in_PP,1.13458699412031e-19,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
KCCAT333,-1.95571870302762,down_in_PP,0.0416254489398438,92.1156017195417,2,C_significant_but_flagged,,,,,,,,,,,,False
ADAMTS9-AS2,-1.91522562063997,down_in_PP,0.0005162107265712,95.7266347057668,3,C_significant_but_flagged,-0.211791367408746,0.0018777402082063,3.0,-0.488,-0.344,0.424,-0.34,6.0,5.0,6.0,5.0,False
LINC00950,-1.89578854059864,down_in_PP,1.26094315671009e-06,90.5847784703884,3,C_significant_but_flagged,-0.106031634477719,0.151598351980516,3.0,-0.384,-0.308,-0.248,0.237,8.0,5.0,2.0,5.0,False
RP11-548B3.3,-1.87844161740798,down_in_PP,0.0032220587143158,93.0081886371317,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-195F19.30,-1.87720274685557,down_in_PP,0.0017100317167637,94.1772088027356,4,C_significant_but_flagged,-0.191551267657654,0.00502505665687,4.0,-0.388,-0.403,-0.305,0.339,8.0,3.0,5.0,5.0,False
AC091729.7,-1.86847597182742,down_in_PP,7.21094976168458e-17,24.60671392627,2,C_significant_but_flagged,,,,,,,,,,,,False
LINC00885,-1.86360871965103,down_in_PP,6.5591430402834e-08,84.1388929917725,3,C_significant_but_flagged,-0.361221769279178,1.06659836327595e-08,3.0,-0.407,-0.403,-0.503,0.324,7.0,4.0,9.0,3.0,False
AC006262.10,1.85175588845606,up_in_PP,0.0344042966856643,93.5583850020796,4,C_significant_but_flagged,0.0420697849817635,0.607769863716147,4.0,0.226,0.259,-0.214,0.363,4.0,3.0,3.0,6.0,False
KB-1991G8.1,-1.84097487771647,down_in_PP,1.2787888618465199e-34,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
SAPCD1-AS1,-1.82838188191491,down_in_PP,0.0438614050223125,97.9653047555223,4,C_significant_but_flagged,-0.389419486423715,2.69935112521608e-10,4.0,0.333,-0.424,-0.389,-0.417,6.0,4.0,4.0,7.0,False
CTD-2382E5.2,1.81795652220653,up_in_PP,1.22034237911548e-30,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
AC053503.6,-1.80744974827115,down_in_PP,0.0012405332503932,80.915900807054,3,C_significant_but_flagged,-0.160722856345501,0.0225503915103122,3.0,-0.27,-0.186,-0.341,0.291,3.0,4.0,4.0,4.0,False
FALEC,-1.80424423969872,down_in_PP,3.47570368543215e-33,6.06896596723707,2,C_significant_but_flagged,,,,,,,,,,,,False
OR7E47P,-1.80381081144849,down_in_PP,3.7383631177343e-05,90.3163104770131,3,C_significant_but_flagged,-0.210649071473235,0.0020004917101172,3.0,-0.275,-0.291,-0.211,-0.158,5.0,4.0,2.0,2.0,False
ZNF667-AS1,-1.80185654766679,down_in_PP,5.68327620214896e-08,92.771160786065,4,C_significant_but_flagged,-0.300653692271264,3.06959393968402e-06,4.0,-0.306,-0.394,-0.301,-0.298,5.0,3.0,4.0,6.0,False
CTD-2017D11.1,-1.80047044662926,down_in_PP,8.157314009791209e-11,75.0450154592703,4,C_significant_but_flagged,-0.159120803193592,0.0226924457492207,4.0,-0.312,-0.365,-0.217,0.271,5.0,5.0,4.0,4.0,False
LINC01136,-1.79936014567936,down_in_PP,3.41336476002857e-26,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
GATM-AS1,-1.79179404273621,down_in_PP,4.83085097898035e-47,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
LINC01697,-1.77993764824018,down_in_PP,0.0202346976807611,82.8996689363804,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-829H16.3,-1.7793646980843,down_in_PP,5.41732885527017e-05,85.1150373283879,3,C_significant_but_flagged,-0.183844804402074,0.0079886901706759,3.0,-0.234,-0.27,0.188,-0.229,3.0,5.0,5.0,4.0,False
KRTAP5-AS1,1.76965655408499,up_in_PP,0.0256965086140039,89.1627579439649,3,C_significant_but_flagged,0.294753512912022,6.29610839270099e-06,3.0,-0.255,0.281,0.327,0.292,5.0,2.0,5.0,6.0,False
RP11-307C19.2,-1.74840710502728,down_in_PP,0.0274185191250305,93.8969880134485,2,C_significant_but_flagged,,,,,,,,,,,,False
RP5-1033H22.2,-1.74020633784185,down_in_PP,0.0002898483900169,92.4291505774968,4,C_significant_but_flagged,-0.196529612332985,0.0038908521352804,4.0,-0.401,-0.402,-0.333,-0.336,7.0,5.0,6.0,7.0,False
RP11-459E5.1,-1.73292879913646,down_in_PP,0.0035075693593016,89.0184516217201,4,C_significant_but_flagged,-0.0622971626504334,0.424797623210699,4.0,-0.261,-0.205,-0.282,0.306,6.0,2.0,6.0,3.0,False
RP11-446N19.1,-1.72174688527916,down_in_PP,1.47521945330217e-18,52.7686674590025,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-231D20.2,1.69428129317462,up_in_PP,2.44101492483476e-06,89.7507637705607,3,C_significant_but_flagged,0.0563201295206153,0.480366816750107,3.0,0.154,0.158,-0.167,0.18,2.0,3.0,1.0,5.0,False
SMIM25,1.69027346448445,up_in_PP,0.000443478161122,84.4042978493329,4,C_significant_but_flagged,0.33712813290383,9.96635542406649e-08,4.0,0.262,0.404,0.352,0.398,7.0,4.0,5.0,7.0,False
RP11-2N1.2,-1.66724671548341,down_in_PP,0.014695930258457,90.1180453580177,3,C_significant_but_flagged,0.159144342001451,0.0328722728748568,3.0,-0.361,-0.207,0.319,-0.169,5.0,3.0,5.0,1.0,False
RP11-728F11.4,-1.66508682159584,down_in_PP,6.055712856077331e-09,77.8297733534109,4,C_significant_but_flagged,-0.146188532115821,0.0381670314061804,4.0,-0.348,-0.433,-0.263,0.35,9.0,5.0,4.0,6.0,False
RP11-130L8.1,-1.65841739130422,down_in_PP,9.45835777492289e-15,70.4245807125247,2,C_significant_but_flagged,,,,,,,,,,,,False
MAGI1-IT1,-1.64932802825309,down_in_PP,9.36103095328594e-05,91.0146235840344,3,C_significant_but_flagged,-0.192221253373472,0.0052967032013878,3.0,-0.259,-0.155,-0.192,-0.195,5.0,2.0,3.0,4.0,False
RP11-63G10.4,-1.62507614903419,down_in_PP,0.0208779452863372,88.1536303940688,2,C_significant_but_flagged,,,,,,,,,,,,False
AF064858.11,-1.61790787225371,down_in_PP,3.74969272863889e-06,76.8629620687932,2,C_significant_but_flagged,,,,,,,,,,,,False
