"gene","logFC","SE","P","I2","k","FDR"
"DHRS9",1.88931466891243,0.11178849443017,4.43865190897551e-64,0,4,1.02195850341282e-61
"SYP",-0.940792819017242,0.0557354779444018,6.35693691886201e-64,0,3,1.45019810481122e-61
"LMOD1",-1.46141679404469,0.0868364840541926,1.48286490437995e-63,0,3,3.35208351930108e-61
"CASQ2",-1.75709469946767,0.104433977450209,1.60242205321701e-63,0,3,3.56729960139337e-61
"RAPGEFL1",-0.683279516022631,0.0406115146122694,1.60676246825407e-63,0,4,3.56729960139337e-61
"GFOD2",1.04963032813723,0.0624347376800324,2.00545758449193e-63,41.0928642386419,4,4.41307153061737e-61
"SGSM1",-1.56385569112942,0.093354431126665,5.49293146307482e-63,15.8341100780764,3,1.19813362948086e-60
"FST",-1.0951142351597,0.0654571305751292,7.89048501486969e-63,0,4,1.7032730589845e-60
"ANKS6",-0.666209032211288,0.0398216134268542,7.94577635495061e-63,0,4,1.7032730589845e-60
"RP4-681L3.2",2.84747783611506,0.170457557916829,1.20713878091946e-62,0,2,2.56553101934558e-60
"CTD-2515H24.4",-1.61764106318177,0.0969931369841316,1.8979915550411e-62,0,3,3.99961508539423e-60
"ADAP2",1.90066685385243,0.113996204459435,2.0574543032741e-62,58.567185552206,4,4.29921501724486e-60
"RP4-724E13.2",-1.57703216505539,0.0946669390129186,2.61463902682335e-62,24.4264690860482,4,5.41796783674912e-60
"LOXL4",-1.70030944097927,0.10215608711549,3.33223038118006e-62,11.7973881129543,3,6.84787112879532e-60
"PCDHB9",-1.19363991554661,0.0717381520457367,3.64589119036021e-62,3.96337179332118,3,7.43104347045057e-60
"CBS",-1.21425113241424,0.0731103411956618,6.05140019762953e-62,0,4,1.22336680743297e-59
"BICDL2",1.04695020531736,0.0631018026902908,8.03608924683751e-62,6.40424954015864,4,1.6114951226763e-59
"SHF",-1.01909454618658,0.061508881399512,1.18215712829486e-61,0,4,2.35164153217439e-59
"MIR3142HG",1.96739242443988,0.118815000771533,1.39128888298909e-61,0,4,2.7456975686037e-59
"NPY4R",-2.11518987850446,0.128112738084411,3.08936321096121e-61,0,2,6.0488272128946e-59
"SPRR2E",4.36183539300938,0.264470079177669,4.13775517060299e-61,55.4225351167622,4,8.03823594314172e-59
"TSPEAR",-1.83964099605014,0.11155276538667,4.24307593319452e-61,0,3,8.17894001200116e-59
"SGCA",-1.96927902745325,0.119661267079692,7.45730426864521e-61,0,3,1.42641021495486e-58
"CACNA2D3",1.13434248895729,0.0691554941562592,1.82677686133899e-60,0,3,3.46752926977521e-58
"PACRG",-1.56370684091714,0.0954395709487179,2.47761785861753e-60,0,3,4.66730649033208e-58
"CA9",-2.20677702350198,0.134899389421007,3.77166270250719e-60,0,4,7.05159133537922e-58
"BCL3",1.2847334203085,0.0785796520909883,4.38985449624327e-60,0,4,8.14612850026756e-58
"FFAR2",1.46808364155887,0.0901811039579978,1.38483745050971e-59,0,3,2.55076800328699e-57
"DKK2",-1.44776096647637,0.0889731309359297,1.56260180007362e-59,0,3,2.85703355592872e-57
"CNN1",-1.90432354534806,0.117203006854268,2.30479034781731e-59,0,3,4.18327859772447e-57
"PML",0.792536144578633,0.0487845923851326,2.39888080246334e-59,0,4,4.3225050749314e-57
"SCEL",-1.7488938277295,0.108212556636292,9.40062198092744e-59,25.1796420797453,4,1.68169687897656e-56
"NLGN3",-1.14501018039922,0.0709051558750058,1.16402919402972e-58,0,3,2.06748213848164e-56
"RP11-307B6.3",-1.47746449007182,0.0915357537881154,1.3172373873992e-58,0,3,2.32300885638783e-56
"RNF222",2.01328529711957,0.124803112824605,1.52778457690387e-58,39.9566826783095,4,2.67534445699237e-56
"SPATS2",-0.474325319696567,0.0294087317765369,1.60298018681037e-58,0,4,2.78739198078508e-56
"LINGO4",-2.6412914837122,0.163816046086938,1.74383627945356e-58,0,2,3.01126617533974e-56
"CPNE9",-2.41140679316233,0.14968128897064,2.16059334424942e-58,0.405279495526863,2,3.70519407573146e-56
"MIR193BHG",-1.15299508456262,0.0716463528749833,2.86277480375141e-58,0,4,4.87573686781388e-56
"SP9",-2.69208967045959,0.167585839005582,4.56567683052709e-58,0,2,7.72313741958413e-56
"TNNT1",-1.70075073378075,0.10603566260656,6.77823203873662e-58,0.168130052464252,4,1.13883458023801e-55
"SERPINB3",6.56853374876491,0.410744339464827,1.4580103244664e-57,76.0846336172014,4,2.43321374014641e-55
"PRR15L",-1.73907968658843,0.10922017587986,4.40957857724747e-57,0,3,7.30990539345571e-55
"FABP5P7",3.64982372074935,0.229846759964395,8.80463302613112e-57,86.534354099873,4,1.44990731674024e-54
"IFIT1",1.91726095314447,0.121020741603225,1.58607521239405e-56,0,4,2.59469383101253e-54
"CHP2",-2.25929252760928,0.14279083006007,2.18047685726835e-56,42.1209083597507,4,3.54377369495652e-54
"SLC46A2",-2.23990058866373,0.142592104017658,1.3238119270731e-55,22.7510779388521,3,2.13752645315582e-53
"DES",-2.49669441873278,0.158964236420155,1.37561916112091e-55,0,3,2.20684813293113e-53
"TJP3",-1.0846410157073,0.0691894217748032,2.19340127809188e-55,0,4,3.49622539622005e-53
"GDPD3",2.51598906975698,0.160822143973117,3.61953977720498e-55,51.7587071470513,4,5.7327054840751e-53
"STAT1",1.86902675293783,0.119630814041636,5.05306210830813e-55,61.0282501577889,4,7.95249635349303e-53
"RP11-444D3.1",-2.12418634904884,0.135968415157212,5.1043084790672e-55,28.8365699295659,3,7.98262482015629e-53
"LTB",1.45803019916061,0.0933666064763128,5.64858211680099e-55,0,3,8.77860268227334e-53
"FAM166B",-1.68501609919031,0.107906292002548,5.70510133657195e-55,15.3823803840616,3,8.81136955498124e-53
"MYO1G",1.02525005817952,0.0657628269419285,8.4979962691644e-55,0,3,1.30438997054964e-52
"SLC16A11",-1.4020471022882,0.0900011776150814,1.02562366074392e-54,0,3,1.56461091705879e-52
"CHL1",-1.28906675528636,0.0827887122234816,1.15389377225078e-54,0,4,1.74955625248706e-52
"TNNC2",-1.33874375701445,0.0862292657646307,2.33546879479927e-54,0,3,3.51962224554415e-52
"RP11-327F22.1",1.49976522153314,0.0967590072433567,3.46858164044279e-54,54.8512615736839,4,5.19576813682232e-52
"SLC26A4",2.13436772799778,0.137733104612049,3.66862642615265e-54,0,4,5.46251884507256e-52
"FABP5P1",3.46456972658507,0.224417307323804,9.0778517832255e-54,74.6836266433174,4,1.34363013358146e-51
"RP11-327F22.6",1.76061446803583,0.114199844281127,1.25891928456303e-53,0,3,1.8523246704109e-51
"ADH1B",-1.9395294838627,0.125886268379702,1.46878270550707e-53,0,3,2.14839710324346e-51
"PTPRC",0.928564713798694,0.0604611553459731,3.12902137173303e-53,0,3,4.55007283213529e-51
"INHBB",-1.08804245146603,0.0708556578941433,3.24090985567653e-53,0,3,4.68537584135189e-51
"IFIT5",0.957121954210959,0.0623687323566207,3.75650821722867e-53,0,4,5.39938342945711e-51
"RP11-1223D19.5",4.07940714112293,0.265935653289311,4.14292170244073e-53,22.4194582749497,3,5.92056845131559e-51
"KLRF2",-2.70520323831844,0.176442099740413,4.67658704307411e-53,9.61276172331295,3,6.64502933789034e-51
"CRIM1",-0.544004554804403,0.0355801199852569,8.97476922333329e-53,0,4,1.26799211083753e-50
"RP11-706C16.8",1.13218675134424,0.0740818444238178,9.93889141209474e-53,0,4,1.39627386357711e-50
"ATP13A5",-1.80607374725401,0.118386766515698,1.50853660240984e-52,16.1337126962671,3,2.10737478401815e-50
"KCNG3",1.73564352241235,0.113844896644768,1.75876589856576e-52,0,3,2.44321077283442e-50
"RP5-1142J19.1",2.50979213205002,0.165546171977302,6.44015243257091e-52,0,2,8.89671279935045e-50
"RP11-482G13.1",2.43477515086865,0.160898369448455,9.90485599572369e-52,6.09993255607915,3,1.36074115574401e-49
"KIAA1324L",-1.17681346382761,0.0777973619488934,1.08057884112875e-51,11.9427144104608,4,1.47635568480811e-49
"RP11-848P1.3",1.62874871374815,0.107718438575139,1.18771189091267e-51,27.0024197001028,3,1.61386032128057e-49
"OAS2",3.86847201124131,0.255937126781309,1.29106255524051e-51,48.2005506949028,4,1.74475877709839e-49
"LAG3",1.6593939802007,0.109836894138999,1.43860183019544e-51,0,3,1.93363638430486e-49
"FCGBP",-1.41681639912789,0.0939108535903445,1.97737594020998e-51,0,3,2.64351774888501e-49
"DIO2-AS1",1.88105438581303,0.124759823105047,2.28057628071947e-51,0,3,3.03255667360269e-49
"NMI",1.39620260456244,0.0927704981903217,3.44862856252646e-51,56.5227432521525,4,4.56136158700973e-49
"IMPA2",0.694961821073205,0.0461851964810976,3.59695199433482e-51,0,4,4.73237080905448e-49
"RP11-568N6.1",1.0871537708259,0.0723702879135006,5.26133120002807e-51,0,3,6.88569797999464e-49
"RP11-218M22.1",-0.869938477158346,0.0579950643856261,7.31810797951695e-51,0,4,9.51022949690982e-49
"PDZK1IP1",2.2020078761817,0.146800638627246,7.34321589080144e-51,58.5328317762445,4,9.51022949690982e-49
"CTB-191K22.5",-1.98280850172209,0.132231564085795,7.91969806646547e-51,35.0720902467424,4,1.02036897471881e-48
"ADGRA3",-0.483100157615392,0.0322607998823614,1.07233516785745e-50,0,4,1.37446836515172e-48
"S100A7A",10.5963332587798,0.710887105054586,3.02220923013809e-50,71.8697706404331,4,3.85385921623661e-48
"ADH1C",-1.92327810058736,0.129085623970769,3.33333839219715e-50,0,3,4.22891798267216e-48
"KCNB1",-1.50295234513962,0.101102730601181,5.51221647364262e-50,0,3,6.95770430627398e-48
"RSPH14",-1.26244947285184,0.0850141307889648,6.9695346824396e-50,0,3,8.75274997038096e-48
"TMEM30B",0.644502698030633,0.0434305928934013,8.09585697490996e-50,0,4,1.01161597757845e-47
"GOLGA7B",0.70675876743502,0.0476555795106786,9.29590158692728e-50,0,4,1.15575944430267e-47
"HSH2D",1.07235366744855,0.0723146095716007,9.51333751339876e-50,0,4,1.1769087094934e-47
"SERPINB11",6.57436473626215,0.443660609297409,1.11315522232922e-49,78.1071642695521,4,1.37028305734843e-47
"C15orf48",1.34650763203222,0.0908955062964394,1.19305063961395e-49,0,3,1.46139887707588e-47
"CARD17",1.5566012943474,0.105110275697844,1.27711946461658e-49,0.86012681595426,4,1.5567084611351e-47
"ENSA",0.401618562502008,0.0271854830671996,2.17870499069899e-49,0,4,2.64271601457176e-47
"TMEM45B",2.21337849036708,0.149833181411544,2.21087640597855e-49,65.6267851034545,4,2.66872100539139e-47
"GATM-AS1",-1.79179404273621,0.121359375193283,2.4865524550653e-49,0,2,2.98698615206057e-47
"SLC6A14",4.36061551295967,0.29550424807297,2.79310163763885e-49,67.5480943014783,4,3.33909929430422e-47
"TXNIP",-1.27399856513187,0.0863816749974761,3.14663645572631e-49,39.5421457340946,4,3.74374459847322e-47
"FABP5",3.58876319583617,0.243409433617953,3.376064808996e-49,82.1208801991852,4,3.99758226383308e-47
"MX2",1.50210329771583,0.102246311194256,7.35901623322124e-49,0,4,8.67247856186157e-47
"GNB1",-0.358287844556297,0.0244954269293564,1.89704462589929e-48,5.13872113569404,4,2.22509017300055e-46
"ADSSL1",-1.07952618144469,0.0739565021520475,2.94462179849874e-48,12.0436581361165,4,3.43760402072628e-46
"LAP3P2",0.958550630387044,0.0658238501878839,4.87451821720729e-48,7.5733557252629,4,5.66400794341479e-46
"SORBS1",-1.55941554511141,0.107294262940232,7.37758323816588e-48,30.4132011645328,4,8.53260394419688e-46
"COL28A1",-1.2753324847259,0.0879744142064866,1.27246486915897e-47,0,3,1.46486627020865e-45
"RP11-73G16.2",-2.0943553217151,0.144491816957821,1.31007755917756e-47,0,2,1.50121606389443e-45
"KIAA0513",0.603017295015855,0.0416210783996223,1.43723426652671e-47,0,4,1.63937005832354e-45
"NUDT11",-1.17786148178,0.0813396943485456,1.60289222019266e-47,0,4,1.81997798846167e-45
"RNF128",-1.11020844927207,0.0767319428162434,1.911579698479e-47,24.9666870253029,4,2.16060639919904e-45
"MIR6510",-1.66603279589088,0.115183737741379,2.04164051167765e-47,0,2,2.29716891236997e-45
"CH17-140K24.7",-1.41538834363404,0.0979014677443577,2.25555528344481e-47,0,3,2.51861709160567e-45
"NDEL1",0.624561132972523,0.043200764828285,2.25871314818654e-47,16.3156200610448,4,2.51861709160567e-45
"VRK1",0.638915645513592,0.0443397738006129,4.50716678225089e-47,11.067188855444,4,5.00335755390404e-45
"PARP9",2.14371893775068,0.148814255161118,4.79001849899663e-47,64.6293789088473,4,5.29371555538001e-45
"IFI44L",2.30792660833376,0.16061243141957,8.036431512287e-47,3.31054077102253,4,8.84220822940391e-45
"STS",0.95846312271209,0.0667372359007166,8.99346587802472e-47,0,4,9.85160892171642e-45
"AKR1B10",5.86396434769314,0.408424608332598,9.55873144367053e-47,73.8371280447024,4,1.04248866701014e-44
"GBP2",0.960293233628197,0.0669038363141054,1.01533523781975e-46,47.6920760835552,4,1.102503319809e-44
"PCDHB2",-1.00237762762716,0.0699714435461862,1.51579396608979e-46,0,4,1.6387709895995e-44
"SPNS2",0.882543006269084,0.0616571116115113,1.79625549532681e-46,0,4,1.93357961674444e-44
"SPRR2A",9.5264842830477,0.666063705251711,2.10596114111704e-46,81.8144586557157,4,2.25719093685415e-44
"PCDHB4",-1.00408110322574,0.0702665879061115,2.54081723088773e-46,0,3,2.71158632031135e-44
"RP11-572N21.1",-2.84866666942564,0.199601296080366,3.2807509291062e-46,0,2,3.48628857278439e-44
"SERTM1",-3.75367235416669,0.263302817208727,4.1075444576767e-46,7.3905165695609,3,4.34630640359952e-44
"PCDHB3",-1.05535189955834,0.0740828323695409,4.77660167327353e-46,0,3,5.03283801727201e-44
"TCF19",0.628110751745905,0.0441200675115306,5.44643528302315e-46,20.5361506071933,4,5.71439070665206e-44
"TC2N",0.95372205579071,0.0671318291174488,8.32521166519191e-46,34.5216807249289,4,8.69809719607824e-44
"CCR4",1.51239428617141,0.10677054759018,1.5107867721636e-45,0,3,1.5718503714067e-43
"CXCR2",2.48272642022108,0.175424645111123,1.79808972517732e-45,66.1976455989695,4,1.86297079609414e-43
"NPTX2",-1.32566841238965,0.0937384576445419,2.08645215063064e-45,0,3,2.15276843060504e-43
"LTF",5.4404623851249,0.385351889875576,2.93526661743746e-45,32.0514175972346,3,3.01604709542148e-43
"FAM131A",-0.594028637143684,0.0422746528410751,7.52595913649995e-45,0,4,7.70125513943241e-43
"LDB3",-1.36186701233103,0.096972833581374,8.4081370359697e-45,6.04062116605187,3,8.56871866952551e-43
"SH2D1A",1.5144913638572,0.108077724067378,1.29833913889738e-44,0,3,1.31476032313816e-42
"BCL7A",-0.416546863035107,0.0297260530530009,1.30069588792724e-44,0,4,1.31476032313816e-42
"BIN2",0.801070435513343,0.0572221000734083,1.57371351107989e-44,0,3,1.5842898852839e-42
"PLA2G4D",4.23253594814587,0.302349579690174,1.584905104315e-44,77.5745855300993,4,1.58912299693132e-42
"MMP12",4.99520196402976,0.356974358676893,1.71596053861163e-44,37.1188222350478,3,1.71361745996453e-42
"RP11-141M3.6",1.05261747775084,0.0753726000602547,2.53055297485146e-44,11.804036164047,3,2.51698921090626e-42
"EGR2",-1.09947964754611,0.0789667042364186,4.57087625503316e-44,0,4,4.52826330508583e-42
"TUBBP5",2.34886052219071,0.169205526021064,8.17798678888244e-44,0,4,8.06959601160122e-42
"CARMIL3",1.06863211897301,0.07713983690508,1.21700997780769e-43,0,4,1.19613320585637e-41
"NOS2",5.09053192834491,0.367813218114263,1.46223240425636e-43,0,3,1.43149098284404e-41
"FUT2",2.36360386319747,0.170794250565747,1.48469415927134e-43,55.283353106461,4,1.44778058684083e-41
"MEOX2",-0.896097080661549,0.0647563885363621,1.50390231261612e-43,0,3,1.46078261349658e-41
"GPAT3",0.838245610433408,0.060782837637123,2.89422095889369e-43,0,4,2.80029954723154e-41
"RN7SL138P",1.48049799619298,0.107435417831502,3.34631317412257e-43,0,3,3.22517144913689e-41
"TNFAIP8L3",-0.566525105665821,0.0411209071252471,3.50259509244382e-43,0,4,3.36276175940958e-41
"RP11-298A10.1",1.04922710549229,0.0762943158109057,4.92930166968538e-43,0,4,4.71430828147679e-41
"RP4-620F22.2",2.25238341748851,0.163821381829388,5.1624227218196e-43,0,2,4.91834495788376e-41
"DMGDH",-1.04327142314038,0.0759251255626391,5.78389005709843e-43,0,3,5.48939733434387e-41
"AQP3",0.913826063950938,0.0665568987538505,6.71356872788173e-43,0,4,6.34751330750978e-41
"FXYD6-FXYD2",-1.52124375673983,0.110799391070082,6.74006687828336e-43,18.5224670081345,3,6.34842814376492e-41
"POLD3",0.384599796956271,0.0280571376338059,9.12629904865299e-43,0,4,8.56356800542661e-41
"GATA2",-0.969892928280187,0.0707775823465717,9.68905834430071e-43,0,3,9.05744830035269e-41
"MIR147B",1.29728083896923,0.0947431515179448,1.12401205320582e-42,0,3,1.0468046335212e-40
"EPHA4",0.502030472305925,0.0366767606873499,1.19806627716875e-42,0,4,1.10795542804207e-40
"CHL1-AS1",-1.47099612553915,0.10746657764282,1.19858445324265e-42,0,3,1.10795542804207e-40
"PPP1R36",-0.940995970454303,0.0688449387936143,1.56936385874124e-42,0,4,1.44532598931332e-40
"LINC00908",-1.16837907545114,0.085523760316686,1.72500180648488e-42,0,2,1.58280055055546e-40
"FNDC5",-1.75875774640939,0.128776666095241,1.82315752892517e-42,0,3,1.66671452625931e-40
"GBP5",2.58833305713184,0.189664218559081,2.1058316383915e-42,62.6195259082519,3,1.91808093480744e-40
"FGD5",-0.809961072654721,0.0594098779686361,2.53346783243057e-42,0,3,2.29916828909556e-40
"RP11-706C16.7",1.76016945624445,0.129237775340505,3.06154419309458e-42,0,2,2.76830392383599e-40
"TMPRSS13",0.652608618220419,0.0479201315662292,3.10150645354016e-42,0,4,2.79427751716412e-40
"MYOCD",-1.62690482970923,0.120010025375669,7.26057725172061e-42,0,3,6.51774418560595e-40
"PPFIBP2",0.390574282991559,0.0288164928134744,7.51860810196632e-42,0,4,6.72509744832714e-40
"RP11-680F20.9",-3.41233344179597,0.252383765474185,1.1850415708335e-41,40.3045598907276,2,1.05617360933139e-39
"SLCO5A1",1.69826072279011,0.125675600803867,1.30979832157061e-41,0,4,1.16319446657767e-39
"ASIP",-1.68306785490749,0.124581980126448,1.37038880491259e-41,0,2,1.21267217163546e-39
"SPRYD4",0.405718871648868,0.0300363635782297,1.41064912184422e-41,0,4,1.24387237814817e-39
"KRT37",2.24678228982301,0.166782223100296,2.30599585774987e-41,0,3,2.0261799646222e-39
"NXPH3",-1.28615123009552,0.0955387105394644,2.6139701516803e-41,5.06011850843319,4,2.28869654196064e-39
"KIAA1683",-1.71544318488698,0.12751617623238,2.96633506675135e-41,20.0655657294446,3,2.58810132525751e-39
"PCED1B-AS1",1.01089251347565,0.0751907759801956,3.32229094783967e-41,0,3,2.88853450031403e-39
"EHF",2.27288439749338,0.169186563498577,3.81218021610506e-41,74.5045771754999,4,3.30291544437869e-39
"CH17-140K24.5",-1.22665343055754,0.0913824348266946,4.41628667742441e-41,0,3,3.81303418475123e-39
"DNAJC27-AS1",-1.38811256595216,0.103424076870407,4.52088457597847e-41,15.1900381801444,3,3.88983791924846e-39
"PRAL",2.57730976329277,0.192161185076463,5.12744407445244e-41,43.8748445525643,4,4.39651808121843e-39
"AF001548.6",-1.90085636605484,0.142064101894148,7.88579545199348e-41,5.90067551406444,3,6.73842576320515e-39
"ALDH1A2",-1.89936727318831,0.142161220804727,1.02654429612701e-40,54.2860567038695,4,8.74179810530626e-39
"UBE2T",1.35371481109111,0.101367448872737,1.11456839644833e-40,42.7501870782385,4,9.45899581777619e-39
"CHRM4",-4.57956432040922,0.343012267298373,1.16834936000985e-40,66.5374686065408,2,9.88169224013777e-39
"UGT2A2",-3.5099875786031,0.263080346866696,1.32078105129495e-40,0,2,1.11330649564407e-38
"MYH14",-2.06385468056456,0.154859779945247,1.60717842131274e-40,42.3595968992057,4,1.35013846703928e-38
"FAM102A",0.588115541606406,0.0441358558263526,1.6536836608621e-40,0,4,1.38452854919181e-38
"BEND5",-0.853341431452711,0.0641567120793384,2.287264349569e-40,0,3,1.90856091665714e-38
"REN",3.4228529099159,0.258020868612408,3.65505591188911e-40,0,2,3.03968629782724e-38
"FABP5P2",3.42317397697904,0.258305781368806,4.36946195942954e-40,77.1959938851007,4,3.62170136943916e-38
"RFC3",0.517200189735586,0.039047410369851,4.7945400943075e-40,0,4,3.96083169385549e-38
"UPK3B",-1.76539979487743,0.133437971206908,5.87968093938431e-40,0,4,4.8411968953222e-38
"PI15",1.67526701065493,0.126822898089176,7.73369188208948e-40,0,3,6.34673209043027e-38
"TGM3",2.53705933913628,0.192110394206532,8.07399876049385e-40,59.5181925381339,4,6.60421227560658e-38
"ETNK2",-1.68458538877486,0.127563543017725,8.11749997682812e-40,44.8084158360671,4,6.61802473520682e-38
"ST8SIA4",0.868338548788498,0.0658614822140935,1.08030325974123e-39,0,4,8.77869962638083e-38
"HOXB5",-1.83046966407034,0.138999034150432,1.324475842345e-39,0,2,1.07278228976387e-37
"GPR158",2.62133353556005,0.1992828105859,1.61753968522709e-39,0,3,1.30590070820964e-37
"FAM153C",-2.04932129635421,0.155843213710134,1.70419606355807e-39,0,3,1.37140903936683e-37
"TRIM69",0.986192001937267,0.0750225773739772,1.81158810241663e-39,21.3351231350427,4,1.45312741144167e-37
"PRKAG2",-0.530040446496985,0.0404050829780979,2.59142058334656e-39,19.0174178369379,4,2.07196991078764e-37
"RAB5A",0.932686601344977,0.0711026866987706,2.61557487309237e-39,39.593562727641,4,2.08457964084342e-37
"RP11-363E6.3",3.45499948673596,0.263591220967635,2.98604214055829e-39,74.3928897658341,4,2.37223398936493e-37
"SERPINA5",-1.58297263186804,0.120781374429493,3.03829583819065e-39,0,3,2.40605937300792e-37
"LRRC55",3.93139693414666,0.300264281640914,3.604795555781e-39,55.8868044281043,3,2.84561416793811e-37
"PDZRN4",-2.16468338882162,0.165597776809944,4.76380772334272e-39,0,3,3.74863426736202e-37
"LINGO2",-2.54222709777696,0.194531764893686,4.9876559281777e-39,0,2,3.91239912650052e-37
"GBP1",1.9812606317938,0.151905748867963,6.99386900445511e-39,58.2880628104557,4,5.4688536687038e-37
"CAV1",-0.666616825789263,0.0511677132843854,8.47176776774329e-39,9.62372826944863,4,6.60372969632303e-37
"PLA2G4E-AS1",1.92701377513134,0.148014883383234,9.53446501689365e-39,45.0306038021612,4,7.40887522218992e-37
"NOD2",1.75048097863634,0.134517198501284,1.0312216440701e-38,76.5151283588103,4,7.98827333378411e-37
"TMEM35A",-1.65188010259198,0.126987445921291,1.09877601499233e-38,0,2,8.48514422012398e-37
"COX7A1",-1.06971408697785,0.0824645917369168,1.7683133111336e-38,0,4,1.36132751686217e-36
"PCDHAC1",-1.11116443481982,0.0858077211028934,2.36584461536464e-38,0,4,1.81571272239683e-36
"PEX5L",-1.98373081112306,0.153362503570024,2.85942465021817e-38,0,3,2.18776779545615e-36
"RP11-455F5.6",2.53524461720321,0.19643621929521,4.15309287708455e-38,69.3952380451879,4,3.1678161804167e-36
"PGM5P4",-1.70530302821559,0.132267208215839,4.93759731078702e-38,0,2,3.75468791223333e-36
"SYNGR1",-0.645721872923738,0.0500895943755082,5.03626250954753e-38,14.8627747969744,4,3.81803974275637e-36
"YPEL4",-0.916991602333652,0.0711606429279198,5.38186244080519e-38,0,4,4.06764107760067e-36
"RP11-211G3.3",-0.606996401261967,0.0471885819525113,7.250681176369e-38,0,4,5.46349812519975e-36
"BCL6",-0.45796785310018,0.0356608477798401,9.4990388606365e-38,0,4,7.13604532654342e-36
"IVL",1.81331241391204,0.141416012406692,1.22617538660698e-37,52.5808208123837,4,9.1837581817377e-36
"ATG2A",0.639787070636588,0.0499433474603117,1.43659672472203e-37,0,4,1.07274516987801e-35
"AKR1B10P1",6.09251925932517,0.475981569392016,1.64150194267501e-37,66.4169257566705,2,1.22208345229212e-35
"CCNF",0.934829743233173,0.0730583600133355,1.73379092513267e-37,22.7899489075123,4,1.28693866102534e-35
"S100A8",8.03570679635845,0.628138816792229,1.79680913617266e-37,84.1911941583814,4,1.32974571369254e-35
"HERC6",3.21058317830024,0.251411868099271,2.40494560485967e-37,66.0809049151271,4,1.77452158487954e-35
"CYSRT1",1.63549406604448,0.128120268129765,2.56151361267072e-37,39.4393249727085,4,1.88445554712042e-35
"SIM2",-1.7694717012493,0.13866391780278,2.71168830322653e-37,0,3,1.98905136719855e-35
"XAF1",2.42692211169954,0.190249579584243,2.86735643504105e-37,50.0314681519838,4,2.0924963023801e-35
"TSPAN1",-1.22813327221986,0.0962754127350391,2.86954572151376e-37,1.98337179572594,4,2.0924963023801e-35
"RFC5",0.53732071594823,0.0421823574833784,3.63392602435726e-37,13.8041115836633,4,2.6421404830897e-35
"CDH10",-2.42166828804146,0.190194367966855,3.89657999170281e-37,0,2,2.82485008961172e-35
"NT5DC3",-0.600071748655401,0.0471688337063503,4.47520274499051e-37,0,4,3.23489510049227e-35
"CHL1-AS2",-1.43132391955133,0.112539959968314,4.67560451909589e-37,0,3,3.36995889773445e-35
"BCL2A1",2.40318279712175,0.18903377679362,5.00880390986813e-37,41.7410155439937,4,3.59510382662028e-35
"ZBED6CL",0.78488035020123,0.061739111065836,5.0168946667628e-37,0,4,3.59510382662028e-35
"PLCH2",-1.16365356754095,0.091685337169862,6.5644535943198e-37,19.961679494982,4,4.69056618035506e-35
"RP11-328D5.4",-1.32074225645284,0.10407272707279,6.6698359599932e-37,10.5069087279292,3,4.7522103433006e-35
"QPRT",-0.758750656730384,0.0597984182163296,6.8507835463273e-37,0,4,4.86718810465642e-35
"FRG2HP",-1.87850596071433,0.148125146360724,7.45186661114476e-37,18.8521213594981,3,5.27914857984973e-35
"TMEM79",0.923352314740831,0.0728244904420244,7.71684738032978e-37,37.9010053905529,4,5.45133883407046e-35
"NALCN",-1.26728550588329,0.0999628333815806,7.87382515022924e-37,0,3,5.54647411290652e-35
"SLCO4A1",0.754928100860693,0.0596027493707778,9.12563762838854e-37,0,4,6.41011596800874e-35
"PTCHD1",-2.20458011826914,0.174120234260642,9.69411926225846e-37,0,3,6.79025266409349e-35
"ADH1A",-1.81009906341849,0.143010596135102,1.0220877204307e-36,7.04752732023142,3,7.13911046523311e-35
"KB-1991G8.1",-1.84097487771647,0.145513901252299,1.09703776752455e-36,0,2,7.64115997962617e-35
"DIO3OS",-1.35028479340306,0.106893694438548,1.40596178708518e-36,0,3,9.76554351889948e-35
"UBASH3A",1.46234985900862,0.115781486347896,1.43808884941303e-36,0,3,9.96086833690929e-35
"GNLY",1.72477386585638,0.136631610063183,1.56629908239851e-36,0,3,1.08187758285893e-34
"PCDHB12",-0.984213852405296,0.0779813465274279,1.61457299544414e-36,0,3,1.11213219126631e-34
"RP11-618K13.2",-1.16878231770348,0.0927253828437846,1.98746278182201e-36,0,3,1.36520026333663e-34
"FRK",0.704288337382432,0.05589198240513,2.08793539152876e-36,4.78992362274869,4,1.43026450263785e-34
"LINC01127",1.37360083180347,0.109055073771724,2.23599967920027e-36,0.0381217553902321,3,1.52748263799434e-34
"GPRIN3",0.778776660612406,0.0618775854093668,2.52885566236258e-36,8.09289971051211,4,1.7228089013783e-34
"CXCR3",1.47862193459124,0.117536438546753,2.71633550059585e-36,0,3,1.84547537043214e-34
"TUFT1",-0.724674060868579,0.057646188236923,3.04587436639656e-36,26.0026334943097,4,2.06372512247457e-34
"ETV5",-0.535668020290742,0.0426456217036255,3.46305517051318e-36,0,4,2.34000896385817e-34
"FANCD2",0.813130432738337,0.0647741041741704,3.81158084864525e-36,39.0700004311646,4,2.56853033556674e-34
"GPT2",0.891958065282433,0.0710903814535409,4.13807899494205e-36,29.2405645409408,4,2.78101276454673e-34
"TTC17",-0.338287672007924,0.026966553241266,4.24950948590858e-36,2.45658817575739,4,2.84820223387069e-34
