gene,k,logFC,SE,z,P,FDR,I2,tau2,Q,direction,in_leading_edge,leading_edge_sets,stat3_target,in_coexpr_module,absLFC,neglog10FDR,robustness,pathway_support,evidence_score,evidence_rank
SCEL,3,-1.765,0.085,-20.81,3.25913357813778e-96,1.38714650782959e-93,11.5,0.0034,2.26,down,False,,False,False,1.765,92.85787766713024,2.6550000000000002,0,1.1964479566668014,137
CTD-2385L22.2,2,-2.331,0.112,-20.8,4.58643811515949e-96,1.89193318841986e-93,19.7,0.005,1.25,down,False,,False,False,2.331,92.72309420430469,1.606,0,1.195562980943798,138
AC006262.4,3,-2.034,0.106,-19.25,1.2858930133180499e-82,3.81031260110914e-80,0.0,0.0,0.16,down,False,,False,False,2.034,79.41903939299429,3.0,0,1.1890808387877168,139
CXCL17,2,3.16,0.186,16.99,9.92401227230962e-65,1.8008620409495799e-62,0.0,0.0,0.17,up,False,,False,False,3.16,61.74451955600291,2.0,0,1.1762334107404335,140
CCL3,2,3.344,0.206,16.22,3.8113116979894e-59,5.4735580084806e-57,0.0,0.0,0.93,up,False,,False,False,3.344,56.26173027492515,2.0,0,1.1727431495686764,141
STAT1,3,1.862,0.154,12.12,8.010985181278409e-34,3.79613668235924e-32,72.5,0.0423,7.28,up,True,ALLOGRAFT_REJECTION;IL6_JAK_STAT3_SIGNALING;INTERFERON_GAMMA_RESPONSE,True,False,1.862,31.4206581589092,0.8250000000000001,2,1.1640579356249803,142
IFI27,3,4.563,0.895,5.1,3.38664874665596e-07,2.12007810859004e-06,93.5,1.7231,30.98,up,True,INTERFERON_GAMMA_RESPONSE,False,False,4.563,5.67364813836146,0.19499999999999984,1,1.1527225113164252,143
NR4A3,3,2.064,0.142,14.51,1.01237398939815e-47,9.11487027608514e-46,25.8,0.0179,2.7,up,True,TNFA_SIGNALING_VIA_NFKB,False,False,2.064,45.040249507895595,2.226,1,1.147755527215047,144
ACP7,3,3.435,0.298,11.53,8.899768874209041e-31,3.70702294619857e-29,76.9,0.1599,8.64,up,False,,False,True,3.435,28.430974725711312,0.693,1,1.1336015332692497,145
CHRM4,2,-4.58,0.343,-13.35,1.1683493600098599e-40,7.81425433384877e-39,66.5,0.1617,2.99,down,False,,False,False,4.58,38.10711245771457,0.6699999999999999,0,1.1305599314073582,146
AC005162.5,2,3.203,0.197,16.29,1.20581520646721e-59,1.7752785011440798e-57,0.0,0.0,0.32,up,False,,False,False,3.203,56.75073350625829,2.0,0,1.1297218111371845,147
FABP5,3,3.385,0.277,12.22,2.50893645956116e-34,1.21346474342701e-32,82.3,0.1462,11.33,up,False,,False,True,3.385,31.915972837344025,0.5310000000000001,1,1.12882560245102,148
ATP1A2,2,-1.79,0.084,-21.22,6.67745526333069e-100,3.0649519658687803e-97,0.0,0.0,0.09,down,False,,False,False,1.79,96.51357632738426,2.0,0,1.1277050406716138,149
GJB2,3,4.057,0.459,8.84,9.54243979230896e-19,1.9190633427677e-17,91.8,0.4618,24.35,up,False,,False,True,4.057,16.716910690214778,0.24600000000000022,1,1.1221953978176031,150
FABP5P2,3,3.305,0.265,12.49,8.144490189104509e-36,4.27476167795398e-34,81.9,0.1322,11.02,up,False,,False,True,3.305,33.36908809259303,0.5429999999999998,1,1.1211303802758152,151
LCN2,3,4.332,0.83,5.22,1.78387145992816e-07,1.16384188978424e-06,86.4,1.5221,14.67,up,False,,True,False,4.332,5.934106015440648,0.4079999999999997,1,1.1154004681044762,152
RP11-98L5.5,2,-4.81,0.399,-12.05,2.02642791636865e-33,9.39339625629181e-32,69.7,0.2282,3.3,down,False,,False,False,4.81,31.027177356755182,0.6059999999999999,0,1.1114466946854515,153
RP11-392E22.10,2,-2.921,0.17,-17.16,4.95561390885373e-66,9.66716383269642e-64,0.0,0.0,0.89,down,False,,False,False,2.921,63.01470092120921,2.0,0,1.1087426029448464,154
DIRAS2,2,-2.94,0.171,-17.15,5.93845153519497e-66,1.14886952055685e-63,2.2,0.0021,1.02,down,False,,False,False,2.94,62.93972929221677,1.956,0,1.1062034283971838,155
LIFR-AS1,2,-1.575,0.073,-21.69,2.78853999543129e-104,1.45059850562336e-101,0.0,0.0,0.58,down,False,,False,False,1.575,100.83845277427525,2.0,0,1.1061609445000273,156
MX2,3,1.528,0.106,14.47,1.95345220708428e-47,1.72559859304287e-45,0.0,0.0,0.4,up,True,INTERFERON_GAMMA_RESPONSE,False,False,1.528,44.76306022200494,3.0,1,1.1025997407726174,157
CYP4F22,3,1.124,0.053,21.28,1.84080284593742e-100,8.79415384092836e-98,0.0,0.0,0.66,up,False,,False,False,1.124,97.05580594129968,3.0,0,1.089665511789274,158
IRF1,3,1.44,0.127,11.34,7.958352917575019e-30,3.1575776855510798e-28,51.7,0.0232,4.14,up,True,COMPLEMENT;IL6_JAK_STAT3_SIGNALING;INFLAMMATORY_RESPONSE;INTERFERON_GAMMA_RESPONSE;TNFA_SIGNALING_VIA_NFKB,True,False,1.44,27.500645955739813,1.4489999999999998,2,1.085674711519639,159
ENKUR,2,4.394,0.367,11.97,5.15989560451813e-33,2.34996101568414e-31,38.0,0.1226,1.61,up,False,,False,False,4.394,30.628939342329836,1.24,0,1.0803681001479297,160
RHCG,3,4.42,1.29,3.43,0.0006124352607368,0.0019936722317602,92.5,4.3112,26.78,up,False,,False,True,4.42,2.700346240025643,0.22499999999999987,1,1.0719966954091953,161
SPRR2G,3,5.012,0.505,9.93,3.1848019979565e-23,8.55947531230353e-22,78.3,0.4746,9.21,up,False,,False,False,5.012,21.067552856345653,0.6510000000000002,0,1.0675243117291957,162
SLC26A5,2,-2.52,0.138,-18.19,5.72662735138251e-74,1.32727346206449e-71,0.0,0.0,0.42,down,False,,False,False,2.52,70.87703958894399,2.0,0,1.066048653707422,163
CFB,3,2.049,0.219,9.37,7.03461414760543e-21,1.62881585144704e-19,74.3,0.0837,7.79,up,True,COMPLEMENT;INTERFERON_GAMMA_RESPONSE,True,False,2.049,18.788128012819218,0.771,2,1.0635129730934383,164
KLRF2,2,-2.739,0.158,-17.31,4.02041458288639e-67,8.1838160844163e-65,0.0,0.0,0.13,down,False,,False,False,2.739,64.08704413912247,2.0,0,1.0586414800088992,165
CASP5,2,4.115,0.639,6.44,1.22826366318049e-10,1.2106283827954602e-09,85.6,0.7014,6.92,up,True,COMPLEMENT,False,False,4.115,8.916989148408803,0.28800000000000003,1,1.0542116863371849,166
TGM3,3,2.454,0.132,18.6,3.07858777890918e-77,7.74910336736399e-75,39.3,0.0198,3.3,up,False,,False,False,2.454,74.11074854589805,1.821,0,1.0494371074196263,167
CPLX3,2,3.663,0.258,14.22,7.03913162272368e-46,5.80207859705418e-44,20.6,0.0418,1.26,up,False,,False,False,3.663,43.236416392383454,1.588,0,1.0463549462675255,168
RP4-681L3.2,2,2.847,0.17,16.7,1.20713878091946e-62,2.0041072143647902e-60,0.0,0.0,0.11,up,False,,False,False,2.847,59.69807904859247,2.0,0,1.0421817109303657,169
OASL,3,4.055,0.871,4.66,3.22531213940991e-06,1.70009754270314e-05,84.8,1.7436,13.12,up,True,INTERFERON_GAMMA_RESPONSE,False,False,4.055,4.769526160361468,0.45600000000000007,1,1.013696630677012,170
UGT2A2,2,-3.51,0.263,-13.34,1.32078105129495e-40,8.78356921300096e-39,0.0,0.0,0.01,down,False,,False,False,3.51,38.056328972188645,2.0,0,1.006393216184153,171
TIGIT,2,2.079,0.109,19.08,3.7570133096914e-81,1.07253566544593e-78,0.0,0.0,0.58,up,False,,False,False,2.079,77.96958825713968,2.0,0,0.999967411549142,172
HERC6,3,3.019,0.287,10.51,7.715308772354559e-26,2.45057887451897e-24,64.7,0.1413,5.67,up,True,INTERFERON_GAMMA_RESPONSE,False,False,3.019,23.610731314691005,1.059,1,0.9979981149220482,173
CARD14,3,1.265,0.062,20.32,9.035750766139139e-92,3.25412137976232e-89,7.9,0.0011,2.17,up,False,,False,False,1.265,88.48756625177475,2.763,0,0.9889407896396066,174
LYPD6B,3,-1.237,0.062,-19.98,8.80607760926267e-89,3.03149221698868e-86,0.0,0.0,0.39,down,False,,False,False,1.237,85.51834354242925,3.0,0,0.9869558354424718,175
FFAR2,2,1.464,0.094,15.64,3.99277382497856e-55,4.91930749836437e-53,0.0,0.0,0.01,up,True,INFLAMMATORY_RESPONSE,False,False,1.464,52.308096029510416,2.0,1,0.9862864059200788,176
MYO1H,2,1.95,0.101,19.37,1.40824284136813e-83,4.337573246524539e-81,0.0,0.0,0.3,up,False,,False,False,1.95,80.36275317841597,2.0,0,0.9845575327306403,177
TRIM15,2,4.444,0.379,11.72,1.0528160081833e-31,4.5724248488984794e-30,65.8,0.1984,2.93,up,False,,False,False,4.444,29.339853423736052,0.6840000000000002,0,0.9779617067245842,178
RP11-363E6.3,3,3.355,0.34,9.85,6.60764707939835e-23,1.74383777318642e-21,82.9,0.2264,11.71,up,False,,False,True,3.355,20.758493919338648,0.5129999999999998,1,0.9776924586086326,179
CH507-42P11.7,2,-2.574,0.151,-17.03,4.5184218500436306e-65,8.46173896701371e-63,0.0,0.0,0.07,down,False,,False,False,2.574,62.072540376184364,2.0,0,0.976457855563203,180
UGT2A1,2,-3.378,0.25,-13.51,1.27829285910744e-41,8.9860533149688e-40,0.0,0.0,0.22,down,False,,False,False,3.378,39.04643100903166,2.0,0,0.9726700028326886,181
C5orf46,3,-3.329,0.222,-14.99,8.52176003349653e-51,8.985850478563979e-49,51.6,0.0712,4.13,down,False,,False,False,3.329,48.04644081219245,1.452,0,0.9639721207329214,182
FOXE1,3,3.246,0.217,14.95,1.6655564936991499e-50,1.71757761942746e-48,46.1,0.0647,3.71,up,False,,False,False,3.246,47.76508362752761,1.6169999999999998,0,0.9624836590107394,183
CA9,3,-2.219,0.138,-16.13,1.5200077472957502e-58,2.13065038062552e-56,0.0,0.0,1.14,down,False,,False,False,2.219,55.6714878080155,3.0,0,0.9611223450833694,184
GREM2,2,-2.004,0.106,-18.83,4.4259861966749096e-79,1.1641338300894701e-76,0.0,0.0,0.72,down,False,,False,False,2.004,75.93399708985075,2.0,0,0.9488265773362553,185
IFI44L,3,2.404,0.244,9.87,5.5903440862827e-23,1.48204263551293e-21,29.5,0.0583,2.84,up,True,INTERFERON_GAMMA_RESPONSE,False,False,2.404,20.82913930236097,2.115,1,0.9472522866092681,186
LTB,2,1.446,0.095,15.19,4.39451974788398e-52,4.89863394181981e-50,0.0,0.0,0.02,up,True,ALLOGRAFT_REJECTION;IL6_JAK_STAT3_SIGNALING,False,False,1.446,49.3099250126742,2.0,1,0.9431222570696922,187
TRIM55,2,-3.81,0.36,-10.59,3.43946548924915e-26,1.1151585545406301e-24,0.0,0.0,0.05,down,False,,False,False,3.81,23.952663379730986,2.0,0,0.9371361623748232,188
AQP9,3,-2.631,0.159,-16.52,2.8579420662229903e-61,4.55112692708939e-59,36.7,0.0297,3.16,down,False,,False,False,2.631,58.3418810522181,1.899,0,0.9314837031818192,189
CNFN,3,2.814,0.238,11.8,3.98429235745795e-32,1.77316159307477e-30,78.0,0.1017,9.09,up,False,,False,True,2.814,29.75125168414934,0.6599999999999999,1,0.9276977735270542,190
LINGO4,2,-2.641,0.164,-16.12,1.7438362794535602e-58,2.42984901581717e-56,0.0,0.0,0.01,down,False,,False,False,2.641,55.614420711436516,2.0,0,0.920269461341135,191
CD274,3,2.605,0.942,2.76,0.0057176041333422,0.0140577281296631,97.3,2.5796,73.04,up,True,INTERFERON_GAMMA_RESPONSE,True,False,2.605,1.85208486000423,0.08100000000000007,2,0.9194533891462568,192
RP11-535A19.1,3,-1.244,0.065,-19.28,8.49888345157186e-83,2.55064567586982e-80,0.0,0.0,0.07,down,False,,False,False,1.244,79.59334986742012,3.0,0,0.9164613123984736,193
MUC4,2,3.744,0.769,4.87,1.11165082947282e-06,6.37184972260757e-06,75.7,0.8959,4.11,up,False,,True,False,3.744,5.195734475402592,0.486,1,0.9163834175072342,194
IKZF3,2,1.639,0.083,19.74,9.070552983403271e-87,2.90866540806147e-84,0.0,0.0,0.36,up,False,,False,False,1.639,83.53630623399188,2.0,0,0.915452934540765,195
BCL2A1,3,2.429,0.209,11.61,3.65046081043406e-31,1.5397051731793e-29,54.3,0.0653,4.38,up,True,TNFA_SIGNALING_VIA_NFKB,False,False,2.429,28.81256243105928,1.3710000000000002,1,0.9151419554994245,196
HGD,2,-3.67,0.333,-11.03,2.82869144324665e-28,1.0218647838728499e-26,0.0,0.0,0.01,down,False,,False,False,3.67,25.99060656751144,2.0,0,0.9135281122737532,197
TYMP,3,3.379,0.388,8.71,3.12235534122332e-18,6.04059637873527e-17,86.2,0.3054,14.48,up,False,,False,True,3.379,16.218920182039813,0.41400000000000003,1,0.9116579160153947,198
ATP13A5,2,-1.827,0.096,-19.07,4.56589455828144e-81,1.2877472977688e-78,0.0,0.0,0.52,down,False,,False,False,1.827,77.89016935277748,2.0,0,0.9113432873142605,199
ADGRF2,3,-1.288,0.068,-19.06,5.0136200050907195e-81,1.39718846070439e-78,0.0,0.0,1.06,down,False,,False,False,1.288,77.85474500983163,3.0,0,0.9103646646237707,200
RP11-680F20.6,2,-2.108,0.117,-18.0,2.10670801287729e-72,4.7879541624703297e-70,0.0,0.0,0.34,down,False,,False,False,2.108,69.31985001596853,2.0,0,0.9035864274343071,201
PLBD1-AS1,3,1.202,0.062,19.28,7.8786540515569e-83,2.39521315185579e-80,0.0,0.0,0.79,up,False,,False,False,1.202,79.62065583233056,3.0,0,0.9021896511032296,202
RSAD2,3,3.26,0.502,6.49,8.69540020299303e-11,8.69874458768649e-10,65.2,0.427,5.74,up,True,INTERFERON_GAMMA_RESPONSE,False,False,3.26,9.060543420712605,1.044,1,0.8999206539157001,203
GPR183,2,1.04,0.064,16.36,3.79206379018015e-60,5.69028341437995e-58,0.0,0.0,0.09,up,True,INFLAMMATORY_RESPONSE;TNFA_SIGNALING_VIA_NFKB,False,False,1.04,57.2448661022805,2.0,1,0.899582932063387,204
ADAMDEC1,2,5.202,0.808,6.43,1.24092110018984e-10,1.22258931120977e-09,90.8,1.1893,10.81,up,False,,False,False,5.202,8.912719405456844,0.18400000000000016,0,0.8967031132045863,205
HSD3B1,2,-3.883,0.418,-9.29,1.51659077518404e-20,3.4367738099015603e-19,0.0,0.0,0.06,down,False,,False,False,3.883,18.463849049865722,2.0,0,0.8949655095631589,206
IFI44,3,3.332,0.476,7.0,2.47170378009071e-12,2.9090052181067497e-11,77.2,0.4179,8.76,up,True,INTERFERON_GAMMA_RESPONSE,False,False,3.332,10.536255499724774,0.6839999999999999,1,0.8758341441982332,207
WIF1,2,-5.159,0.841,-6.13,8.56246444858792e-10,7.65910318215493e-09,90.6,1.2852,10.6,down,False,,False,False,5.159,8.115822079694174,0.18800000000000017,0,0.8726864466586204,208
AWAT1,2,-3.892,0.453,-8.59,8.99676066235631e-18,1.68214992288418e-16,0.0,0.0,0.2,down,False,,False,False,3.892,15.774135299988936,2.0,0,0.864988782898098,209
RP11-303G3.6,2,-2.332,0.14,-16.7,1.31213331894392e-62,2.1630794974055e-60,0.0,0.0,0.51,down,False,,False,False,2.332,59.66492751909531,2.0,0,0.8626546582906024,210
DSG2,3,-1.116,0.058,-19.15,9.763151383965349e-82,2.85682013434056e-79,0.0,0.0,1.04,down,False,,False,False,1.116,78.5441171019772,3.0,0,0.8590276921437593,211
PDZK1IP1,3,2.187,0.164,13.34,1.43782497688479e-40,9.50792228358648e-39,71.6,0.0452,7.05,up,False,,False,True,2.187,38.02191437679109,0.8520000000000001,1,0.8473154473794771,212
RND1,2,4.564,0.603,7.57,3.6010914424288304e-14,5.02072361976275e-13,56.7,0.4767,2.31,up,False,,False,False,4.564,12.299233684962159,0.8659999999999999,0,0.8439698902281044,213
LINC01229,2,-2.612,0.171,-15.26,1.3711505414394101e-52,1.55059241664518e-50,0.0,0.0,0.11,down,False,,False,False,2.612,49.80950234432962,2.0,0,0.8387319731352161,214
CPNE9,2,-2.411,0.15,-16.11,2.16059334424942e-58,2.97513703503146e-56,0.4,0.0003,1.0,down,False,,False,False,2.411,55.52649302583884,1.992,0,0.8376969006339462,215
MX1,3,3.29,0.46,7.15,8.51460753558034e-13,1.0446459528322898e-11,82.5,0.4145,11.42,up,True,INTERFERON_GAMMA_RESPONSE,False,False,3.29,10.981030873939826,0.5250000000000001,1,0.8369801332711262,216
DGAT2,3,-1.126,0.06,-18.89,1.4426232177604e-79,3.88165136833945e-77,0.0,0.0,0.14,down,False,,False,False,1.126,76.41098347348284,3.0,0,0.8362495640636644,217
RP11-680F20.9,2,-3.412,0.252,-13.52,1.1850415708334998e-41,8.40625397928527e-40,40.3,0.0554,1.68,down,False,,False,False,3.412,39.0753974927346,1.194,0,0.8341913744224856,218
DHRS9,3,1.87,0.116,16.06,5.12467803146386e-58,6.93431144731431e-56,0.0,0.0,1.14,up,False,,False,False,1.87,55.158996656361126,3.0,0,0.833430674694044,219
IL12RB1,2,1.837,0.129,14.24,5.47081488247842e-46,4.54135835404034e-44,46.1,0.0164,1.86,up,True,ALLOGRAFT_REJECTION;IL6_JAK_STAT3_SIGNALING,False,False,1.837,43.34281422700417,1.0779999999999998,1,0.8333223665910494,220
DES,2,-2.501,0.16,-15.65,3.0761006237307698e-55,3.80997034396368e-53,0.0,0.0,0.51,down,False,,False,False,2.501,52.419078404771376,2.0,0,0.8322463105826831,221
SLC26A3,2,-3.753,0.348,-10.77,4.60455639959816e-27,1.5666869296249e-25,25.9,0.068,1.35,down,False,,False,False,3.753,24.80501777974094,1.482,0,0.830976265801365,222
SH2D1A,2,1.53,0.116,13.24,5.3686566483876195e-40,3.45260668906884e-38,0.0,0.0,0.24,up,False,,True,False,1.53,37.46185289239945,2.0,1,0.8265030567912854,223
CYP2W1,3,-4.431,0.51,-8.68,3.8202949990604895e-18,7.342305881199261e-17,74.5,0.4979,7.84,down,False,,False,False,4.431,16.134167526703482,0.765,0,0.8260358473757027,224
ELMOD1,3,-1.518,0.088,-17.27,8.488288846971171e-67,1.68391825100634e-64,0.0,0.0,0.46,down,False,,False,False,1.518,63.77367899597094,3.0,0,0.8170395111733958,225
PDCD1,2,2.354,0.146,16.08,3.65000054643916e-58,4.96760830183688e-56,0.0,0.0,0.75,up,False,,False,False,2.354,55.30385265579793,2.0,0,0.8166270486218971,226
SLC26A4,3,2.137,0.145,14.7,6.0719950795238e-49,5.77802165921027e-47,0.0,0.0,1.39,up,False,,False,False,2.137,46.23822083451365,3.0,0,0.8164908860434563,227
CXCL2,3,2.286,0.9,2.54,0.0111076234186833,0.0246766970302703,95.7,2.3098,46.51,up,True,TNFA_SIGNALING_VIA_NFKB,True,False,2.286,1.6077129709566393,0.12899999999999978,2,0.8144683804972208,228
IL18RAP,2,1.817,0.158,11.5,1.29348819994722e-30,5.3308565620712e-29,0.0,0.0,0.29,up,True,ALLOGRAFT_REJECTION;INFLAMMATORY_RESPONSE,False,False,1.817,28.273203002925992,2.0,1,0.8132221560871986,229
RP11-1223D19.5,2,4.098,0.4,10.24,1.3380949663596901e-24,3.9649955781663205e-23,55.2,0.1905,2.23,up,False,,False,False,4.098,22.401757292679047,0.8959999999999999,0,0.8118502322402511,230
SNX20,2,1.13,0.055,20.42,1.07734122506795e-92,3.94054386525245e-90,0.0,0.0,0.37,up,False,,False,False,1.13,89.40444383366236,2.0,0,0.8106500825494188,231
MYOC,2,-2.571,0.171,-15.08,2.27965719643536e-51,2.4367349457239898e-49,0.0,0.0,0.23,down,False,,False,False,2.571,48.61319170834906,2.0,0,0.8097469487754368,232
PSCA,2,-2.159,0.129,-16.74,6.59876004317495e-63,1.1112976536020301e-60,0.0,0.0,0.52,down,False,,False,False,2.159,59.95416960262225,2.0,0,0.8060447894966426,233
SYT9,2,-4.059,0.363,-11.17,5.78523598747326e-29,2.18078243527797e-27,67.9,0.1881,3.11,down,False,,False,False,4.059,26.661387659442532,0.6419999999999999,0,0.8032379035056342,234
RP5-1142J19.1,2,2.51,0.166,15.16,6.44015243257091e-52,7.07781822976772e-50,0.0,0.0,0.36,up,False,,False,False,2.51,49.15010059496532,2.0,0,0.7951395787292658,235
TUBBP5,3,2.328,0.172,13.52,1.26816546460393e-41,8.94171245810643e-40,0.0,0.0,0.6,up,False,,False,False,2.328,39.048579300008754,3.0,0,0.7944260676974518,236
GJB6,3,3.099,0.358,8.65,5.31834728884961e-18,1.01135005430285e-16,89.3,0.2565,18.69,up,False,,False,True,3.099,15.995098497881909,0.32099999999999995,1,0.7941339642114941,237
MOGAT1,2,-3.358,0.313,-10.71,8.76791422551745e-27,2.93631050221943e-25,0.0,0.0,0.6,down,False,,False,False,3.358,24.532198021552155,2.0,0,0.787062143271046,238
HSPD1P3,3,5.058,1.603,3.15,0.0016082575029761,0.0046918868254197,90.7,6.8859,21.43,up,False,,False,False,5.058,2.3286524721934447,0.2789999999999999,0,0.7833356001936239,239
LINC01254,2,-2.35,0.136,-17.29,5.2952288711936304e-67,1.0685863159118199e-64,38.7,0.0153,1.63,down,False,,False,False,2.35,63.971190391599905,1.226,0,0.7772408145351156,240
IL2RG,2,1.076,0.073,14.69,7.24385832137326e-49,6.837559655041401e-47,0.0,0.0,0.53,up,True,ALLOGRAFT_REJECTION;IL6_JAK_STAT3_SIGNALING,False,False,1.076,46.165098871592,2.0,1,0.7757260032429403,241
NPY4R,2,-2.115,0.128,-16.51,3.0893632109612103e-61,4.88641239225615e-59,0.0,0.0,0.02,down,False,,False,False,2.115,58.311009883223534,2.0,0,0.7705162085584456,242
CXCR2,3,2.416,0.215,11.23,2.98277109030774e-29,1.14090994204271e-27,76.3,0.0826,8.43,up,False,,True,False,2.416,26.94274863535173,0.711,1,0.7642358299183221,243
LINC01269,2,4.21,0.451,9.34,9.84013709981968e-21,2.2605276680047e-19,66.2,0.2766,2.96,up,False,,False,False,4.21,18.64579017299676,0.6759999999999999,0,0.7634498664201995,244
RP11-679B19.1,2,-1.885,0.109,-17.32,3.27555554624703e-67,6.72609471772779e-65,0.0,0.0,0.48,down,False,,False,False,1.885,64.17223702118777,2.0,0,0.7626655807256661,245
FOXC1,3,-1.399,0.082,-17.12,1.12554462489218e-65,2.15966181345091e-63,0.0,0.0,0.84,down,False,,False,False,1.399,62.66561425072457,3.0,0,0.7620119788768267,246
SAA1,3,2.164,0.296,7.31,2.61222253137609e-13,3.3802939323926397e-12,27.7,0.085,2.77,up,False,,True,False,2.164,11.471045534140691,2.1690000000000005,1,0.7586869806075388,247
IYD,2,-2.992,0.243,-12.33,6.10255378804744e-35,3.0655511078198e-33,0.0,0.0,0.7,down,False,,False,False,2.992,32.513491439067295,2.0,0,0.7580055118689979,248
RP11-295G20.2,3,2.455,0.226,10.85,2.06421596032828e-27,7.1060634434301e-26,75.9,0.0968,8.31,up,False,,False,True,2.455,25.148370919417953,0.723,1,0.7579567540335919,249
RP11-1223D19.6,3,4.199,0.58,7.24,4.50917782443086e-13,5.69645675618467e-12,61.6,0.5983,5.21,up,False,,False,False,4.199,11.244395195154627,1.1520000000000001,0,0.7574979283035674,250
RP11-482G13.1,2,2.37,0.155,15.26,1.37073200096425e-52,1.55059241664518e-50,0.0,0.0,0.39,up,False,,False,False,2.37,49.80950234432962,2.0,0,0.7545634336121309,251
WNT5A,3,1.936,0.378,5.13,2.91892197279598e-07,1.84274661437921e-06,94.1,0.3677,33.64,up,False,,True,True,1.936,5.734534378043171,0.17700000000000016,2,0.7525052916385804,252
ISG15,3,2.861,0.451,6.34,2.35372777713059e-10,2.2343233388017e-09,66.8,0.369,6.02,up,True,INTERFERON_GAMMA_RESPONSE,False,False,2.861,8.650853977999207,0.9960000000000002,1,0.7471318104063891,253
PLSCR1,3,1.504,0.205,7.32,2.46962538188478e-13,3.19930606333928e-12,81.5,0.0896,10.84,up,True,COMPLEMENT;INTERFERON_GAMMA_RESPONSE,True,False,1.504,11.49494421091272,0.5550000000000002,2,0.7438145046007162,254
PRSS53,3,3.035,0.236,12.86,7.97462516208502e-38,4.5866830569839895e-36,45.6,0.075,3.68,up,False,,False,False,3.035,35.33850126888449,1.6320000000000001,0,0.7389454423225903,255
MIR3142HG,3,1.894,0.128,14.76,2.48391804960868e-49,2.38556173855015e-47,0.0,0.0,0.23,up,False,,False,False,1.894,46.62240933937976,3.0,0,0.7367034153965867,256
PCP4,2,-2.258,0.147,-15.4,1.76218751520814e-53,2.03207130756193e-51,0.0,0.0,0.7,down,False,,False,False,2.258,50.692061056261494,2.0,0,0.7264725761063308,257
GLDCP1,2,-3.244,0.315,-10.31,6.272648491341831e-25,1.8897867250170002e-23,0.0,0.0,0.27,down,False,,False,False,3.244,22.723587206077905,2.0,0,0.725150797621348,258
MYO3A,2,-3.022,0.233,-12.96,1.96124247417469e-38,1.16229683741659e-36,22.9,0.0366,1.3,down,False,,False,False,3.022,35.93468294390012,1.542,0,0.7249390985335052,259
CMPK2,3,2.779,0.411,6.77,1.3088143872228498e-11,1.43638237180027e-10,69.0,0.2929,6.44,up,True,INTERFERON_GAMMA_RESPONSE,False,False,2.779,9.842729933451873,0.9300000000000002,1,0.7209454078467685,260
