gene,k,logFC,SE,z,P,FDR,I2,tau2,Q,direction
MARK3,4,-0.43,0.031,-13.74,6.03781740277958e-43,6.07634666558331e-41,0,0,2.03,down
PBXIP1,4,0.638,0.046,13.74,6.15333277548025e-43,6.16859685678377e-41,2.9,3e-04,3.09,up
TIMELESS,4,-1.061,0.077,-13.74,6.20816530329367e-43,6.1995361932196e-41,15.8,0.0042,3.56,down
CWH43,4,-0.666,0.049,-13.72,8.12296995036233e-43,8.08048056908351e-41,0,0,2.3,down
AC079790.2,2,-3.067,0.224,-13.68,1.34003617176295e-42,1.32791936959681e-40,4.8,0.0052,1.05,down
NPTN,4,0.261,0.019,13.66,1.81013253488926e-42,1.78691862146473e-40,0,0,0.36,up
RP11-455F5.6,4,-1.774,0.13,-13.66,1.88106640885461e-42,1.84988219006143e-40,0,0,0.87,down
TMPRSS6,2,2.848,0.209,13.65,1.9403684600879e-42,1.9009731004437e-40,0,0,0.9,up
PPIF,4,-1.198,0.088,-13.65,1.97176662515395e-42,1.92444422615025e-40,24.5,0.0077,3.97,down
PRKCH,4,-0.544,0.04,-13.63,2.78956979645456e-42,2.71238470734965e-40,0,0,2.56,down
PCDHGB4,4,0.489,0.036,13.62,2.84466824218172e-42,2.75559922905573e-40,0,0,0.98,up
RP4-647C14.3,4,1.636,0.12,13.61,3.43014709427654e-42,3.3103479271033e-40,3.8,0.0027,3.12,up
CAMK2N1,4,1.374,0.101,13.6,3.75796582281348e-42,3.61323524316906e-40,0,0,1.74,up
XRN2,4,-0.357,0.026,-13.6,3.84493447202742e-42,3.68316241424137e-40,0,0,2.14,down
PDK2,4,0.532,0.039,13.6,3.88011682249326e-42,3.70314913272936e-40,0,0,1.76,up
ARL6IP5,4,0.609,0.045,13.6,3.95676430876331e-42,3.76241735595053e-40,0,0,0.64,up
SLC26A2,4,0.837,0.062,13.6,4.08995924873717e-42,3.87482439594645e-40,0,0,2.29,up
BCR,4,-0.534,0.039,-13.58,5.51231284782968e-42,5.20330144146959e-40,20.4,0.0015,3.77,down
ATP13A1,4,-0.571,0.042,-13.55,7.59701016973499e-42,7.14505712836458e-40,0,0,1.16,down
EPN3,4,-1.108,0.082,-13.54,8.62821664187277e-42,8.08551431976077e-40,0,0,2.4,down
ECT2,4,-0.906,0.067,-13.54,9.35276315392675e-42,8.7328471557098e-40,2.6,6e-04,3.08,down
LUZP2,3,-3.017,0.223,-13.51,1.40634456086512e-41,1.308406320943e-39,0,0,1.55,down
FOXM1,4,-1.235,0.091,-13.51,1.46063809344873e-41,1.35404815946086e-39,0,0,2.44,down
CDHR1,4,1.59,0.118,13.5,1.49028600842565e-41,1.37659847578289e-39,36.5,0.0192,4.72,up
FOSL1,4,-2.501,0.185,-13.5,1.63426629618988e-41,1.50422289980979e-39,0,0,1.52,down
UBE2L6,4,-1.256,0.093,-13.48,1.94944268118352e-41,1.78795693284151e-39,18.8,0.0085,3.69,down
SHMT2,4,-0.526,0.039,-13.46,2.77884658716644e-41,2.53964975726052e-39,0,0,0.97,down
KLK9,3,-2.759,0.205,-13.45,2.96749111911356e-41,2.70250670087159e-39,0,0,1.52,down
TMOD3,4,-0.379,0.028,-13.45,2.9923988539275e-41,2.71562820905196e-39,0,0,2.65,down
PSMB8-AS1,4,-0.58,0.043,-13.45,3.0410138921726e-41,2.7500973184319e-39,0,0,2.42,down
BOK,3,-0.511,0.038,-13.45,3.08751191066258e-41,2.78241839921174e-39,14.5,8e-04,2.34,down
PCDHGB6,4,0.464,0.034,13.44,3.46790463443808e-41,3.11437102309398e-39,0,0,1.64,up
RAN,4,-0.753,0.056,-13.44,3.76039369713979e-41,3.36535718279666e-39,23.5,0.0032,3.92,down
EPRS,4,-0.496,0.037,-13.42,4.51572948388403e-41,4.0274078403854e-39,0,0,2.63,down
SLC48A1,4,0.422,0.031,13.42,4.8902529110814e-41,4.34644334337489e-39,0,0,1.38,up
GJB5,4,0.592,0.044,13.41,5.35585196708883e-41,4.74396422180773e-39,0,0,2.54,up
SMYD2,4,-0.433,0.032,-13.41,5.45765952914048e-41,4.81764184510885e-39,0,0,1.73,down
FBXO3,4,0.288,0.021,13.41,5.49477681637328e-41,4.83390842104348e-39,0,0,1.24,up
POC1A,4,-0.961,0.072,-13.4,5.90069572001778e-41,5.17340996957763e-39,0,0,0.67,down
RPS6KB2,4,-0.61,0.046,-13.38,8.26378689634121e-41,7.22076298266788e-39,0,0,0.63,down
S100A7,4,-5.279,0.395,-13.37,9.29843528076579e-41,8.09746565999079e-39,45.1,0.2745,5.46,down
CH507-42P11.7,2,3.003,0.225,13.37,9.36819265477943e-41,8.13083673903406e-39,0,0,0.65,up
E2F4,4,-0.5,0.037,-13.35,1.15929208568398e-40,1.00280704027193e-38,0,0,0.97,down
CDK1,4,-1.288,0.097,-13.33,1.58272057432027e-40,1.36451616447398e-38,12,0.0051,3.41,down
ICOS,3,-3.232,0.243,-13.32,1.848865428695e-40,1.58867293846403e-38,0,0,1.07,down
RP1-232L22__B.1,4,-1.635,0.123,-13.32,1.87330533748241e-40,1.60434335260414e-38,21.5,0.0138,3.82,down
GBP1,4,-1.523,0.114,-13.31,1.96455161847423e-40,1.67693607459464e-38,13.6,0.0083,3.47,down
UHRF1,4,-1.195,0.09,-13.29,2.71011528647985e-40,2.30573755820772e-38,0,0,1.28,down
MFSD11,4,-0.359,0.027,-13.28,2.95669548223636e-40,2.50727776893643e-38,6.9,3e-04,3.22,down
SH3GLB2,4,0.521,0.039,13.28,3.06148505138726e-40,2.58765520813987e-38,0,0,2.74,up
OAS1,4,-2.266,0.171,-13.27,3.3845533789351e-40,2.85140353722402e-38,28.3,0.0346,4.19,down
TK1,4,-1.119,0.084,-13.26,3.73916767754391e-40,3.13510968833083e-38,0,0,2.16,down
MT4,2,3.797,0.286,13.26,3.74554938793004e-40,3.13510968833083e-38,0,0,0.15,up
AP1B1,4,-0.391,0.029,-13.26,3.90609851413315e-40,3.2589461925658e-38,6.7,3e-04,3.21,down
SLC38A5,4,-0.851,0.064,-13.26,4.1467576668186e-40,3.44860901268798e-38,0,0,1.07,down
C16orf70,4,-0.668,0.05,-13.25,4.34761143011324e-40,3.60405839834771e-38,0,0,2.93,down
CLDN4,4,0.62,0.047,13.25,4.41907685969333e-40,3.65159756866161e-38,0,0,1.88,up
FANCI,4,-0.668,0.05,-13.25,4.67768912419266e-40,3.85298571681907e-38,0,0,0.61,down
FBXO32,4,0.772,0.058,13.23,6.12730143879758e-40,5.02355424071538e-38,0,0,0.68,up
PCSK9,4,-2.088,0.158,-13.23,6.13765519666741e-40,5.02355424071538e-38,0,0,0.75,down
HSD17B13,2,3.528,0.267,13.22,6.73814171257405e-40,5.4976434464989e-38,0,0,0.08,up
TLDC1,4,-0.838,0.063,-13.21,7.28673584134871e-40,5.92654515096361e-38,0,0,2.44,down
PCDHGA6,4,0.47,0.036,13.2,8.69858123769561e-40,7.05266787246895e-38,0,0,0.76,up
HELZ2,4,-1.738,0.132,-13.18,1.15200427345787e-39,9.3110745402232e-38,24.6,0.0182,3.98,down
LRRC8B,4,-0.98,0.074,-13.17,1.23244655377185e-39,9.93021734166824e-38,0,0,1.82,down
AL591704.7,2,-3.955,0.3,-13.17,1.25229231363914e-39,1.00587852173797e-37,0,0,0.93,down
RP4-724E13.2,4,1.503,0.114,13.17,1.29006533320063e-39,1.03210693840392e-37,0,0,2.14,up
ZNF32,4,0.477,0.036,13.17,1.29292703388056e-39,1.03210693840392e-37,0,0,2.07,up
SPATS2,4,0.409,0.031,13.17,1.35952708484912e-39,1.08193256992424e-37,0,0,1.52,up
CLCN3,4,-0.62,0.047,-13.15,1.64008901206032e-39,1.30120436220638e-37,16.1,0.0016,3.58,down
RIN2,4,-0.402,0.031,-13.14,2.05466272372081e-39,1.62513139713502e-37,0,0,2.35,down
HK2P1,4,-1.644,0.125,-13.13,2.0984613398814e-39,1.65471353947234e-37,13,0.0115,3.45,down
ENPP5,4,2.111,0.161,13.13,2.264594536655e-39,1.78028793605e-37,9.8,0.0142,3.32,up
CTA-398F10.2,2,3.455,0.263,13.13,2.3403156903807e-39,1.83424015200019e-37,6.9,0.0107,1.07,up
PRMT5,4,-0.463,0.035,-13.12,2.65235481297474e-39,2.07252280612625e-37,0,0,1.99,down
GTF2IRD2B,4,0.627,0.048,13.11,2.79467594161878e-39,2.17715357090446e-37,0,0,1.69,up
LGI3,4,1.581,0.121,13.11,2.9936486616946e-39,2.32515702660869e-37,0,0,1.66,up
PCDHGA8,4,0.471,0.036,13.09,3.62041548764371e-39,2.80354569378494e-37,0,0,1.03,up
NUP210,4,-1.07,0.082,-13.07,5.10417618650505e-39,3.94072874291841e-37,0,0,1.71,down
ZSWIM4,4,-0.79,0.06,-13.06,5.34031618917808e-39,4.11077196181256e-37,0,0,1,down
SGO2,4,-0.934,0.072,-13.06,5.5588919802483e-39,4.26632588062736e-37,0,0,2.31,down
NMI,4,-1.08,0.083,-13.04,7.17499562969923e-39,5.49035760256038e-37,28.2,0.008,4.18,down
WDR77,4,-0.767,0.059,-13.03,8.19515796855831e-39,6.2524945633862e-37,0,0,1.35,down
RP11-603J24.9,4,-0.582,0.045,-13.02,9.15813428317945e-39,6.96664662059275e-37,0,0,2.41,down
HIPK2,4,-0.599,0.046,-13.01,1.08351661462748e-38,8.21820343716282e-37,0,0,2.34,down
LRRN4CL,4,1.312,0.101,13.01,1.13974335955504e-38,8.61939247120805e-37,0,0,0.64,up
UTP4,4,-0.483,0.037,-12.97,1.80204432470389e-38,1.35883598875048e-36,0,0,1.04,down
NACC1,4,-0.427,0.033,-12.96,2.00360903862079e-38,1.50643442368861e-36,0,0,0.29,down
FZD7,4,0.755,0.058,12.94,2.67530288705423e-38,2.00562417016726e-36,0,0,2.21,up
CTDSP1,4,0.378,0.029,12.93,2.88210327341639e-38,2.15441384576999e-36,0,0,2.46,up
PSMD11,4,-0.55,0.043,-12.93,2.90264213070255e-38,2.16351400773748e-36,24.9,0.0018,4,down
TAX1BP1,4,0.234,0.018,12.93,2.91931010964068e-38,2.16968496194674e-36,0,0,1.11,up
NR3C2,4,1.394,0.108,12.91,4.02798609170466e-38,2.98509548068336e-36,20.9,0.0103,3.79,up
PDCD4,4,0.835,0.065,12.88,5.93314588808913e-38,4.38442529284392e-36,26.2,0.0045,4.07,up
MGAT3,3,1.138,0.089,12.85,8.84178406716006e-38,6.51521091490108e-36,0,0,1.36,up
PCDHGB7,4,0.461,0.036,12.84,9.3766612616802e-38,6.8897149679573e-36,0,0,0.77,up
RP11-162P23.2,4,-0.599,0.047,-12.84,9.87517671222078e-38,7.23545525452913e-36,0,0,2.39,down
EPGN,4,-3.572,0.278,-12.83,1.12977300769336e-37,8.2543641443449e-36,2.7,0.01,3.08,down
EFTUD2,4,-0.418,0.033,-12.82,1.23593699237327e-37,9.00458432978655e-36,7.9,5e-04,3.26,down
SUN2,4,0.395,0.031,12.82,1.26038274980898e-37,9.14385793112993e-36,0,0,2.18,up
EFS,4,0.313,0.024,12.82,1.26212391022788e-37,9.14385793112993e-36,0,0,1.15,up
AL162151.3,4,0.41,0.032,12.82,1.30253787427318e-37,9.41029038553115e-36,0,0,2.59,up
RP11-71L14.3,4,-2.392,0.187,-12.82,1.3347845888384e-37,9.61639794031099e-36,0,0,0.23,down
ZC3H12A,4,-2.857,0.223,-12.81,1.38095189006193e-37,9.92137213460051e-36,50,0.089,6,down
CTB-36H16.2,4,1.193,0.093,12.81,1.39968655449312e-37,1.00281144170111e-35,0,0,1.11,up
C11orf80,4,0.691,0.054,12.81,1.43557759869847e-37,1.02568450311429e-35,0,0,2.26,up
MTHFR,4,-0.493,0.039,-12.81,1.44343586555614e-37,1.02845799522711e-35,0,0,1.59,down
RP4-592A1.2,4,-0.536,0.042,-12.79,1.86117971507341e-37,1.32246022391919e-35,3.6,3e-04,3.11,down
HLA-DPA1,4,-0.536,0.042,-12.78,2.05523035659735e-37,1.45634186145298e-35,0,0,0.29,down
RP11-36C20.1,4,0.396,0.031,12.78,2.22092491965984e-37,1.56945360989296e-35,0,0,1.25,up
NSD2,4,-0.517,0.04,-12.78,2.24321440616265e-37,1.58088548776542e-35,0,0,2.75,down
SCRIB,4,-0.529,0.041,-12.78,2.25592993372936e-37,1.58552640777109e-35,0,0,0.72,down
CKS2,4,-1.358,0.106,-12.76,2.71485687929438e-37,1.90290130964959e-35,16.7,0.0088,3.6,down
NPM1P6,4,-0.644,0.05,-12.75,2.96360877974253e-37,2.07164263457462e-35,0,0,1.58,down
S100A7A,4,-6.786,0.532,-12.75,3.06438725638074e-37,2.13631568730543e-35,60.9,0.5962,7.68,down
ATG2A,4,-0.6,0.047,-12.73,3.92489416826872e-37,2.72885652602425e-35,0,0,0.98,down
INTS13,4,-0.637,0.05,-12.73,3.95050460499915e-37,2.7392989572037e-35,0,0,1.5,down
PARP12,4,-0.858,0.067,-12.73,4.16089764763746e-37,2.87747210584212e-35,0,0,2.48,down
TEF,4,0.719,0.057,12.72,4.55764507937201e-37,3.1434381955434e-35,0,0,1.19,up
KIF23,4,-1.257,0.099,-12.72,4.66726269124766e-37,3.21048091080929e-35,14.3,0.0062,3.5,down
MFSD1,4,-0.312,0.025,-12.71,5.05297391709769e-37,3.46658136317811e-35,0,0,0.91,down
SLC7A11,4,-1.681,0.132,-12.71,5.23194489631805e-37,3.57272442563595e-35,15.1,0.0132,3.53,down
TOP1,4,-0.862,0.068,-12.71,5.23531765123734e-37,3.57272442563595e-35,20.2,0.004,3.76,down
EMX2,4,1.393,0.11,12.71,5.34089329922105e-37,3.63518063923825e-35,9.7,0.0054,3.32,up
IGFL2,4,1.938,0.153,12.7,5.58934522810715e-37,3.79429986823525e-35,41.4,0.0358,5.12,up
PGLYRP4,4,-1.432,0.113,-12.7,5.62934948264635e-37,3.81145274919281e-35,0,0,0.52,down
GPD2,4,0.417,0.033,12.7,5.64446722980368e-37,3.81171019403766e-35,0,0,1.25,up
C16orf62,4,-0.33,0.026,-12.69,6.30896582400992e-37,4.24935135604668e-35,0,0,2.37,down
CCAR1,4,-0.478,0.038,-12.69,6.52766119322055e-37,4.38523192471315e-35,0,0,1.48,down
PCDHGA7,4,0.452,0.036,12.69,6.87983511384065e-37,4.60984599441385e-35,0,0,1.1,up
FAM120AOS,4,0.281,0.022,12.68,7.40161833513918e-37,4.94665262584082e-35,0,0,2.14,up
HLA-DQA1,4,-0.617,0.049,-12.68,7.53796949105245e-37,5.02479492053043e-35,0,0,0.38,down
TMPO,4,-0.639,0.05,-12.68,7.62687749060124e-37,5.07099124465065e-35,13.9,0.0018,3.48,down
LCE3E,4,-4.348,0.343,-12.67,9.09338444446839e-37,6.03054603260847e-35,9.1,0.0508,3.3,down
GPD1L,4,0.803,0.063,12.66,1.0297464467045e-36,6.81160155947962e-35,18.5,0.0037,3.68,up
HKR1,4,0.496,0.039,12.65,1.13164266695807e-36,7.46653212709272e-35,0,0,1.65,up
HK2,4,-1.541,0.122,-12.64,1.21153077678552e-36,7.97329058798493e-35,51,0.0266,6.12,down
PCDHGA11,4,0.442,0.035,12.64,1.31760439531979e-36,8.64937057882003e-35,0,0,1.13,up
ATP6V1B2,4,-0.644,0.051,-12.63,1.45175053588475e-36,9.50584198990458e-35,31.4,0.0031,4.37,down
LIFR-AS1,3,1.659,0.131,12.63,1.46968800666851e-36,9.59899257688744e-35,0,0,0.13,up
DCAF16,4,0.379,0.03,12.63,1.48355477682514e-36,9.665153840757e-35,0,0,2.72,up
ATXN7L3,4,-0.365,0.029,-12.62,1.58702420781164e-36,1.03132648519699e-34,0,0,2.99,down
RNPEPL1,4,0.346,0.027,12.62,1.71708358421869e-36,1.11304886772511e-34,0,0,2.82,up
CD59,4,0.536,0.042,12.61,1.828064255335e-36,1.18202634749961e-34,0,0,2.91,up
SLC25A26,4,0.405,0.032,12.6,2.19438289136395e-36,1.41534960354707e-34,0,0,2.83,up
EHF,4,-1.881,0.149,-12.59,2.53466737813871e-36,1.63076211612387e-34,60.5,0.0465,7.6,down
NCAPG2,4,-0.618,0.049,-12.58,2.81855304990103e-36,1.8089095802144e-34,0,0,1.19,down
CRISPLD1,4,1.276,0.102,12.56,3.57467481998855e-36,2.28849974119267e-34,0,0,2.32,up
PCDHGA2,4,0.458,0.037,12.54,4.72203673184908e-36,3.01557427240851e-34,0,0,1.06,up
RPL5P34,4,0.408,0.033,12.53,5.24644083473322e-36,3.34221541255025e-34,0,0,0.06,up
CDC45,4,-1.434,0.114,-12.53,5.28141896731948e-36,3.35623145382681e-34,0,0,0.85,down
NCL,4,-0.438,0.035,-12.52,5.79421076759697e-36,3.67307517875314e-34,0,0,2.47,down
RP11-113D6.6,4,-1.062,0.085,-12.52,6.12069865938254e-36,3.87055623780611e-34,0,0,2.59,down
S100A16,4,-0.833,0.067,-12.51,6.23963592430178e-36,3.93614496454003e-34,22.1,0.0042,3.85,down
CNOT9,4,-0.327,0.026,-12.51,6.7491208346263e-36,4.24718397242761e-34,0,0,2.37,down
GLTPP1,4,-1.063,0.085,-12.5,7.07417832198332e-36,4.44093563397516e-34,0,0,2.58,down
UMPS,4,-0.391,0.031,-12.5,7.13154041903734e-36,4.4661056028567e-34,0,0,2.92,down
COX10,4,-0.591,0.047,-12.49,8.3199420974413e-36,5.19775319826622e-34,0,0,2.14,down
HMOX1,4,-0.998,0.08,-12.48,9.24770252402583e-36,5.76343561641938e-34,1.9,7e-04,3.06,down
RP11-180C16.1,4,0.629,0.05,12.48,9.66398295934869e-36,6.0083955591489e-34,0,0,2.77,up
RTP4,4,-1.917,0.154,-12.47,1.08973164350651e-35,6.75894945507248e-34,2.3,0.0026,3.07,down
BLM,4,-1.303,0.105,-12.45,1.34819635358665e-35,8.34204557157063e-34,0,0,1.39,down
DHFRP1,4,-1.053,0.085,-12.45,1.36031697915836e-35,8.39695425989302e-34,0,0,2.77,down
HDAC5,4,0.498,0.04,12.45,1.39933392910043e-35,8.61723160529848e-34,0,0,0.87,up
PA2G4,4,-0.485,0.039,-12.44,1.49382749290481e-35,9.17728130082896e-34,0,0,2.08,down
PCDHGB5,4,0.515,0.041,12.44,1.58339411724553e-35,9.70447996408495e-34,9.1,9e-04,3.3,up
PCDHGB3,4,0.452,0.036,12.44,1.65190072186442e-35,1.01004161395512e-33,0,0,1.08,up
COASY,4,-0.425,0.034,-12.43,1.7906221084639e-35,1.09227948616298e-33,0,0,0.95,down
SORL1,4,0.852,0.069,12.43,1.80540973381322e-35,1.09870864365518e-33,7.6,0.0018,3.25,up
LINC01254,2,2.422,0.195,12.43,1.86604058170385e-35,1.13294069495748e-33,10.8,0.0091,1.12,up
PGM5,4,1.283,0.103,12.42,2.02715647183473e-35,1.22787763436847e-33,0,0,1.61,up
SSRP1,4,-0.368,0.03,-12.42,2.0897328540171e-35,1.26282361066118e-33,0,0,2.53,down
HNRNPF,4,-0.319,0.026,-12.41,2.28383265867233e-35,1.37690088307462e-33,0,0,2.99,down
SCEL,4,1.644,0.132,12.41,2.3841316598703e-35,1.43402747095082e-33,40.4,0.0265,5.03,up
FOXRED2,4,-0.906,0.073,-12.4,2.5936225223721e-35,1.55641422084993e-33,0,0,2.38,down
YARS,4,-0.815,0.066,-12.4,2.73724606453331e-35,1.63879935678448e-33,32.7,0.0055,4.46,down
RP11-700P18.1,4,-0.605,0.049,-12.4,2.76421996823366e-35,1.65112668033246e-33,0,0,2.11,down
OASL,4,-4.232,0.342,-12.38,3.21135827336102e-35,1.91379194429054e-33,7,0.0375,3.22,down
MOAP1,4,0.483,0.039,12.38,3.22946674268004e-35,1.9201592605213e-33,9.6,8e-04,3.32,up
EPHA4,4,-0.56,0.045,-12.37,3.6232672132409e-35,2.14936200007483e-33,0,0,1.61,down
MPST,4,0.399,0.032,12.33,6.04664071261654e-35,3.57872575265708e-33,0,0,2.91,up
MREG,4,-0.908,0.074,-12.33,6.12907933017859e-35,3.61923533780226e-33,29.9,0.0065,4.28,down
FBXO46,4,-0.713,0.058,-12.32,7.17362837530206e-35,4.22639463095245e-33,8.7,0.0015,3.29,down
PCDHGA9,4,0.443,0.036,12.32,7.25889973257387e-35,4.26691324280206e-33,0,0,0.95,up
TNIP3,3,-6.79,0.552,-12.31,8.43534610936553e-35,4.94720616264467e-33,0,0,0.34,down
CCNB1,4,-1.708,0.139,-12.3,8.59403083927352e-35,5.02886908658304e-33,36.9,0.0269,4.75,down
SELENBP1,4,0.916,0.074,12.3,8.8002520273933e-35,5.13791689472913e-33,0,0,1.08,up
IGSF3,4,-0.654,0.053,-12.3,9.4509330770721e-35,5.50538137624758e-33,25.1,0.003,4.01,down
SPATA6,4,0.746,0.061,12.29,1.01933433145694e-34,5.92450857276459e-33,0,0,1.9,up
RAB5A,4,-0.611,0.05,-12.28,1.1403885545593e-34,6.61323084643986e-33,0,0,2.14,down
IPO4,4,-0.53,0.043,-12.28,1.22007071774636e-34,7.05948748183265e-33,0,0,0.38,down
SELENOM,3,0.914,0.074,12.27,1.24615281537318e-34,7.19430723589554e-33,0,0,0.71,up
REL,4,-0.866,0.071,-12.27,1.3064912121848e-34,7.52585494698167e-33,9.1,0.0022,3.3,down
ABCG4,4,-4.361,0.356,-12.25,1.63905043683881e-34,9.42053344408867e-33,12.8,0.0787,3.44,down
CYFIP1,4,-0.225,0.018,-12.25,1.6790608445091e-34,9.62909749055062e-33,0,0,1.37,down
SLC28A3,4,-0.919,0.075,-12.24,1.82903967313106e-34,1.04659916163411e-32,0,0,2.69,down
PLSCR3,4,-0.592,0.048,-12.23,2.13896352400793e-34,1.2212395714115e-32,21.2,0.0023,3.81,down
PCDHGB1,4,0.444,0.036,12.23,2.17650262306578e-34,1.23993532693774e-32,0,0,1.07,up
DDIAS,4,-1.16,0.095,-12.22,2.42626475426303e-34,1.3784405881258e-32,0,0,2.68,down
FAM189B,4,-0.501,0.041,-12.22,2.43028498370464e-34,1.3784405881258e-32,0,0,1.36,down
ALDH2,4,-0.513,0.042,-12.22,2.47034325648468e-34,1.39809536073785e-32,0,0,0.71,down
TRAF3IP2,4,-0.367,0.03,-12.22,2.5483472523432e-34,1.43909286756778e-32,0,0,1.57,down
PHYH,4,1.014,0.083,12.22,2.55896481063301e-34,1.44194043272793e-32,31.3,0.0085,4.37,up
EIF4A1P10,4,-0.855,0.07,-12.21,2.71921490759954e-34,1.52890813848162e-32,38.6,0.007,4.89,down
PLA2G3,4,-1.414,0.116,-12.21,2.75865115073423e-34,1.54771699268092e-32,0,0,0.57,down
TEKT3,3,2.744,0.225,12.21,2.83826048781287e-34,1.58893439949766e-32,0,0,1.6,up
AVEN,4,-0.576,0.047,-12.21,2.85551053801827e-34,1.59513875929383e-32,0,0,2.76,down
PLAC9,3,1.548,0.127,12.21,2.86664546437391e-34,1.59790772177946e-32,17.3,0.0106,2.42,up
CTD-2547L24.3,3,-1.662,0.136,-12.2,3.08124546220813e-34,1.71383511042045e-32,0,0,0.37,down
NOP9,4,-0.352,0.029,-12.2,3.12714425660936e-34,1.73563216851812e-32,0,0,1.43,down
INHBB,3,1.211,0.099,12.19,3.33421178633709e-34,1.84659643772639e-32,0,0,1.72,up
APEX2,4,-0.488,0.04,-12.19,3.59637667967904e-34,1.98753603511151e-32,0,0,1.8,down
RP11-599B13.6,4,0.525,0.043,12.18,3.80318471071562e-34,2.09734689462577e-32,0,0,2.25,up
FIGNL1,4,-0.669,0.055,-12.18,4.12886721444285e-34,2.27210684328404e-32,0,0,2.63,down
EEF1A1P6,4,0.339,0.028,12.17,4.25944235330531e-34,2.33898549948808e-32,0,0,2.9,up
FAM153C,3,2.754,0.226,12.17,4.56105496452451e-34,2.49930350852674e-32,2.6,0.0046,2.05,up
PCDHGB2,4,0.441,0.036,12.17,4.6036952575167e-34,2.51733560550554e-32,0,0,1.5,up
DHX33,4,-0.48,0.039,-12.16,4.78145237259561e-34,2.60901865326609e-32,0,0,1.97,down
CCR7,2,-2.111,0.174,-12.16,4.93935301207864e-34,2.68950371167162e-32,0,0,0.18,down
CYP27C1,4,-1.016,0.084,-12.16,5.13408709242471e-34,2.78966446551413e-32,0,0,2,down
ABCE1,4,-0.503,0.041,-12.16,5.26842124173162e-34,2.85665507329448e-32,0,0,2.26,down
NCAM1,4,1.364,0.112,12.15,5.58735265911145e-34,3.02324872751587e-32,3.4,0.0021,3.11,up
TCEAL1,4,0.747,0.061,12.15,5.65835121895947e-34,3.05527340140225e-32,0,0,1.06,up
PCDHGA5,4,0.442,0.036,12.15,5.78243213456243e-34,3.11576718184006e-32,0,0,1.38,up
CYSRT1,3,-1.122,0.092,-12.15,6.08389959383517e-34,3.27139249677657e-32,0,0,0.17,down
MXRA7,4,0.883,0.073,12.14,6.77200900463081e-34,3.63384317211144e-32,0,0,2.45,up
C5orf49,2,3.257,0.268,12.13,7.08661097848432e-34,3.79478481050763e-32,32.3,0.0466,1.48,up
STIP1,4,-0.509,0.042,-12.13,7.31182201849061e-34,3.90729265880664e-32,0,0,0.2,down
CTC-250I14.6,4,-0.805,0.066,-12.13,7.37336815953945e-34,3.93205760986244e-32,0,0,2,down
DIO2,4,-0.983,0.081,-12.13,7.49700908332076e-34,3.98976631545284e-32,0,0,2.03,down
PABPC1,4,-0.297,0.025,-12.12,8.36696792317779e-34,4.4435987343957e-32,0,0,2.49,down
AC093724.2,3,-0.708,0.058,-12.12,8.41951299728947e-34,4.46234188856342e-32,0,0,0.37,down
TMEM45A,4,-0.595,0.049,-12.12,8.66509001726417e-34,4.58310609829285e-32,7.8,9e-04,3.25,down
HRH3,2,-3.923,0.324,-12.11,8.80337281327994e-34,4.64674356005454e-32,0,0,0.81,down
PHKA1,4,-0.509,0.042,-12.11,8.9611967238567e-34,4.72041531702301e-32,0,0,2.62,down
RP11-468E2.4,4,-0.741,0.061,-12.11,9.03082600435286e-34,4.74528210353273e-32,17,0.0034,3.62,down
HS3ST6,2,2.378,0.196,12.11,9.0450977305971e-34,4.74528210353273e-32,59.5,0.0472,2.47,up
NUP50,4,-0.428,0.035,-12.11,9.14162215983023e-34,4.78621286521962e-32,0,0,1.56,down
AEN,4,-1.186,0.098,-12.11,9.86532143894361e-34,5.15468027670379e-32,0,0,1.54,down
SLC47A1,4,0.827,0.068,12.1,1.00287761385235e-33,5.22952149287848e-32,0,0,1.91,up
RP11-1223D19.6,3,-4.295,0.355,-12.09,1.13665732251218e-33,5.90489719655953e-32,0,0,1.47,down
NRN1,4,1.019,0.084,12.09,1.13696211099855e-33,5.90489719655953e-32,2.5,8e-04,3.08,up
TRIM69,4,-0.685,0.057,-12.08,1.27923978040825e-33,6.63051256121825e-32,0,0,1.61,down
BBIP1,4,0.729,0.06,12.08,1.29199043669469e-33,6.68320813093432e-32,0,0,0.97,up
PCDHGA3,4,0.446,0.037,12.08,1.33634360295135e-33,6.89884050833011e-32,0,0,1.24,up
RP11-113C12.4,2,2.986,0.247,12.08,1.40396302410542e-33,7.23348598714394e-32,0,0,0.76,up
UTP14A,4,-0.558,0.046,-12.07,1.47782739300288e-33,7.59891206612855e-32,0,0,2.57,down
KCND3,4,-0.553,0.046,-12.07,1.51935350957924e-33,7.79693634360265e-32,0,0,0.54,down
ZNF230,4,0.777,0.064,12.07,1.59561616967024e-33,8.17208249749528e-32,0,0,1.8,up
RARS,4,-0.377,0.031,-12.06,1.75644688040357e-33,8.97801227564387e-32,0,0,2.01,down
RSAD2,4,-2.707,0.224,-12.06,1.79465649179445e-33,9.15522593762754e-32,0,0,0.84,down
SPRR3,3,-4.263,0.354,-12.06,1.81204137726549e-33,9.22571617747925e-32,0,0,1.93,down
GID8,4,-0.386,0.032,-12.05,1.93242322346439e-33,9.81929160150945e-32,0,0,2.85,down
TIGAR,4,-1.276,0.106,-12.04,2.23319394289343e-33,1.13253584586266e-31,32.2,0.0138,4.43,down
