gene,k,logFC,SE,z,P,FDR,I2,tau2,Q,direction
C6orf226,4,0.221,0.207,1.07,0.285645285168694,0.388429529737282,63.3,0.0847,8.18,up
TBCD,4,0.107,0.101,1.07,0.285742307301907,0.388541035490065,75.2,0.0211,12.1,up
RP11-274H2.5,2,0.325,0.305,1.07,0.285762659217957,0.388548281884831,0,0,0,up
VENTX,3,-0.347,0.325,-1.07,0.285828717050897,0.388617670073301,54.7,0.1719,4.41,down
RP11-452K12.4,2,0.127,0.119,1.07,0.285882716312062,0.388670656785911,0,0,0.81,up
CENPM,4,-0.233,0.218,-1.07,0.285920782377278,0.388701977156685,57.6,0.09,7.08,down
RP11-257P3.3,4,0.21,0.197,1.07,0.285950687827758,0.388722200671562,70.5,0.0992,10.18,up
AC000123.4,4,-0.166,0.155,-1.07,0.286055341791619,0.388841836041201,23,0.0241,3.9,down
TSLP,4,-0.401,0.376,-1.07,0.286068761838539,0.388841836041201,65.1,0.3463,8.61,down
RP11-968O1.5,3,0.482,0.451,1.07,0.286104399026958,0.388869839530886,78.1,0.4621,9.14,up
DCXR,4,0.178,0.167,1.07,0.286310733985693,0.389119436673222,82.8,0.0692,17.44,up
UBE2W,4,0.11,0.103,1.07,0.286329822889872,0.389119436673222,80.4,0.0253,15.29,up
PDCL3P4,4,0.098,0.091,1.07,0.286333170382182,0.389119436673222,0,0,0.5,up
FTH1P11,4,0.148,0.139,1.07,0.286495109205701,0.389319051357971,70.2,0.0448,10.07,up
RBKS,4,-0.229,0.215,-1.07,0.286620123731992,0.389468471167607,77.4,0.122,13.25,down
CCT4P1,2,0.341,0.32,1.07,0.286644198549083,0.389480722420461,0,0,0.1,up
RP11-46D6.1,4,0.112,0.106,1.07,0.286667895268329,0.389492458668841,6.8,0.0034,3.22,up
ISY1-RAB43,4,-0.111,0.104,-1.07,0.286701256109922,0.389517323529287,89.7,0.0291,29.25,down
MIR4721,3,-0.252,0.237,-1.07,0.286756174799404,0.389571473107037,90.2,0.1396,20.41,down
CTD-2184D3.3,2,-0.365,0.342,-1.07,0.286851292214429,0.389680225948527,0,0,0.21,down
CTB-25B13.9,2,0.372,0.349,1.06,0.286929241988746,0.389765646785552,10.4,0.0339,1.12,up
ASCC1,4,0.058,0.055,1.06,0.287071310131731,0.38993815268353,46.3,0.0048,5.58,up
PLB1,4,-0.065,0.061,-1.06,0.287387194456498,0.390346728149505,0,0,2.86,down
ERICH5,4,0.184,0.173,1.06,0.287448490049794,0.390409480998155,0,0,2.24,up
ZNF814,4,0.064,0.06,1.06,0.287506111719861,0.390467237635081,0.8,2e-04,3.02,up
MGA,4,0.126,0.118,1.06,0.287564297187901,0.39052575387072,58.7,0.0313,7.26,up
FAS,4,0.172,0.161,1.06,0.287588760018275,0.390538469448318,83.2,0.0769,17.86,up
TRIM17,4,0.134,0.126,1.06,0.287673726955763,0.390633342467782,0,0,1.96,up
CREB3L4,4,0.287,0.27,1.06,0.287841932333244,0.39084122941343,91.1,0.2241,33.56,up
TSG101,4,0.043,0.041,1.06,0.287970344539376,0.390995064894032,34.1,0.0022,4.55,up
RP5-882C2.2,4,0.28,0.263,1.06,0.287998604881945,0.391010815840738,65.3,0.1757,8.64,up
RFX8,2,-0.337,0.317,-1.06,0.288012181123643,0.391010815840738,0,0,0.32,down
OR7E128P,3,0.397,0.374,1.06,0.288044360677278,0.391016719760259,73.3,0.3069,7.49,up
SDHB,4,-0.169,0.159,-1.06,0.288046766223021,0.391016719760259,92.8,0.0753,41.93,down
SCNM1,4,-0.075,0.07,-1.06,0.288168759523342,0.391161792605843,63.1,0.0101,8.14,down
DPY19L2P2,4,-0.149,0.141,-1.06,0.288355053668324,0.39139412794949,0,0,2.82,down
SLC25A1P5,3,0.156,0.147,1.06,0.288383295017427,0.391411919727683,0,0,1.17,up
RP5-1028L10.1,3,-0.48,0.453,-1.06,0.288409540252569,0.391427000529593,81.8,0.4947,11,down
RP11-656D10.6,4,0.129,0.122,1.06,0.28860398665194,0.391670348975011,0,0,2.56,up
AC005954.4,2,-0.286,0.27,-1.06,0.288769151214616,0.39187393499212,0,0,0.21,down
GPR34,3,0.217,0.205,1.06,0.288905623307573,0.392038564597433,63.4,0.0756,5.46,up
RP11-305O6.4,3,0.208,0.196,1.06,0.289029587292873,0.392186204592774,15,0.0196,2.35,up
GMDS,4,0.259,0.245,1.06,0.289147408930539,0.39232549494174,90.1,0.1941,30.21,up
SS18L2,4,-0.102,0.096,-1.06,0.289268747845543,0.392469542793743,50.6,0.0176,6.07,down
RP11-640N20.4,4,0.131,0.124,1.06,0.289404460273477,0.3926330759816,0,0,1.93,up
RPL24P2,4,0.143,0.135,1.06,0.289511871865684,0.392739131169862,56,0.0373,6.82,up
LHPP,4,-0.081,0.076,-1.06,0.28951300165808,0.392739131169862,10.1,0.0029,3.34,down
ZNF697,4,0.135,0.127,1.06,0.289646267187357,0.392899305319861,42.3,0.0258,5.2,up
C1orf228,2,0.355,0.336,1.06,0.289767844621416,0.393043608836182,0,0,0.01,up
GPLD1,4,-0.244,0.23,-1.06,0.289789499320605,0.3930523682641,82.8,0.1463,17.42,down
RP11-51F16.9,2,0.339,0.321,1.06,0.289825992068542,0.393081251120124,15.1,0.0351,1.18,up
ANAPC5,4,-0.072,0.068,-1.06,0.289933282627328,0.393206146603388,72.6,0.0112,10.96,down
HSPD1P12,2,-0.712,0.672,-1.06,0.289975223645317,0.393237824538777,72.9,0.6758,3.69,down
HNRNPA1P28,2,0.147,0.139,1.06,0.28998704869425,0.393237824538777,0,0,0,up
TMEM182,4,-0.182,0.172,-1.06,0.290093731140851,0.393361867580317,34.8,0.0403,4.6,down
AC079780.3,2,-0.395,0.374,-1.06,0.290160484102828,0.393431756793476,45.6,0.1377,1.84,down
MMP25,3,-0.572,0.541,-1.06,0.290250865764018,0.393533675409968,92.5,0.6984,26.53,down
TBC1D32,4,0.216,0.204,1.06,0.290454786157706,0.393789515604283,80.3,0.1207,15.24,up
RP11-419M24.4,2,-0.182,0.173,-1.06,0.290495417278613,0.39382395809278,16.8,0.01,1.2,down
CTC-303L1.1,3,-0.378,0.358,-1.06,0.290519091598964,0.39383540988079,27.7,0.1148,2.76,down
JMJD8,4,0.092,0.087,1.06,0.290617857244679,0.393948650931676,78.9,0.0169,14.22,up
RSPH10B2,4,0.072,0.068,1.06,0.290753217508568,0.394111483551261,0,0,1.12,up
SPRY4,4,-0.261,0.247,-1.06,0.29078584253417,0.394135050377517,69.7,0.1572,9.91,down
AMOTL2,4,0.041,0.039,1.06,0.291070283388849,0.394499911416926,0,0,1.75,up
HMGN2P3,4,-0.146,0.138,-1.06,0.291210980990111,0.394669923094123,62.9,0.0426,8.09,down
TRPM1,4,-0.379,0.359,-1.06,0.291240731512775,0.394689561427635,80.2,0.3747,15.12,down
USP32P1,4,0.135,0.128,1.06,0.291312831068139,0.394747379385448,0,0,2.85,up
RP11-613D13.5,4,-0.087,0.082,-1.06,0.291313920133391,0.394747379385448,0,0,0.25,down
C1orf50,4,0.058,0.055,1.06,0.291342145818213,0.394755827970596,0,0,1.65,up
ZSCAN12,4,0.152,0.144,1.06,0.291350680487578,0.394755827970596,73.1,0.0526,11.16,up
CIC,4,-0.039,0.037,-1.05,0.291461057250105,0.394884692756245,0,0,1.64,down
HIST1H2BL,2,-0.427,0.405,-1.05,0.291725531207429,0.395222310992035,82,0.2732,5.55,down
AC092170.1,2,0.27,0.256,1.05,0.291845573623297,0.39536423193971,0,0,0.23,up
C1GALT1P2,2,-0.312,0.296,-1.05,0.291862039743578,0.395365830195774,0,0,0.41,down
PPIAP13,2,-0.203,0.192,-1.05,0.29188765154756,0.395379816676762,64.5,0.049,2.81,down
RP11-756A22.7,4,-0.144,0.137,-1.05,0.29211389277453,0.395665552381275,40.5,0.0295,5.04,down
CAPN5,4,0.278,0.264,1.05,0.292320950660153,0.395925275862703,74.7,0.1663,11.88,up
MSTN,2,0.727,0.691,1.05,0.29235139516874,0.395945776019495,60.9,0.6162,2.56,up
HDAC8,4,-0.087,0.082,-1.05,0.292382765646236,0.39596752804871,34.7,0.0101,4.59,down
QPCT,4,-0.111,0.106,-1.05,0.292411524023834,0.395985740476069,39.2,0.016,4.94,down
AC004899.3,2,-0.301,0.286,-1.05,0.292496874057999,0.396080583802937,0,0,0,down
RP4-675C20.4,2,0.348,0.33,1.05,0.292540264461125,0.396113726438108,28.9,0.0654,1.41,up
SLC2A3P1,4,0.18,0.171,1.05,0.292551979679119,0.396113726438108,86.7,0.0956,22.64,up
RP11-66B24.7,2,0.918,0.873,1.05,0.292784216681882,0.396368412829061,84.5,1.2941,6.44,up
ACTBP11,2,-0.056,0.053,-1.05,0.292789915106888,0.396368412829061,0,0,0.14,down
ABCB1,4,-0.155,0.148,-1.05,0.29280991910877,0.396368412829061,40,0.0309,5,down
KAT6A,4,0.229,0.218,1.05,0.292812169073423,0.396368412829061,96.8,0.165,92.83,up
FBXL14,4,-0.106,0.101,-1.05,0.292816705224438,0.396368412829061,52.6,0.017,6.34,down
GORAB,4,-0.069,0.065,-1.05,0.292889290014553,0.396425374450414,0,0,2.17,down
RASGRF2,4,0.174,0.165,1.05,0.292889440162889,0.396425374450414,49.2,0.048,5.9,up
ALG9,4,0.04,0.038,1.05,0.292999107907991,0.396553057400956,0,0,0.7,up
SDE2,4,0.139,0.133,1.05,0.293110311068108,0.396682804953459,90.2,0.054,30.53,up
ACO1,4,0.067,0.064,1.05,0.293203259567518,0.396787835153531,0,0,0.01,up
RP11-598P20.3,4,-0.142,0.135,-1.05,0.293420433401086,0.397060957959801,19.1,0.0184,3.71,down
RP11-1415C14.3,2,0.378,0.36,1.05,0.293443191757453,0.397070979994494,73.1,0.196,3.72,up
ELOVL2,4,0.212,0.201,1.05,0.29348560608259,0.397107596951092,0,0,1.33,up
TPT1P5,3,-0.271,0.258,-1.05,0.293703228507809,0.397362089637296,0,0,1.57,down
RP11-147L13.8,2,0.623,0.594,1.05,0.293704418017174,0.397362089637296,65.4,0.468,2.89,up
CHCHD6,4,0.185,0.176,1.05,0.293724586422093,0.397368589979131,78.9,0.0781,14.25,up
URGCP-MRPS24,4,-0.182,0.173,-1.05,0.293777282970801,0.397419093402208,93.3,0.0887,44.49,down
CEACAM5,3,-0.664,0.633,-1.05,0.293808736221776,0.3974408553159,96.4,1.1431,55.55,down
RP11-301G23.1,3,0.338,0.322,1.05,0.293889037177396,0.397528688748296,36,0.113,3.12,up
LRRC4C,2,0.619,0.59,1.05,0.293908821709531,0.397534659799985,77.4,0.5388,4.43,up
SLC25A6P2,2,0.111,0.106,1.05,0.294010055632586,0.397650791135345,0,0,0.94,up
RPL23AP37,2,0.533,0.508,1.05,0.294056034150009,0.39769218088558,83.4,0.4329,6.02,up
RP11-358L22.3,4,0.296,0.283,1.05,0.294111684186236,0.3977466457408,57.7,0.1811,7.09,up
INTS6P1,4,-0.163,0.156,-1.05,0.294272172533474,0.397942877256392,53.5,0.0467,6.45,down
PPP1R13B,4,-0.039,0.037,-1.05,0.294344249597004,0.39801953634009,0,0,2.22,down
SPHK1,4,-0.312,0.298,-1.05,0.29452315437674,0.398240634922627,94,0.2343,50.4,down
FAM187A,3,0.182,0.173,1.05,0.294588786427169,0.398308556231497,0,0,0.38,up
TRAPPC11,4,-0.037,0.036,-1.05,0.294664500264935,0.398390101142304,32.5,0.0015,4.44,down
RP11-24M17.4,2,0.292,0.278,1.05,0.294711890162323,0.398433345207168,0,0,0.96,up
PNMA6A,2,0.663,0.633,1.05,0.294803096769229,0.398535819299568,68.1,0.5824,3.13,up
AQP6,2,0.495,0.473,1.05,0.294892575207593,0.398635946541012,34.1,0.1838,1.52,up
LMOD3,2,0.97,0.926,1.05,0.295024979796073,0.398779306644866,90.2,1.5474,10.18,up
MIR4435-2HG,4,-0.249,0.238,-1.05,0.295029463062539,0.398779306644866,73.8,0.1421,11.47,down
EIF4EP1,3,-0.262,0.25,-1.05,0.295096610047731,0.39884111218751,0,0,1.13,down
AGGF1P10,2,-0.342,0.327,-1.05,0.295106030155133,0.39884111218751,0,0,0.05,down
LINC00954,3,0.212,0.202,1.05,0.295203204951053,0.398951598539766,0,0,1.67,up
TUT1,4,0.049,0.046,1.05,0.295438657784948,0.399248939074659,0,0,2.37,up
MMP25-AS1,4,-0.205,0.196,-1.05,0.295492250806421,0.399300500253776,67.9,0.0948,9.35,down
MAVS,4,-0.136,0.13,-1.05,0.295576275753485,0.399390890873269,87.7,0.0519,24.3,down
RP11-264B14.2,4,0.116,0.111,1.05,0.29559002602444,0.399390890873269,46.6,0.0223,5.62,up
RP11-578F21.2,2,-0.282,0.27,-1.05,0.295739290580737,0.39957169783107,0,0,0.34,down
MYPOP,3,-0.087,0.083,-1.05,0.295783551218109,0.399610623104115,0,0,0.24,down
LGALSL,4,0.134,0.129,1.05,0.295838080435311,0.399663416682105,65.3,0.0343,8.64,up
MKRN2OS,4,0.246,0.236,1.05,0.295906981383961,0.399735619268503,68.4,0.1329,9.5,up
IMMP1LP1,3,0.356,0.341,1.05,0.296000286018732,0.399836432102358,56.5,0.1956,4.6,up
RP11-37C7.3,3,0.222,0.213,1.05,0.29601252713795,0.399836432102358,0,0,1.57,up
UXS1,4,0.097,0.093,1.04,0.296093488058495,0.39987765067778,79.7,0.0212,14.75,up
AC079630.4,3,0.334,0.32,1.04,0.296110391583503,0.39987765067778,62.4,0.1867,5.33,up
LEP,2,0.67,0.641,1.04,0.296116835811927,0.39987765067778,80.3,0.6617,5.07,up
RP11-302M6.4,4,-0.088,0.084,-1.04,0.296119977296931,0.39987765067778,10.7,0.0042,3.36,down
NUDT17,4,0.151,0.145,1.04,0.296123708856131,0.39987765067778,71.2,0.0548,10.42,up
SKIV2L2,4,0.023,0.022,1.04,0.296135807341564,0.39987765067778,0,0,2.43,up
RPSAP6,4,0.307,0.294,1.04,0.296245564937577,0.400004974760923,45.7,0.1549,5.53,up
SENP6,4,0.104,0.1,1.04,0.296332139899148,0.400100984879493,85.1,0.0252,20.08,up
CTC-301O7.4,2,0.269,0.258,1.04,0.296372893314764,0.400135120984135,0,0,0.3,up
S100A10,4,0.154,0.147,1.04,0.296395212860732,0.40014436712757,80.3,0.0576,15.2,up
MRPL22,4,-0.093,0.089,-1.04,0.296423437415094,0.400161583866798,42.2,0.013,5.19,down
ADAM20,2,0.291,0.279,1.04,0.296498264852999,0.400241707837055,0,0,0.07,up
KSR2,3,0.625,0.599,1.04,0.296525425314371,0.400257481359578,72.4,0.7682,7.26,up
PPP1CB,4,-0.095,0.091,-1.04,0.296765110909464,0.400560110038743,73.7,0.0189,11.39,down
TEK,4,0.104,0.1,1.04,0.297024916356557,0.400889862581328,0,0,0.73,up
IDH2,4,-0.307,0.295,-1.04,0.297110074708478,0.400983874570031,95.4,0.2757,64.9,down
ARG2,4,-0.118,0.113,-1.04,0.297221670235933,0.40111355486471,86.4,0.0328,22.01,down
CTC-506B8.1,4,0.08,0.077,1.04,0.297306825723152,0.401207541505979,63.6,0.0115,8.24,up
RP1-265C24.8,2,0.616,0.591,1.04,0.297446170351546,0.401374641309145,70.9,0.5043,3.43,up
MIAT_exon5_3,2,-0.613,0.588,-1.04,0.297558155171694,0.401504806206213,86,0.5964,7.15,down
ATP5H,4,-0.122,0.117,-1.04,0.297679973080266,0.401648224933382,87,0.0394,23.03,down
RP11-861E21.3,2,-0.347,0.333,-1.04,0.297698448441506,0.401652199816959,0,0,0.15,down
SLC25A5P6,2,-0.387,0.372,-1.04,0.297760356313348,0.401714770000962,67.1,0.1852,3.04,down
RP11-73O6.3,4,-0.208,0.2,-1.04,0.297827994618686,0.401785064303031,25.5,0.0414,4.03,down
RPL17P33,2,0.282,0.271,1.04,0.297899208501974,0.401860174656812,38.9,0.0671,1.64,up
TGFBR3L,2,1.223,1.175,1.04,0.297927014675965,0.401876724083611,92.7,2.5647,13.72,up
RP11-342D11.2,4,0.096,0.092,1.04,0.297996396053776,0.401949350067007,0,0,0.8,up
VPS13D,4,0.169,0.163,1.04,0.298053998684036,0.402006081662698,91.9,0.0788,36.99,up
CTC-260E6.6,4,0.048,0.046,1.04,0.298146720011229,0.402110171891872,0,0,2.29,up
NDUFA9P1,4,-0.161,0.155,-1.04,0.298175079577758,0.402127451152317,38.6,0.0366,4.89,down
RP11-402K9.1,2,0.295,0.284,1.04,0.298258302956828,0.402218715661682,0,0,0.03,up
RP11-79L9.2,2,-0.138,0.133,-1.04,0.29840236746674,0.402392014189769,0,0,0.85,down
HSPD1P7,2,-0.383,0.369,-1.04,0.29856503461238,0.402590378771419,0,0,0.37,down
SERPIND1,3,-0.416,0.4,-1.04,0.298648675423312,0.402682167717055,74.4,0.3541,7.81,down
RP11-511P7.6,3,0.144,0.139,1.04,0.298890841739243,0.402987683404253,44.2,0.0246,3.58,up
COPS6,4,-0.14,0.135,-1.04,0.298924844942559,0.403012520308295,90.8,0.0531,32.45,down
TMSB4Y,3,0.372,0.358,1.04,0.299067017593137,0.403183181810211,0,0,0.37,up
RP11-540O11.4,4,-0.185,0.178,-1.04,0.299430777901338,0.403652540375284,47.5,0.058,5.71,down
SNORA7A,3,0.123,0.118,1.04,0.299625529259149,0.403894026620035,0,0,0.35,up
AC002398.9,4,-0.1,0.097,-1.04,0.299703769018512,0.403978438706211,73.5,0.0213,11.33,down
RP1-309F20.3,2,0.196,0.189,1.04,0.299779573917475,0.404058263009608,0,0,0.76,up
RP11-54C4.2,2,-0.537,0.518,-1.04,0.2997942339605,0.404058263009608,72.4,0.4018,3.62,down
NUP210L,2,0.915,0.883,1.04,0.299898500289233,0.404172952618177,61.9,1.1008,2.62,up
PDE7A,4,-0.143,0.138,-1.04,0.299910582533563,0.404172952618177,65.7,0.0434,8.76,down
ARHGEF16,3,-0.401,0.387,-1.04,0.300207769462436,0.404538698243716,93.5,0.3605,30.76,down
RP11-703M24.5,4,-0.259,0.25,-1.04,0.300213260674678,0.404538698243716,61.7,0.1453,7.84,down
C5AR2,3,-0.511,0.494,-1.04,0.300490761789925,0.40489153753241,91.1,0.6494,22.49,down
KIF9-AS1,4,0.123,0.119,1.04,0.300520698073309,0.404910780108776,0,0,0.71,up
MED15,4,-0.031,0.03,-1.04,0.300613597132078,0.404995544990029,0,0,0.91,down
SNORA57,3,0.314,0.303,1.04,0.300614927030567,0.404995544990029,50.3,0.1388,4.02,up
RP11-283C24.2,2,-0.461,0.445,-1.04,0.300645712250232,0.405015922789729,24.6,0.1423,1.33,down
RP11-342K6.1,4,0.113,0.109,1.03,0.300793384187111,0.405193754615388,42.7,0.02,5.24,up
AC015849.19,4,0.166,0.16,1.03,0.300840342672607,0.405215692070282,0,0,0.94,up
ZNF41,4,0.092,0.089,1.03,0.300841003678223,0.405215692070282,51.4,0.015,6.17,up
PRDX2P4,2,0.142,0.138,1.03,0.300860528528365,0.405220887874689,27.9,0.0136,1.39,up
KY,3,-0.57,0.551,-1.03,0.300924048337586,0.405285335669825,94.5,0.8471,36.14,down
LRRN3,3,0.13,0.126,1.03,0.300949261888657,0.405298188465932,0.4,2e-04,2.01,up
IK,4,-0.057,0.055,-1.03,0.300992808575885,0.405335728470618,58.3,0.006,7.19,down
NRF1,4,0.08,0.077,1.03,0.301009412200756,0.405336983243627,35.5,0.0085,4.65,up
AC087163.2,2,0.449,0.434,1.03,0.301058760600476,0.405382329454952,62.5,0.236,2.67,up
NMRAL1,4,-0.177,0.171,-1.03,0.301147869470946,0.405481206517599,94.3,0.0902,52.66,down
TUBAL3,2,0.572,0.554,1.03,0.301306126964503,0.405649521663346,47.8,0.3198,1.92,up
RALY-AS1,4,-0.139,0.134,-1.03,0.301316843129081,0.405649521663346,0,0,1.4,down
KB-1562D12.1,3,0.093,0.09,1.03,0.301319927706318,0.405649521663346,0,0,0.15,up
RNU7-111P,3,0.108,0.104,1.03,0.301481972773129,0.405846548888992,0,0,1.73,up
HCP5,4,-0.14,0.136,-1.03,0.30153697546488,0.405881327696779,69.4,0.0381,9.81,down
RPL23AP74,4,0.104,0.101,1.03,0.301539193925673,0.405881327696779,46,0.0183,5.56,up
VPS4B,4,-0.041,0.039,-1.03,0.301624673316066,0.405960368127993,37,0.0021,4.76,down
SNORA26,2,-0.452,0.438,-1.03,0.301629306925288,0.405960368127993,80.6,0.3124,5.15,down
RP11-562A8.4,4,-0.068,0.066,-1.03,0.301682222555256,0.406007459240974,0,0,0.49,down
CTD-2230M5.1,2,-0.601,0.582,-1.03,0.301695691275606,0.406007459240974,82.7,0.5606,5.76,down
RPE,4,-0.076,0.073,-1.03,0.301773417335249,0.40609092955041,46.7,0.0088,5.63,down
RP3-522J7.7,3,0.178,0.172,1.03,0.301854744296375,0.406179236589223,19.6,0.0206,2.49,up
SNRPEP2,4,-0.098,0.095,-1.03,0.301904778344758,0.406225428525065,33.7,0.0118,4.52,down
LDAH,4,-0.079,0.076,-1.03,0.301951698710987,0.40626013865116,52.9,0.011,6.37,down
TMEM38B,4,-0.152,0.148,-1.03,0.301961989848048,0.40626013865116,76.4,0.0571,12.69,down
SIK3,4,0.122,0.118,1.03,0.302101545920417,0.406426755978448,70.4,0.0367,10.13,up
RNU12,2,-0.673,0.653,-1.03,0.30212209545652,0.406433261046887,78.8,0.6821,4.71,down
FSIP1,2,0.335,0.324,1.03,0.302157807185101,0.406460161493496,0,0,0.03,up
RP11-745A24.1,2,0.388,0.376,1.03,0.302243349544135,0.406554087404281,63,0.1941,2.71,up
AGO2,4,-0.146,0.141,-1.03,0.302395243234193,0.406730028027683,90.4,0.0595,31.17,down
PIAS4,4,-0.062,0.06,-1.03,0.302405600022129,0.406730028027683,0,0,0.53,down
ST13P13,3,0.159,0.154,1.03,0.302445532598423,0.406762584115522,0,0,0.61,up
RASSF1,4,0.112,0.109,1.03,0.302544674366844,0.406872457689339,82.3,0.0306,16.98,up
R3HCC1,4,0.214,0.208,1.03,0.302558690795664,0.406872457689339,95.8,0.138,72.13,up
AC104306.1,3,0.224,0.218,1.03,0.302644494606819,0.406966684439574,0,0,0.7,up
CCNJP1,2,-0.314,0.305,-1.03,0.302724891493472,0.407053631067698,0,0,0.07,down
COMMD8,4,-0.099,0.096,-1.03,0.302784673170001,0.407112850221923,40.2,0.0141,5.02,down
ZBTB11-AS1,4,-0.177,0.172,-1.03,0.302816091706547,0.407133929193644,81.7,0.0828,16.36,down
IST1,4,-0.058,0.056,-1.03,0.302872513475134,0.407188620881633,65.7,0.0062,8.74,down
LSMEM1,4,0.478,0.464,1.03,0.302904216122333,0.407210075668591,83.2,0.6734,17.86,up
PROM1,3,-0.433,0.42,-1.03,0.303061097707301,0.407399804111311,85,0.4448,13.34,down
LMNA,4,0.035,0.034,1.03,0.303172787078747,0.40752876487733,0,0,2.09,up
KMT2C,4,0.185,0.18,1.03,0.303247759397565,0.407608359269235,89.6,0.104,28.83,up
OSBP,4,0.052,0.05,1.03,0.303470946587703,0.407887157020441,61.5,0.0049,7.8,up
MED11,4,0.06,0.058,1.03,0.303679394166239,0.408146115709603,0,0,0.26,up
MAP1LC3B2,4,-0.04,0.039,-1.03,0.303767038158232,0.408242695501404,0,0,1.35,down
WI2-89927D4.1,2,-0.231,0.224,-1.03,0.303795266152455,0.40825941825663,0,0,0,down
RP11-6N17.3,2,-0.331,0.322,-1.03,0.303856770682658,0.408320856078156,0,0,0,down
KATNA1,4,-0.103,0.1,-1.03,0.303922039850224,0.408387346149532,60.3,0.0218,7.56,down
CTD-2201G3.1,4,0.427,0.415,1.03,0.303951966148191,0.408406340716755,71.8,0.4418,10.63,up
CSMD3,2,0.339,0.33,1.03,0.304100314087767,0.40858444278265,0,0,0.07,up
RPL12P14,4,0.146,0.142,1.03,0.304193428449931,0.408688319226483,0,0,0.59,up
FBXO41,4,-0.06,0.059,-1.03,0.304226233063684,0.408711162058961,0,0,0.44,down
SEPT7P9,4,0.144,0.14,1.03,0.304273130686244,0.408752934715058,0,0,2.59,up
RP11-646I6.5,3,0.4,0.39,1.03,0.304351332189425,0.408823909704977,72.2,0.3266,7.19,up
RBM12B,4,0.198,0.192,1.03,0.304357577380503,0.408823909704977,90.8,0.1179,32.78,up
AC025442.3,4,-0.301,0.293,-1.03,0.30442073778874,0.408887513614872,80.8,0.2421,15.66,down
ERGIC3,4,0.118,0.115,1.03,0.304611761003626,0.409109379967801,89.6,0.034,28.94,up
BEST1,4,0.165,0.161,1.03,0.304617554880139,0.409109379967801,81.5,0.0712,16.22,up
PPHLN1,4,-0.057,0.055,-1.03,0.304660530099629,0.409129806620836,59.1,0.0057,7.34,down
CTD-2260A17.2,4,0.187,0.182,1.03,0.304664401311371,0.409129806620836,58.6,0.0646,7.25,up
YWHAH,4,-0.149,0.145,-1.03,0.304917973293447,0.409449066053773,89.1,0.061,27.59,down
LINC00920,4,-0.163,0.159,-1.03,0.305032882965504,0.409582103884321,0,0,1.71,down
EXOC3L1,2,0.078,0.076,1.03,0.305200778957274,0.409786271450497,0,0,0,up
RP11-96D1.7,3,0.147,0.143,1.03,0.30523093771419,0.409805490710123,48.8,0.0298,3.9,up
ATM,4,0.144,0.141,1.03,0.305319584321321,0.409903230152434,80.8,0.0541,15.66,up
RP11-53I6.1,2,0.158,0.155,1.02,0.305368034052767,0.40994242885378,15.3,0.0108,1.18,up
RP11-118D22.3,2,-0.155,0.151,-1.02,0.305380481624102,0.40994242885378,0,0,0.34,down
PARP16,4,0.053,0.052,1.02,0.305403245347461,0.409951709449177,0,0,1.67,up
RASSF7,3,0.101,0.099,1.02,0.305475026907516,0.410026783742592,64.3,0.0169,5.6,up
BAZ1B,4,-0.108,0.106,-1.02,0.305514664757593,0.410058707280249,79.8,0.0267,14.87,down
MIF-AS1,4,-0.272,0.265,-1.02,0.305566614952107,0.410107152152006,94,0.2123,49.91,down
COL14A1,4,0.378,0.369,1.02,0.305603407091774,0.410135249119014,77.6,0.3107,13.39,up
GS1-257G1.1,4,0.068,0.066,1.02,0.305651514074038,0.410178527474235,0,0,2.82,up
RP11-504P24.9,2,0.174,0.17,1.02,0.305690271506816,0.410209255071718,0,0,0.23,up
CDCA7L,4,0.167,0.163,1.02,0.305767565823547,0.410291689881205,92.3,0.089,39.1,up
ACBD5,4,0.108,0.106,1.02,0.305967739946674,0.410538992839841,81.8,0.0273,16.45,up
LACC1,4,0.193,0.189,1.02,0.306020051199195,0.410550894514014,81.8,0.0969,16.44,up
RP11-216N14.9,4,-0.281,0.274,-1.02,0.306020351799647,0.410550894514014,75.3,0.2136,12.15,down
CYTH1,4,0.054,0.053,1.02,0.306024230410442,0.410550894514014,53.2,0.0047,6.41,up
AC010761.13,2,-0.188,0.183,-1.02,0.30621341437789,0.410766691959433,0,0,0.08,down
CTU1,3,-0.094,0.092,-1.02,0.306223699793612,0.410766691959433,0,0,1.93,down
AC096649.2,3,0.138,0.135,1.02,0.306232730991408,0.410766691959433,0,0,0.29,up
CTD-2619J13.8,3,0.129,0.126,1.02,0.306287966122147,0.410819476003901,34.4,0.0169,3.05,up
CEP76,4,-0.104,0.102,-1.02,0.306446060761304,0.411010211342583,65.8,0.0225,8.77,down
HNRNPA1P1,2,-0.242,0.236,-1.02,0.306536030660224,0.411109561679857,0,0,0.79,down
ANXA1,4,-0.148,0.145,-1.02,0.306572113544771,0.411136635109507,66.8,0.0523,9.03,down
FAM204BP,3,0.142,0.139,1.02,0.306894369665285,0.411524900047051,0,0,1.81,up
FLJ20021,3,0.187,0.183,1.02,0.306895064211461,0.411524900047051,71.9,0.0704,7.11,up
SDCCAG8,4,0.044,0.043,1.02,0.306909364251762,0.411524900047051,13.5,0.0012,3.47,up
RP11-131M11.2,3,0.242,0.237,1.02,0.307005156021285,0.411632003905367,57,0.0962,4.66,up
BTN2A2,4,0.068,0.066,1.02,0.3073389865833,0.412058242133144,17.5,0.0034,3.64,up
