gene,k,logFC,SE,z,P,FDR,I2,tau2,Q,direction
KIFC2,2,-0.211,0.497,-0.42,0.671015835027818,0.966032748663503,85.4,0.424,6.87,down
TRAPPC11,2,-0.044,0.102,-0.42,0.671168219359891,0.966032748663503,43.2,0.0124,1.76,down
C1orf122,2,-0.067,0.158,-0.42,0.671216447462964,0.966032748663503,40.3,0.0252,1.68,down
RP11-488C13.5,2,0.09,0.213,0.42,0.67122353885342,0.966032748663503,58.9,0.0595,2.43,up
PLEKHG3,2,-0.111,0.262,-0.42,0.671293038503492,0.966032748663503,66.5,0.1008,2.98,down
RP11-1391J7.1,2,-0.106,0.25,-0.42,0.671302800503252,0.966032748663503,0,0,0.02,down
UCHL3,2,0.105,0.249,0.42,0.671323457310366,0.966032748663503,77.3,0.0991,4.4,up
IGSF11,2,0.199,0.468,0.42,0.671332236665677,0.966032748663503,36.7,0.2512,1.58,up
POLR2G,2,0.065,0.153,0.42,0.671334419671674,0.966032748663503,64,0.0327,2.78,up
CARMIL1,2,-0.021,0.049,-0.42,0.671347080318628,0.966032748663503,0,0,0.38,down
RP11-73M18.2,2,-0.078,0.184,-0.42,0.671457765141491,0.966055676590116,80.7,0.0564,5.18,down
ARHGEF26,2,0.159,0.376,0.42,0.67152850961975,0.966055676590116,62.9,0.2031,2.69,up
SDHCP2,2,-0.103,0.244,-0.42,0.671539460045455,0.966055676590116,56.1,0.0757,2.28,down
PLA2G4E-AS1,2,-0.439,1.036,-0.42,0.671561627563802,0.966055676590116,58.3,1.5035,2.4,down
SLC1A4,2,0.13,0.307,0.42,0.671666550129654,0.96609900917229,61.5,0.1331,2.6,up
ZDHHC16,2,-0.03,0.07,-0.42,0.671691061732811,0.96609900917229,0,0,0.38,down
RASA2,2,-0.019,0.045,-0.42,0.672012656980859,0.966372823800224,0,0,0.59,down
RET,2,0.35,0.827,0.42,0.672070177243051,0.966372823800224,92,1.2645,12.54,up
SLC30A6,2,0.02,0.048,0.42,0.672087337235305,0.966372823800224,0,0,0.02,up
LSS,2,-0.064,0.152,-0.42,0.672124434806653,0.966372823800224,13.8,0.0207,1.16,down
PLOD3,2,0.037,0.087,0.42,0.672129782671908,0.966372823800224,0,0,0.08,up
HSPD1,2,-0.032,0.076,-0.42,0.672272669610485,0.966482498114328,0,0,0.11,down
SHC1,2,-0.139,0.329,-0.42,0.672311134887295,0.966482498114328,74.2,0.1709,3.87,down
MIR711,2,0.061,0.144,0.42,0.672415890156389,0.966482498114328,0,0,0.86,up
BSCL2,2,-0.025,0.06,-0.42,0.672477405535424,0.966482498114328,0,0,0.07,down
RP11-360D2.2,2,0.054,0.128,0.42,0.672483500358996,0.966482498114328,0,0,0.41,up
AHSA2,2,-0.032,0.077,-0.42,0.672504114898837,0.966482498114328,0,0,0.06,down
PRKCI,2,-0.129,0.306,-0.42,0.672710098627105,0.966569070781325,65.9,0.138,2.93,down
TMEM40,2,-0.194,0.458,-0.42,0.672744820549885,0.966569070781325,81.3,0.3524,5.34,down
LDAH,2,0.066,0.157,0.42,0.672751654543953,0.966569070781325,51.9,0.0305,2.08,up
VPS4A,2,-0.014,0.034,-0.42,0.672763073423145,0.966569070781325,0,0,1,down
CTC-518B2.12,2,-0.316,0.748,-0.42,0.672952819560697,0.9667355277998,56.2,0.7675,2.28,down
AC005523.2,2,0.021,0.049,0.42,0.672994309042039,0.9667355277998,0,0,0.08,up
TP73-AS1,2,0.089,0.21,0.42,0.673056846418651,0.9667355277998,67.1,0.0649,3.04,up
HORMAD2-AS1,2,-0.11,0.261,-0.42,0.6731116556845,0.9667355277998,57,0.0926,2.33,down
RPL18P13,2,0.056,0.133,0.42,0.673150494483407,0.9667355277998,0,0,0.69,up
DUSP28,2,0.031,0.074,0.42,0.67320244015895,0.9667355277998,0,0,0.55,up
RP11-51F16.1,2,-0.135,0.32,-0.42,0.673250509709411,0.9667355277998,10.8,0.0392,1.12,down
RP11-722E23.2,2,0.258,0.612,0.42,0.673393789163503,0.9667355277998,90.7,0.6835,10.76,up
KIFC1,2,0.035,0.083,0.42,0.673415690999143,0.9667355277998,0,0,0.47,up
FAM103A2P,2,0.064,0.152,0.42,0.67346415081269,0.9667355277998,41.3,0.0256,1.7,up
ARPC3P1,2,0.064,0.151,0.42,0.673493010548723,0.9667355277998,54.3,0.0273,2.19,up
PER2,2,-0.088,0.209,-0.42,0.673538199851379,0.9667355277998,14.1,0.0328,1.16,down
LINC00667,2,0.046,0.109,0.42,0.673550563466116,0.9667355277998,14.8,0.0088,1.17,up
BAZ1A,2,0.021,0.05,0.42,0.67357456902005,0.9667355277998,0,0,0.9,up
AMDHD1,2,-0.224,0.532,-0.42,0.673810209814517,0.966983376086861,58.9,0.3808,2.44,down
CXorf38,2,0.026,0.063,0.42,0.673916107648607,0.966983376086861,0,0,0.14,up
FRMD8,2,-0.172,0.408,-0.42,0.673923495828177,0.966983376086861,85.6,0.2896,6.93,down
HIST1H2BE,2,-0.161,0.382,-0.42,0.673946061869749,0.966983376086861,68.6,0.2169,3.18,down
AFAP1,2,0.052,0.123,0.42,0.674070526709015,0.967090639897543,0,0,0,up
AC002116.8,2,-0.157,0.373,-0.42,0.674333894237688,0.967264078809398,80,0.2293,4.99,down
CREB3L4,2,0.122,0.29,0.42,0.674355535450258,0.967264078809398,67.2,0.1248,3.05,up
RP11-284F21.7,2,0.098,0.233,0.42,0.674363579818726,0.967264078809398,0,0,0.61,up
TNFRSF10C,2,0.116,0.277,0.42,0.674504564177141,0.967264078809398,0,0,0.37,up
TWF2,2,0.04,0.096,0.42,0.674568898981588,0.967264078809398,31.5,0.0085,1.46,up
CASP8AP2,2,-0.02,0.049,-0.42,0.674614069201804,0.967264078809398,0,0,0.14,down
SENP3-EIF4A1,2,0.076,0.182,0.42,0.674639117159069,0.967264078809398,53.6,0.0432,2.15,up
ALDH3A1,2,-0.065,0.154,-0.42,0.674671237403577,0.967264078809398,0,0,0.09,down
AC034220.3,2,-0.053,0.127,-0.42,0.67469541384217,0.967264078809398,0,0,0.7,down
ZBTB34,2,0.02,0.049,0.42,0.674732900722538,0.967264078809398,0,0,0.09,up
MYH11,2,0.083,0.197,0.42,0.674738285238546,0.967264078809398,0,0,0.44,up
RP11-129M16.4,2,0.145,0.345,0.42,0.67480842644125,0.967293357757383,44.7,0.1354,1.81,up
CTD-2218G20.1,2,0.105,0.25,0.42,0.674864833718523,0.967302947165727,53.7,0.0703,2.16,up
RP11-1000B6.8,2,0.043,0.102,0.42,0.674952680657178,0.96735759520192,0,0,0.78,up
UBE2D1,2,0.032,0.076,0.42,0.675005451879085,0.967361967572147,0,0,0.28,up
USP5,2,0.042,0.1,0.42,0.675100166160318,0.967393408876984,57.1,0.0125,2.33,up
CTD-2231E14.2,2,-0.173,0.414,-0.42,0.675156887642976,0.967393408876984,84.5,0.2949,6.44,down
ERCC2,2,0.024,0.056,0.42,0.675208644549084,0.967393408876984,0,0,0.51,up
APOD,2,0.259,0.619,0.42,0.675280664976437,0.967393408876984,17.9,0.3928,1.22,up
XG,2,0.057,0.135,0.42,0.675316241609402,0.967393408876984,0,0,0.77,up
SFT2D3,2,0.06,0.144,0.42,0.675325723651686,0.967393408876984,29.5,0.0226,1.42,up
RP11-104H15.10,2,-0.262,0.626,-0.42,0.675396557041312,0.967423648221731,83.8,0.6732,6.15,down
HNRNPUL1,2,-0.038,0.092,-0.42,0.675468174667457,0.967455006355274,41.1,0.0095,1.7,down
RP11-159N11.4,2,0.064,0.152,0.42,0.675542430348555,0.967490138009679,0,0,0,up
ZNF708,2,-0.059,0.14,-0.42,0.675639342210015,0.967514691958652,37.3,0.0195,1.59,down
CLIP1,2,-0.076,0.181,-0.42,0.675659031642794,0.967514691958652,32.7,0.037,1.49,down
PELI2,2,0.524,1.253,0.42,0.675725246147733,0.967531812003185,74.5,2.4985,3.92,up
CCDC191,2,-0.03,0.072,-0.42,0.675770445791081,0.967531812003185,0,0,0.38,down
KANSL1L,2,-0.063,0.151,-0.42,0.675845321467371,0.967545476523855,64.1,0.0319,2.78,down
RP4-657D16.3,2,0.018,0.043,0.42,0.675937404700283,0.967545476523855,0,0,0.05,up
RP11-983P16.4,2,-0.017,0.04,-0.42,0.676032372714233,0.967545476523855,0,0,0.03,down
FAM183A,2,-0.211,0.504,-0.42,0.676128288292346,0.967545476523855,73.2,0.3809,3.73,down
ITPRIPL2,2,0.16,0.384,0.42,0.676196668512448,0.967545476523855,74.6,0.2335,3.93,up
ST13P10,2,-0.064,0.152,-0.42,0.676334029137421,0.967545476523855,0,0,0.29,down
ZNF512B,2,-0.064,0.154,-0.42,0.676350864962128,0.967545476523855,55.9,0.0308,2.27,down
HEPHL1,2,0.638,1.528,0.42,0.676357523002459,0.967545476523855,71,3.4989,3.45,up
RP11-737O24.2,2,-0.049,0.118,-0.42,0.676386722629894,0.967545476523855,0,0,0.28,down
PITX1,2,-0.649,1.555,-0.42,0.67643819575775,0.967545476523855,93.8,4.5453,16.1,down
HECA,2,-0.02,0.047,-0.42,0.676438306112107,0.967545476523855,0,0,0.24,down
SPATA18,2,-0.062,0.149,-0.42,0.676497459767812,0.967545476523855,71.5,0.0336,3.5,down
LIME1,2,-0.033,0.079,-0.42,0.676663165755199,0.967545476523855,0,0,0.98,down
ZNF524,2,-0.028,0.066,-0.42,0.676702492959363,0.967545476523855,0,0,0.74,down
EEF1A1P13,2,-0.04,0.095,-0.42,0.676866158653654,0.967545476523855,0,0,0.13,down
SUPT5H,2,-0.053,0.128,-0.42,0.676877267483924,0.967545476523855,72.8,0.0252,3.67,down
FAM83A,2,-0.273,0.654,-0.42,0.676931040693237,0.967545476523855,51.8,0.5459,2.08,down
DNAJC21,2,-0.02,0.048,-0.42,0.67694529279371,0.967545476523855,0,0,0.01,down
RP11-362K14.7,2,-0.07,0.167,-0.42,0.676983321699114,0.967545476523855,8.7,0.0097,1.09,down
RP11-468E2.2,2,0.022,0.052,0.42,0.677065637454351,0.967545476523855,0,0,0.11,up
DLL1,2,0.106,0.255,0.42,0.677082214407475,0.967545476523855,56.1,0.0843,2.28,up
APCDD1,2,0.026,0.062,0.42,0.677084985424276,0.967545476523855,0,0,0.41,up
BACE2,2,-0.072,0.173,-0.42,0.677134937883555,0.967545476523855,30.1,0.0301,1.43,down
LPL,2,0.483,1.16,0.42,0.677137586326999,0.967545476523855,66.9,2.0045,3.02,up
ANXA11,2,-0.019,0.046,-0.42,0.67719317093933,0.967545476523855,0,0,0.86,down
POTEJ,2,0.053,0.128,0.42,0.677216113413663,0.967545476523855,0,0,0.03,up
PUS10,2,-0.031,0.074,-0.42,0.677225079687482,0.967545476523855,0,0,0.01,down
PEBP1P2,2,0.042,0.101,0.42,0.677231288781823,0.967545476523855,0,0,0.01,up
RP11-89H19.2,2,0.243,0.585,0.42,0.677278545486426,0.967545476523855,81.8,0.5657,5.5,up
AC074212.5,2,0.064,0.155,0.42,0.677339511851136,0.967545476523855,40.5,0.0245,1.68,up
RPSAP14,2,-0.061,0.147,-0.42,0.67742821708533,0.967545476523855,0,0,0.22,down
IRX1,2,-0.066,0.158,-0.42,0.677461099771138,0.967545476523855,0.5,4e-04,1,down
LPCAT4,2,-0.038,0.091,-0.42,0.677580732417074,0.967545476523855,0,0,0.67,down
CDK16,2,-0.02,0.049,-0.42,0.677588178535634,0.967545476523855,0,0,0.53,down
CNOT6L,2,0.11,0.265,0.42,0.677651119716754,0.967545476523855,62.7,0.1007,2.68,up
CYP4X1,2,0.36,0.867,0.42,0.67789754687155,0.967545476523855,50.6,0.987,2.03,up
RAB23,2,0.062,0.149,0.42,0.677917477800731,0.967545476523855,65.4,0.0304,2.89,up
RAD9B,2,0.061,0.147,0.42,0.677948840019203,0.967545476523855,11.6,0.0093,1.13,up
CD320,2,-0.05,0.12,-0.42,0.677951850181042,0.967545476523855,0,0,0.03,down
RP11-115D19.1,2,0.037,0.088,0.42,0.677981136726571,0.967545476523855,0,0,0.01,up
TEAD2,2,-0.051,0.124,-0.42,0.67800584706403,0.967545476523855,0,0,0.73,down
NUPR1,2,0.068,0.165,0.42,0.678110132942904,0.967545476523855,16.8,0.025,1.2,up
TRIM66,2,0.067,0.161,0.41,0.678237548253243,0.967545476523855,57.5,0.0304,2.35,up
PIGT,2,0.046,0.112,0.41,0.678262567460395,0.967545476523855,19.9,0.0111,1.25,up
LRRC8B,2,-0.044,0.106,-0.41,0.678352615741583,0.967545476523855,0,0,0.03,down
RP4-717I23.2,2,0.111,0.267,0.41,0.678376346483997,0.967545476523855,55.2,0.0847,2.23,up
TMEM234,2,-0.094,0.228,-0.41,0.678408056508773,0.967545476523855,46.2,0.0612,1.86,down
ZNF423,2,0.561,1.354,0.41,0.678428969621099,0.967545476523855,69.6,2.7995,3.29,up
SH2B3,2,0.04,0.097,0.41,0.678476615204215,0.967545476523855,0,0,0.02,up
KHK,2,0.211,0.509,0.41,0.678481928666363,0.967545476523855,90,0.4695,10,up
POLR3G,2,0.165,0.398,0.41,0.678513146229533,0.967545476523855,41.7,0.1929,1.72,up
PGF,2,0.188,0.453,0.41,0.678617996813939,0.967545476523855,74.3,0.3175,3.88,up
ARL6IP1,2,0.024,0.057,0.41,0.678627056516773,0.967545476523855,0,0,0.74,up
TP53,2,0.076,0.184,0.41,0.678643656970767,0.967545476523855,71.8,0.0518,3.54,up
AC000123.3,2,0.275,0.665,0.41,0.678663937258802,0.967545476523855,88.4,0.7873,8.62,up
RP11-20G6.1,2,0.133,0.322,0.41,0.678671693937575,0.967545476523855,65.7,0.1493,2.92,up
FAM198A,2,0.412,0.994,0.41,0.6787114321487,0.967545476523855,72.7,1.5424,3.66,up
AL078471.5,2,-0.114,0.276,-0.41,0.678753798178892,0.967545476523855,33.5,0.0664,1.5,down
C16orf87,2,-0.03,0.073,-0.41,0.678792865862395,0.967545476523855,0,0,0.07,down
RP4-635E18.6,2,-0.059,0.142,-0.41,0.678880396960157,0.967545476523855,20.2,0.0166,1.25,down
UBA6-AS1,2,0.152,0.367,0.41,0.678914970943151,0.967545476523855,89.8,0.2434,9.84,up
RP11-254F7.2,2,0.245,0.592,0.41,0.679151201593984,0.967545476523855,51,0.4623,2.04,up
RP11-389G6.5,2,0.093,0.225,0.41,0.67915308001693,0.967545476523855,16.3,0.0309,1.19,up
CTSC,2,-0.253,0.611,-0.41,0.6791581210801,0.967545476523855,85,0.6472,6.68,down
RP11-574F21.3,2,0.013,0.031,0.41,0.679179785038701,0.967545476523855,0,0,0.05,up
LIMD2,2,0.033,0.079,0.41,0.679191933602069,0.967545476523855,0,0,0.57,up
MAP4K4,2,-0.119,0.287,-0.41,0.679228985572586,0.967545476523855,72.1,0.128,3.59,down
AC010468.1,2,0.095,0.23,0.41,0.679376466098623,0.967545476523855,57,0.0703,2.33,up
RP11-463O12.3,2,-0.078,0.189,-0.41,0.679423174308481,0.967545476523855,59.5,0.0481,2.47,down
RP11-1149O23.4,2,-0.118,0.287,-0.41,0.679480725893201,0.967545476523855,36.1,0.0757,1.57,down
TMEM168,2,-0.043,0.104,-0.41,0.679509492681686,0.967545476523855,46.1,0.0117,1.86,down
RPSAP58,2,0.025,0.06,0.41,0.679519764601941,0.967545476523855,0,0,0.06,up
PFDN2,2,0.087,0.211,0.41,0.679546198078458,0.967545476523855,47.9,0.0549,1.92,up
CYGB,2,0.105,0.255,0.41,0.67963322718216,0.967545476523855,55.5,0.0783,2.25,up
SH3BP5L,2,-0.124,0.299,-0.41,0.67965993491767,0.967545476523855,87.1,0.1581,7.74,down
ZNF512,2,-0.034,0.083,-0.41,0.679663349531929,0.967545476523855,0,0,0.11,down
PLEKHG4B,2,-0.144,0.348,-0.41,0.679725196859832,0.967545476523855,10.7,0.0346,1.12,down
ACADL,2,0.14,0.339,0.41,0.67977254660867,0.967545476523855,16.1,0.1146,1.19,up
BX470102.3,2,-0.073,0.177,-0.41,0.679789184154674,0.967545476523855,0,0,0.01,down
MAPK6PS4,2,0.11,0.267,0.41,0.679802093853509,0.967545476523855,63,0.0943,2.7,up
SLC39A11,2,0.064,0.155,0.41,0.679852824649795,0.967545476523855,19.7,0.0222,1.25,up
MALT1,2,0.038,0.093,0.41,0.679915828761943,0.967545476523855,22.6,0.0078,1.29,up
SELENOO,2,-0.126,0.306,-0.41,0.680030213037481,0.967545476523855,66.5,0.1375,2.99,down
CTB-113P19.1,2,0.324,0.786,0.41,0.680055083072681,0.967545476523855,76.4,0.9899,4.23,up
CRNKL1,2,0.035,0.085,0.41,0.680057319489144,0.967545476523855,48.5,0.0085,1.94,up
RRAGD,2,0.259,0.628,0.41,0.680096685499923,0.967545476523855,55.4,0.5439,2.24,up
RP4-694A7.2,2,-0.065,0.157,-0.41,0.680106493469379,0.967545476523855,0,0,0.93,down
RP1-40G4P.1,2,-0.048,0.116,-0.41,0.680172213101046,0.967568222424065,0,0,0.22,down
SCGB2A2,2,-0.485,1.177,-0.41,0.68039506616901,0.967600964695066,12.8,0.5911,1.15,down
IFT122,2,0.023,0.056,0.41,0.680414223550818,0.967600964695066,0,0,0.33,up
CREBRF,2,-0.026,0.062,-0.41,0.680436092822587,0.967600964695066,0,0,0.09,down
ERCC6L,2,-0.044,0.107,-0.41,0.680771390392374,0.967600964695066,0,0,0.22,down
CTC-250I14.6,2,-0.131,0.319,-0.41,0.680782825313726,0.967600964695066,63.3,0.1446,2.72,down
KCTD9,2,0.044,0.107,0.41,0.680825114986117,0.967600964695066,46.7,0.0134,1.88,up
ZNF211,2,0.032,0.078,0.41,0.680870891423487,0.967600964695066,0,0,0.05,up
LINC00900,2,-0.031,0.076,-0.41,0.680945900313743,0.967600964695066,0,0,0.81,down
ERCC4,2,-0.053,0.13,-0.41,0.680968277074001,0.967600964695066,50.5,0.0208,2.02,down
DAXX,2,0.018,0.043,0.41,0.680972721301357,0.967600964695066,0,0,0.99,up
CTD-2135J3.4,2,-0.085,0.207,-0.41,0.681018552638587,0.967600964695066,42.8,0.049,1.75,down
ARIH2P1,2,-0.111,0.27,-0.41,0.681068796630718,0.967600964695066,44.7,0.0685,1.81,down
SCNN1D,2,0.11,0.267,0.41,0.681097802740226,0.967600964695066,9.3,0.0304,1.1,up
RPSAP54,2,-0.036,0.088,-0.41,0.681114332010211,0.967600964695066,0,0,0.09,down
CCNI2,2,-0.043,0.104,-0.41,0.681141792103669,0.967600964695066,0,0,0.23,down
ZNF652,2,0.146,0.355,0.41,0.681175050983235,0.967600964695066,59.2,0.176,2.45,up
OSCAR,2,0.25,0.609,0.41,0.681260275792038,0.967600964695066,66.7,0.5456,3,up
BEST1,2,-0.08,0.196,-0.41,0.681265997667071,0.967600964695066,71.5,0.0571,3.5,down
CTD-3185P2.1,2,0.021,0.052,0.41,0.681364940639448,0.967600964695066,0,0,0.3,up
GPAT2,2,-0.366,0.891,-0.41,0.681414723845855,0.967600964695066,51.2,1.0535,2.05,down
PLA2G12A,2,-0.02,0.048,-0.41,0.681424824923712,0.967600964695066,0,0,0.71,down
ESF1,2,0.028,0.069,0.41,0.681464654247887,0.967600964695066,0,0,0.72,up
MAPRE1,2,0.02,0.05,0.41,0.681490708635251,0.967600964695066,0,0,0.2,up
ZNF644,2,-0.019,0.047,-0.41,0.681530305005767,0.967600964695066,0,0,0.93,down
FTH1P8,2,-0.125,0.304,-0.41,0.681564841263502,0.967600964695066,84.9,0.1583,6.63,down
PLAC8,2,0.142,0.346,0.41,0.681612754233214,0.967600964695066,9.4,0.0252,1.1,up
RBM28,2,-0.026,0.063,-0.41,0.681669218009831,0.967600964695066,0,0,0.68,down
ENTPD7,2,-0.094,0.228,-0.41,0.681691533037247,0.967600964695066,52.7,0.0674,2.11,down
ARL5B,2,-0.076,0.185,-0.41,0.68171492995658,0.967600964695066,58.1,0.0458,2.39,down
GPC1,2,-0.049,0.119,-0.41,0.681733665506498,0.967600964695066,25.9,0.0123,1.35,down
LINC01527,2,0.391,0.954,0.41,0.68176066230539,0.967600964695066,46.5,1.1209,1.87,up
FCHO2,2,0.025,0.061,0.41,0.681786678916769,0.967600964695066,0,0,0.38,up
IQCD,2,0.072,0.176,0.41,0.681967236126438,0.967786618969801,0,0,0.88,up
RP11-872D17.4,2,0.028,0.067,0.41,0.682166841322321,0.96792880405909,0,0,0.08,up
IL12RB2,2,-0.165,0.404,-0.41,0.68224036930806,0.96792880405909,86.3,0.2834,7.32,down
ZNF483,2,-0.049,0.119,-0.41,0.682279694081332,0.96792880405909,1.4,0.0011,1.01,down
RP11-680F20.11,2,0.468,1.144,0.41,0.68240546631694,0.96792880405909,64.4,1.9267,2.81,up
CXADRP2,2,0.047,0.115,0.41,0.682435876235865,0.96792880405909,0,0,0.06,up
DNAAF2,2,0.026,0.065,0.41,0.682554069108653,0.96792880405909,0,0,0.18,up
CDKN2B,2,-0.317,0.775,-0.41,0.682576568132555,0.96792880405909,68.9,0.9137,3.22,down
RAD23BP1,2,0.052,0.128,0.41,0.682577121723862,0.96792880405909,29.4,0.0097,1.42,up
RAPGEF3,2,-0.052,0.127,-0.41,0.682591165628475,0.96792880405909,0,0,0.3,down
SCN5A,2,0.294,0.718,0.41,0.682606925697415,0.96792880405909,65,0.7307,2.86,up
MTA1,2,-0.027,0.066,-0.41,0.682614675189905,0.96792880405909,0,0,0.78,down
AD000091.3,2,0.033,0.08,0.41,0.683028484089859,0.968094585234624,0,0,0.06,up
TMEM51,2,-0.038,0.093,-0.41,0.683050316026149,0.968094585234624,0,0,0.2,down
DCAF4L1,2,0.108,0.265,0.41,0.683056349192949,0.968094585234624,0,0,0.33,up
EVI5L,2,-0.113,0.277,-0.41,0.683098369844544,0.968094585234624,80.2,0.1262,5.06,down
KCNIP4,2,0.142,0.348,0.41,0.68310019616739,0.968094585234624,69,0.1806,3.22,up
CAPN3,2,0.076,0.185,0.41,0.683133402495573,0.968094585234624,10.9,0.0264,1.12,up
AL590762.11,2,-0.074,0.182,-0.41,0.683259529169691,0.968094585234624,0,0,0.03,down
CKAP2L,2,-0.045,0.111,-0.41,0.683295454932728,0.968094585234624,0,0,0.41,down
TMEM44-AS1,2,0.06,0.147,0.41,0.6833014258148,0.968094585234624,0,0,0.11,up
WASH7P,2,0.051,0.125,0.41,0.683312770051996,0.968094585234624,29.9,0.0109,1.43,up
TRPM7,2,0.018,0.043,0.41,0.683432270005242,0.968094585234624,0,0,0.03,up
TMEM192,2,-0.058,0.141,-0.41,0.683461256831994,0.968094585234624,62.8,0.0278,2.69,down
ZNF557,2,-0.016,0.038,-0.41,0.683486897420183,0.968094585234624,0,0,0.56,down
UBE2H,2,-0.098,0.24,-0.41,0.683500259805706,0.968094585234624,86,0.1004,7.14,down
AC068580.6,2,-0.113,0.278,-0.41,0.683522932170499,0.968094585234624,55.9,0.1045,2.27,down
RP11-73O6.3,2,-0.079,0.194,-0.41,0.683552725724384,0.968094585234624,0,0,0.04,down
RAD21-AS1,2,0.05,0.122,0.41,0.683727802898342,0.968094585234624,0,0,0.13,up
PRH1-PRR4,2,0.191,0.468,0.41,0.683732250472477,0.968094585234624,66.9,0.3186,3.02,up
RP11-332H14.2,2,0.062,0.152,0.41,0.683746970493747,0.968094585234624,0,0,0.92,up
NOP9,2,-0.09,0.221,-0.41,0.68375061625391,0.968094585234624,89.1,0.0877,9.2,down
RP11-540D14.8,2,-0.032,0.078,-0.41,0.683802624677649,0.968094585234624,0,0,0.1,down
SLC6A11,2,-0.178,0.438,-0.41,0.683909587917331,0.968094585234624,69.6,0.2885,3.29,down
GOLGA2,2,-0.072,0.176,-0.41,0.683925126410414,0.968094585234624,57.4,0.0422,2.35,down
LRRC37A7P,2,0.079,0.194,0.41,0.683925785056019,0.968094585234624,0,0,0.39,up
TMUB2,2,-0.042,0.103,-0.41,0.684104291224577,0.968123183343533,46.3,0.0113,1.86,down
RP13-516M14.1,2,0.348,0.856,0.41,0.684163566049714,0.968123183343533,72.8,1.1216,3.67,up
KLHL25,2,0.024,0.059,0.41,0.684166743023329,0.968123183343533,0,0,0.07,up
TNPO1,2,0.038,0.093,0.41,0.684218209170397,0.968123183343533,14.5,0.0075,1.17,up
CREBL2,2,0.056,0.137,0.41,0.684237137224884,0.968123183343533,17.9,0.0179,1.22,up
NOC2LP2,2,0.11,0.271,0.41,0.684244546369085,0.968123183343533,51.7,0.0847,2.07,up
RP4-568F9.3,2,-0.051,0.124,-0.41,0.684377473973329,0.968240847413109,0,0,0.9,down
ETV3,2,-0.021,0.051,-0.41,0.684455245520279,0.96828046657766,0,0,0.32,down
CDK7,2,0.059,0.145,0.41,0.684624880934313,0.968450027879743,67.8,0.03,3.11,up
C4orf36,2,0.031,0.077,0.41,0.684719174053933,0.968488074803563,0,0,0.43,up
SLC7A11-AS1,2,-0.385,0.947,-0.41,0.684751334138457,0.968488074803563,84.5,1.5451,6.46,down
DOLK,2,0.024,0.059,0.41,0.684806638278042,0.968495889680714,0,0,0.27,up
RP11-294J22.6,2,0.037,0.092,0.41,0.684870733036449,0.968496443962979,19.6,0.0058,1.24,up
ARHGAP28,2,-0.098,0.242,-0.41,0.685027473596558,0.968496443962979,9.6,0.0347,1.11,down
ZNF219,2,0.05,0.123,0.41,0.685042957797843,0.968496443962979,22.4,0.0142,1.29,up
CTD-2331H12.5,2,0.069,0.169,0.41,0.685062864956973,0.968496443962979,0,0,0.04,up
GOLGA8N,2,-0.052,0.128,-0.41,0.685154112136753,0.968496443962979,0,0,0.36,down
HSPB8,2,-0.363,0.896,-0.41,0.685203299755591,0.968496443962979,53.2,1.0901,2.14,down
KCNK1,2,-0.107,0.264,-0.41,0.685306474549626,0.968496443962979,57.2,0.0955,2.34,down
RP5-1039K5.13,2,-0.209,0.516,-0.41,0.685307345343504,0.968496443962979,86.8,0.4661,7.59,down
HN1,2,0.072,0.177,0.41,0.685369653934965,0.968496443962979,24.2,0.0328,1.32,up
FIG4,2,-0.077,0.19,-0.4,0.68547848050436,0.968496443962979,78.4,0.058,4.63,down
RP11-295H24.3,2,-0.037,0.092,-0.4,0.685577852060375,0.968496443962979,0,0,0.13,down
AC012354.8,2,-0.037,0.092,-0.4,0.685584062884757,0.968496443962979,0,0,0.27,down
VPS36,2,-0.024,0.06,-0.4,0.685626801925373,0.968496443962979,0,0,0.62,down
CTD-2033A16.3,2,-0.027,0.067,-0.4,0.68566467190838,0.968496443962979,0,0,0.52,down
MYO15B,2,-0.085,0.209,-0.4,0.685738481159468,0.968496443962979,12.4,0.0231,1.14,down
CTB-31O20.3,2,0.048,0.12,0.4,0.685783950517706,0.968496443962979,0,0,0.9,up
TPT1P6,2,0.046,0.114,0.4,0.685807570416989,0.968496443962979,0,0,0.03,up
GPRASP2,2,0.088,0.216,0.4,0.68582489218431,0.968496443962979,64.5,0.0671,2.82,up
SGSM2,2,-0.036,0.089,-0.4,0.685839021570105,0.968496443962979,0,0,0.81,down
NPFF,2,-0.125,0.309,-0.4,0.685845381048709,0.968496443962979,15.9,0.0408,1.19,down
CTD-2083E4.5,2,0.036,0.09,0.4,0.685882599878454,0.968496443962979,0,0,0.07,up
ITGB3,2,0.355,0.878,0.4,0.685928038435717,0.968496443962979,54.5,1.0408,2.2,up
HOTAIRM1_2,2,0.147,0.365,0.4,0.685951942732826,0.968496443962979,24.7,0.1043,1.33,up
MOSPD1,2,0.095,0.235,0.4,0.686020011939563,0.968508560905064,63.3,0.0783,2.72,up
TSNAXIP1,2,-0.153,0.379,-0.4,0.686078868692372,0.968508560905064,81.7,0.241,5.45,down
KIF26B,2,0.262,0.649,0.4,0.686202865130624,0.968508560905064,68.7,0.6336,3.19,up
PSME3,2,-0.019,0.047,-0.4,0.686246907375851,0.968508560905064,0,0,0.74,down
ZNF362,2,0.173,0.429,0.4,0.686300931579756,0.968508560905064,61.4,0.2634,2.59,up
